role,backbone,sequence,region,aggregation_level,coverage_threshold,raw_error_sum,memory_error_sum,oracle_error_sum,helpful_sum,harmful_sum,temporal_difference_sum,gt_relative_temporal_consistency_sum,valid_pixel_count,memory_better_count,memory_worse_count,tie_count,raw_bad1_count,raw_bad3_count,raw_bad5_count,memory_bad1_count,memory_bad3_count,memory_bad5_count,oracle_bad1_count,oracle_bad3_count,oracle_bad5_count,valid_causal_pair_count,causal_pair_count,raw_epe,memory_epe,oracle_epe,oracle_epe_gain,relative_oracle_gain,memory_better_fraction,memory_worse_fraction,tie_fraction,mean_helpful_magnitude,mean_harmful_magnitude,raw_bad1,raw_bad3,raw_bad5,memory_bad1,memory_bad3,memory_bad5,oracle_bad1,oracle_bad3,oracle_bad5,flow_warped_raw_temporal_difference,gt_relative_temporal_error_consistency
unseen,Fast-FoundationStereo,dataset_1_keyframe_3,non_boundary,sequence,0.5,207385.78256559372,211784.20022630692,185755.4501247406,21630.33244085312,26028.750101566315,51208.26504135132,47659.08254241943,2437011,1154171,1279955,2885,0,0,0,0,0,0,0,0,0,301,470,0.08509841874558371,0.08690325986477161,0.07622265559110755,0.008875763154476163,0.10429997742980132,0.47360106294144755,0.5252151098210062,0.0011838272375463222,0.018741011895856956,0.020335675942956054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021012734469130965,0.019556367428140223
unseen,Fast-FoundationStereo,dataset_1_keyframe_3,raw_error_high_gt_3px,sequence,0.5,271.7965421676636,270.8615927696228,269.7371635437012,2.0593786239624023,1.1244292259216309,3.183807849884033,3.183807849884033,70,44,26,0,70,70,10,70,67,9,70,67,9,50,470,3.882807745252337,3.8694513252803255,3.8533880506243023,0.02941969462803451,0.0075769125226473385,0.6285714285714286,0.37142857142857144,0.0,0.04680405963550915,0.04324727792006273,1.0,1.0,0.14285714285714285,1.0,0.9571428571428572,0.12857142857142856,1.0,0.9571428571428572,0.12857142857142856,0.045482969284057616,0.045482969284057616
unseen,Fast-FoundationStereo,dataset_1_keyframe_3,raw_error_low_le_1px,sequence,0.5,494109.25858068466,509899.79553699493,444791.8074250221,49317.45115566254,65107.98811197281,122404.46691656113,114425.43926763535,5606851,2582323,3014423,10105,0,0,0,19,0,0,0,0,0,470,470,0.08812598347640853,0.09094227678548884,0.07933005664409883,0.008795926832309703,0.09981082179541732,0.4605656544110054,0.5376320861745746,0.0018022594144199659,0.019098095457331456,0.021598822763750414,0.0,0.0,0.0,3.3887114175140377e-06,0.0,0.0,0.0,0.0,0.0,0.021831232347098422,0.020408146973699737
unseen,Fast-FoundationStereo,dataset_1_keyframe_3,raw_error_mid_1_to_3px,sequence,0.5,1158.7951221466064,1151.1464266777039,1141.309226989746,17.48589515686035,9.837199687957764,27.323094844818115,27.323094844818115,743,400,343,0,743,0,0,703,5,0,703,0,0,186,470,1.5596165843157557,1.5493222431732219,1.5360824051006003,0.023534179215155326,0.015089721058256367,0.5383580080753702,0.4616419919246299,0.0,0.04371473789215088,0.02867988247218007,1.0,0.0,0.0,0.946164199192463,0.006729475100942127,0.0,0.946164199192463,0.0,0.0,0.03677401728777674,0.03677401728777674
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,all,sequence,0.5,441413.8546600342,430759.40205430984,400854.8641319275,40558.99052810669,29904.537922382355,74463.61597585678,70463.52845048904,2028109,1181444,845177,1488,21096,1112,708,20007,1105,704,18840,1021,667,1029,1032,0.21764799360391093,0.21239460110591188,0.19764956623728186,0.019998427366629073,0.09188427164195885,0.5825347651432936,0.4167315464799969,0.0007336883767095359,0.034330015242454735,0.03538257420916844,0.010401807792381968,0.0005482940019495994,0.00034909366311179526,0.009864854403782045,0.0005448425109301324,0.00034712138252924275,0.009289441543822349,0.0005034246186965296,0.000328877787140632,0.03671578597395741,0.03474346223525907
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,boundary,sequence,0.5,359043.46920108795,351823.0997481346,328069.729156971,30973.740044116974,23753.370591163635,58046.89252901077,54727.11063528061,1401555,809342,591218,995,20608,1112,708,19576,1105,704,18461,1021,667,1029,1032,0.25617508353299584,0.25102339883068064,0.23407552979153223,0.022099553741463607,0.08626738181044505,0.5774600354606134,0.4218300387783569,0.0007099257610297135,0.038270273931313305,0.04017700846585123,0.014703668425427472,0.0007934044686080817,0.0005051532048332031,0.013967343414992632,0.0007884100160179229,0.000502299231924541,0.013171798466703055,0.0007284765849360175,0.00047589998251941593,0.04141606467745523,0.03904742278061197
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,fb_consistent,sequence,0.5,440197.07526540756,429377.45220947266,399783.6999964714,40413.37526893616,29593.75221300125,73977.5062327385,70007.12748193741,2021782,1179396,840898,1488,20992,1105,701,19903,1096,696,18763,1015,661,1029,1032,0.21772726993583263,0.21237574189970662,0.1977382823649985,0.019988987570834144,0.09180745974872687,0.583344791871725,0.4159192237343096,0.0007359843939653237,0.0342661627383306,0.03519303436683314,0.010382919622392524,0.0005465475506261308,0.0003467238307592015,0.00984428588245419,0.0005420960321142438,0.0003442507649192643,0.0092804268709485,0.0005020323655072604,0.00032693930403970356,0.03659024871758602,0.034626447105542246
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,fb_inconsistent_occlusion_like,sequence,0.5,1216.7793946266174,1381.9498448371887,1071.1641354560852,145.61525917053223,310.7857093811035,486.10974311828613,456.40096855163574,6327,2048,4279,0,104,7,7,104,9,8,77,6,6,152,1032,0.19231537768715307,0.21842102810766378,0.16930047976230206,0.023014897924851008,0.11967268661318514,0.3236921131657974,0.6763078868342026,0.0,0.07110120076686144,0.07263045323232145,0.01643749012170065,0.001106369527422159,0.001106369527422159,0.01643749012170065,0.001422475106685633,0.001264422317053896,0.01217006480164375,0.000948316737790422,0.000948316737790422,0.07683100096701219,0.07213544627021269
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,gt_disparity_2_to_4px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,gt_disparity_4_to_8px,sequence,0.5,88637.72183036804,85223.20722961426,78201.4383687973,10436.28346157074,7021.768860816956,18791.622584342957,17458.052322387695,533289,315836,216948,505,1413,0,0,1403,0,0,1297,0,0,579,1032,0.166209544600335,0.15980679749556856,0.14663988638205044,0.019569658218284547,0.11774088103870002,0.5922417300938141,0.40681131619065836,0.0009469537155276033,0.03304336257288827,0.03236613778793515,0.002649595247604957,0.0,0.0,0.0026308436888816383,0.0,0.0,0.002432077166414458,0.0,0.0,0.03523722143967522,0.032736569331802634
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,gt_disparity_ge_8px,sequence,0.5,352776.13282966614,345536.1948246956,322653.4257631302,30122.70706653595,22882.7690615654,55671.993391513824,53005.47612810135,1494820,865608,628229,983,19683,1112,708,18604,1105,704,17543,1021,667,1029,1032,0.23599907201513637,0.2311557209728901,0.21584767782283498,0.020151394192301386,0.08538759928263162,0.5790717276996561,0.42027066804029917,0.0006576042600446876,0.034799478593700556,0.03642424826228238,0.013167471668829691,0.0007439022758593007,0.0004736356216802023,0.012445645629574129,0.0007392194377918411,0.0004709597142130825,0.011735861173920606,0.0006830253809823256,0.0004462075701422245,0.03724327570644882,0.0354594373423565
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,motion_high_ge_1px,sequence,0.5,257103.56322717667,257308.4509153366,236603.26038217545,20500.30284500122,20705.190533161163,43888.844207286835,41205.493378162384,1107019,563108,543053,858,13931,535,227,13175,507,221,12356,466,206,652,1032,0.2322485551080665,0.2324336356605773,0.2137300808587526,0.018518474249313882,0.07973558432127656,0.5086705828897246,0.4905543626622488,0.0007750544480266373,0.03640563239201223,0.03812738449683763,0.012584246521514084,0.00048327987143852093,0.0002050551977879332,0.011901331413462642,0.0004579867192884675,0.00019963523661292173,0.01116150671307358,0.00042095031792588924,0.0001860853336753931,0.03964597193660347,0.03722202905113858
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,motion_low_lt_1px,sequence,0.5,184310.2914328575,173450.95113897324,164251.60374975204,20058.68768310547,9199.347389221191,30574.771768569946,29258.03507232666,921090,618336,302124,630,7165,577,481,6832,598,483,6484,555,461,707,1032,0.20010019806192392,0.18831053549487373,0.1783230778205735,0.021777120241350423,0.1088310778913431,0.6713089926065857,0.3280070351431456,0.0006839722502687034,0.032439786270095014,0.030448912993410623,0.007778827259008349,0.0006264317276270505,0.0005222073847289625,0.007417299069580606,0.0006492308026360073,0.000524378725206006,0.007039485826575036,0.000602546982379572,0.0005004939799585274,0.03319411975873145,0.031764577915650655
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,non_boundary,sequence,0.5,82370.38545894623,78936.30230617523,72785.13497495651,9585.250483989716,6151.1673312187195,16416.72344684601,15736.417815208435,626554,372102,253959,493,488,0,0,431,0,0,379,0,0,168,1032,0.13146574031758831,0.12598483499614596,0.116167377392781,0.01529836292480731,0.11636767790490736,0.593886560456082,0.4053265959518254,0.0007868435920926209,0.02575973922201363,0.024221103923147906,0.0007788634339578073,0.0,0.0,0.0006878896312209323,0.0,0.0,0.0006048959866188708,0.0,0.0,0.026201609832266666,0.02511582052817225
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,raw_error_high_gt_3px,sequence,0.5,7787.420987129211,7530.353547096252,7291.062349319458,496.3586378097534,239.29119777679443,735.6498394012451,735.6498355865479,1112,653,459,0,1112,1112,708,1104,1021,678,1104,1021,667,257,1032,7.003076427274471,6.7719006718491475,6.5567107457908795,0.44636568148359146,0.06373851351174138,0.5872302158273381,0.41276978417266186,0.0,0.7601204254360695,0.5213315855703582,1.0,1.0,0.6366906474820144,0.9928057553956835,0.9181654676258992,0.6097122302158273,0.9928057553956835,0.9181654676258992,0.5998201438848921,0.6615556109723427,0.6615556075418596
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,raw_error_low_le_1px,sequence,0.5,402169.52810144424,393099.4521865845,364063.00826597214,38106.51983547211,29036.443920612335,71137.88262605667,67142.96375608444,2007013,1166417,839108,1488,0,0,0,1167,25,15,0,0,0,1029,1032,0.20038212413245168,0.19586293271971056,0.18139544101905275,0.018986683113398933,0.09475237971251778,0.5811706252027267,0.4180879745173549,0.0007414002799184659,0.032669722608185674,0.0346039412335627,0.0,0.0,0.0,0.0005814611066296033,1.245632190723229e-05,7.473793144339374e-06,0.0,0.0,0.0,0.03544465463156276,0.03345417481405673
unseen,Fast-FoundationStereo,dataset_2_keyframe_2,raw_error_mid_1_to_3px,sequence,0.5,31456.905571460724,30129.59632062912,29500.793516635895,1956.112054824829,628.8028039932251,2590.0835103988647,2584.914858818054,19984,14374,5610,0,19984,0,0,17736,59,11,17736,0,0,529,1032,1.5741045622228145,1.5076859648032985,1.4762206523536776,0.09788390986913686,0.062183867716458216,0.719275420336269,0.280724579663731,0.0,0.1360868272453617,0.11208606131786544,1.0,0.0,0.0,0.8875100080064051,0.0029523618895116095,0.0005504403522818255,0.8875100080064051,0.0,0.0,0.12960786180939074,0.12934922231875773
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,all,sequence,0.5,1223912.7840890884,1230728.3712730408,1096509.5105071068,127403.27358198166,134218.860765934,283454.27624607086,261622.13434791565,4673151,2299393,2373653,105,130327,3450,13,133142,3484,9,114764,2703,2,1101,1101,0.2619031107895055,0.26336156723226806,0.2346402909957557,0.02726281979374981,0.10409505909099814,0.49204337715601315,0.5079341540643562,2.2468779630703138e-05,0.055407350366806225,0.05654527463194241,0.02788846326600617,0.0007382599021516746,2.7818489066584838e-06,0.02849084054848645,0.0007455355069844737,1.925895396917412e-06,0.024558162147981094,0.0005784105842075294,4.2797675487053597e-07,0.06065592065098493,0.05598409603026216
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,boundary,sequence,0.5,950867.8468513489,953163.6270418167,863114.248737812,87753.59811353683,90049.37830400467,190084.76512908936,177802.9764175415,2842161,1408504,1433576,81,127425,3450,13,130104,3484,9,112629,2703,2,1101,1101,0.33455805172590464,0.3353658103963205,0.30368239122900215,0.03087566049690249,0.09228790141986533,0.4955750219639211,0.5043964785949846,2.8499441094294095e-05,0.062302697126551884,0.06281451301082375,0.04483384298074599,0.0012138650836458595,4.573984373158312e-06,0.04577643560656838,0.0012258278120064275,3.1666045660326774e-06,0.039627945074188264,0.0009510369046651474,7.036899035628171e-07,0.06688036502122482,0.06255907966422082
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,fb_consistent,sequence,0.5,1183507.7945785522,1191705.0793938637,1061543.561849594,121964.23272895813,130161.51754426956,273262.3694357872,252125.7502732277,4587556,2249827,2337625,104,119085,3071,9,121616,3163,7,104598,2454,0,1101,1101,0.2579822011063303,0.2597690533682561,0.23139631687320963,0.026585884233120666,0.10305317234719999,0.4904195174947183,0.509557812482289,2.267002299263486e-05,0.05421049384195235,0.05568109407807906,0.025958266231518482,0.0006694196212536697,1.9618289128241705e-06,0.026509976118002702,0.000689473872362539,1.525866932196577e-06,0.02280037562484251,0.0005349253502300571,0.0,0.05956600190510747,0.05495862072816717
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,fb_inconsistent_occlusion_like,sequence,0.5,40404.989510536194,39023.29187917709,34965.948657512665,5439.040853023529,4057.3432216644287,10191.90681028366,9496.384074687958,85595,49566,36028,1,11242,379,4,11526,321,2,10166,249,2,421,1101,0.4720484784220596,0.4559062080632875,0.4085045698640419,0.06354390855801773,0.13461309899870702,0.5790758806005024,0.4209124364740931,1.1682925404521292e-05,0.10973330212289734,0.11261638785567972,0.13133944739762837,0.00442782872831357,4.673170161808517e-05,0.1346573982125124,0.003750219054851335,2.3365850809042584e-05,0.11876861966236346,0.002909048425725802,2.3365850809042584e-05,0.11907128699437655,0.11094554675726337
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,gt_disparity_2_to_4px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,gt_disparity_4_to_8px,sequence,0.5,210259.05619049072,210657.17167425156,179768.09140443802,30490.964786052704,30889.080269813538,68447.30373716354,61380.04505586624,911879,459880,451977,22,24898,9,0,24367,13,0,20858,5,0,619,1101,0.2305778027462972,0.23101439080651223,0.19714029098645547,0.03343751175984172,0.14501617832065444,0.5043212970141872,0.4956545769778666,2.412600794622971e-05,0.06630200223113139,0.06834215075062125,0.027304061174783057,9.869730523457608e-06,0.0,0.026721747073899058,1.4256277422772101e-05,0.0,0.02287364880647542,5.483183624143116e-06,0.0,0.075061826993673,0.06731161157989847
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,gt_disparity_ge_8px,sequence,0.5,1013653.7278985977,1020071.1995987892,916741.4191026688,96912.30879592896,103329.78049612045,215006.97250890732,200242.0892920494,3761272,1839513,1921676,83,105429,3441,13,108775,3471,9,93906,2698,2,1101,1101,0.2694975869595705,0.2712037841450417,0.24373175327460198,0.025765833684968514,0.09560691795297542,0.4890667306166637,0.5109112023804713,2.2067002864988226e-05,0.052683677036220435,0.05377065670597981,0.0280301451211186,0.0009148500826316203,3.456277557166831e-06,0.028919737790832463,0.0009228261077635438,2.3928075395770367e-06,0.0249665538679468,0.0007173105268643161,5.317350087948971e-07,0.05716336720899401,0.05323786455540823
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,motion_high_ge_1px,sequence,0.5,397540.54888677597,394228.8213262558,348237.1176805496,49303.43120622635,45991.70364570618,103884.30445718765,95295.13485193253,1368797,692419,676363,15,49687,1669,9,48855,1641,4,41269,1274,2,668,1101,0.2904306108844306,0.2880111669781975,0.25441107606208196,0.03601953482234865,0.12402113782930994,0.5058595248236225,0.49412951664856075,1.0958527816761725e-05,0.07120461917744364,0.06799855055008358,0.03629975810876266,0.0012193188617450213,6.575116690057035e-06,0.03569192509919294,0.0011988629431537328,2.9222740844697937e-06,0.030149832297995977,0.0009307442959036292,1.4611370422348968e-06,0.07589460267460234,0.06961962573846416
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,motion_low_lt_1px,sequence,0.5,826372.2352023125,836499.549946785,748272.3928265572,78099.84237575531,88227.15712022781,179569.9717888832,166326.99949598312,3304354,1606974,1697290,90,80640,1781,4,84287,1843,5,73495,1429,0,912,1101,0.25008586707184294,0.2531507065970489,0.22645043261907083,0.02363543445277211,0.0945092768716206,0.4863201702965239,0.5136525929122606,2.7236791215469046e-05,0.04860056377748197,0.05198119185302913,0.024404164929060265,0.0005389858350527819,1.2105240540208464e-06,0.025507860235313772,0.000557748957890105,1.513155067526058e-06,0.022241866337565527,0.0004324597182989474,0.0,0.05434344255757198,0.05033570843075019
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,non_boundary,sequence,0.5,273044.93723773956,277564.74423122406,233395.26176929474,39649.675468444824,44169.48246192932,93369.5111169815,83819.15793037415,1830990,890889,940077,24,2902,0,0,3038,0,0,2135,0,0,1062,1101,0.1491242099835278,0.1515927144502286,0.1274694355344894,0.021654774449038405,0.14521300365266232,0.48656136844002423,0.5134255238969082,1.3107663067520849e-05,0.04450574142058643,0.0469849623615186,0.001584934925914396,0.0,0.0,0.001659211683297014,0.0,0.0,0.0011660358603815422,0.0,0.0,0.05099400385418899,0.0457780533647776
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,raw_error_high_gt_3px,sequence,0.5,11776.504886627197,11436.199522018433,11170.356405258179,606.1484813690186,265.8431167602539,871.9915981292725,871.9915981292725,3450,1925,1525,0,3450,3450,13,3450,2703,9,3450,2703,2,214,1101,3.4134796772832456,3.314840441164763,3.2377844652922256,0.17569521199102,0.05147099985984216,0.5579710144927537,0.4420289855072464,0.0,0.31488232798390575,0.17432335525262552,1.0,1.0,0.0037681159420289855,1.0,0.7834782608695652,0.0026086956521739132,1.0,0.7834782608695652,0.0005797101449275362,0.2527511878635572,0.2527511878635572
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,raw_error_low_le_1px,sequence,0.5,1027623.2154607773,1036922.5090694427,909895.3018445969,117727.91361618042,127027.20722484589,266546.1018371582,244755.1208410263,4542824,2231163,2311556,105,0,0,0,18378,2,0,0,0,0,1101,1101,0.2262080185058407,0.22825504775651506,0.20029287990126776,0.02591513860457295,0.11456330671100336,0.49114009259438624,0.5088367940294407,2.3113376173058873e-05,0.05276526798632839,0.05495311695881298,0.0,0.0,0.0,0.004045501212461676,4.402547842487404e-07,0.0,0.0,0.0,0.0,0.05867409827833044,0.053877306459820216
unseen,Fast-FoundationStereo,dataset_2_keyframe_3,raw_error_mid_1_to_3px,sequence,0.5,184513.06374168396,182369.6626815796,175443.85225725174,9069.21148443222,6925.81042432785,16036.182810783386,15995.02190876007,126877,66305,60572,0,126877,0,0,111314,779,0,111314,0,0,1038,1101,1.4542672331603361,1.4373736980034173,1.3827868901160316,0.0714803430443045,0.04915213752631092,0.5225927473064464,0.4774072526935536,0.0,0.13678020487794618,0.11434013115511871,1.0,0.0,0.0,0.8773378941809784,0.006139804692733908,0.0,0.8773378941809784,0.0,0.0,0.12639156672039367,0.1260671509316903
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,all,sequence,0.5,3822702.413125992,3878794.5032377243,3565591.888701439,257110.52442455292,313202.6145362854,584491.7720832825,570313.1389608383,11119198,5578495,5536034,4669,165857,23702,6281,207909,23128,6331,142856,21924,5918,1860,2113,0.34379299776170835,0.3488376142989561,0.3206698800310453,0.023123117730663056,0.06725883854880103,0.5016994031404064,0.49788069247440325,0.0004199043851903707,0.04608958588733214,0.05657526932390325,0.014916273637720993,0.0021316285581028417,0.0005648788698609378,0.01869820107529338,0.002080006129938508,0.0005693755970529529,0.012847689194850204,0.0019717249391547845,0.0005322326304469081,0.05256600090071986,0.05129085199857385
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,boundary,sequence,0.5,1904334.9239373207,1937293.8804426193,1766333.6752939224,138001.24864339828,170960.2051486969,318962.1314997673,308961.4537920952,4810785,2319209,2490408,1168,155862,23639,6227,181439,23063,6277,133821,21862,5864,1860,2113,0.3958470237055534,0.4026980795114767,0.3671612169934683,0.028685806712085093,0.07246690007557749,0.48208535613210735,0.5176718560484411,0.00024278781945150324,0.059503584473584864,0.0686474686672613,0.0323984547220464,0.00491375108220384,0.0012943833490792044,0.037715050662210016,0.004794020102748304,0.001304776663268053,0.027816873961318163,0.0045443726959321605,0.0012189278880681636,0.06630147294043848,0.06422266923009347
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,fb_consistent,sequence,0.5,3808563.4104471207,3863808.092400074,3552445.5396323204,256117.87081480026,311362.5527677536,581542.6442093849,567480.4235825539,11082044,5564735,5512657,4652,164698,23468,6232,206786,22910,6286,142047,21739,5874,1860,2113,0.343669760781235,0.34865482327989983,0.3205586929299613,0.023111067851273703,0.06724789460305525,0.5021397677179409,0.4974404541256108,0.00041977815644839525,0.046025169359331625,0.05648139413857122,0.014861698798524893,0.0021176598829602193,0.0005623511330581254,0.018659554140012437,0.002067308160841087,0.0005672238803599769,0.012817761777520465,0.001961641733239825,0.0005300466231680726,0.05247611760153496,0.05120719820121215
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,fb_inconsistent_occlusion_like,sequence,0.5,14139.002678871155,14986.410837650299,13146.3490691185,992.653609752655,1840.0617685317993,2949.1278738975525,2832.7153782844543,37154,13760,23377,17,1159,234,49,1123,218,45,809,185,44,323,2113,0.38055129135143334,0.4033592839976934,0.353834017040386,0.026717274311047368,0.07020676297317927,0.370350433331539,0.629192011627281,0.0004575550411799537,0.07214052396458248,0.0787124852860418,0.031194487807503904,0.006298110566829951,0.0013188351186951607,0.030225547720299294,0.005867470528072348,0.0012111751090057598,0.021774236959681326,0.004979275448134791,0.0011842601065834095,0.07937578386977318,0.07624254126835481
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,gt_disparity_2_to_4px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,gt_disparity_4_to_8px,sequence,0.5,140668.14292144775,141411.9667072296,128853.3186378479,11814.824283599854,12558.648069381714,24524.85880947113,24373.472352981567,736654,402971,333595,88,184,0,0,134,0,0,129,0,0,473,2113,0.1909555136080816,0.19196524651631514,0.17491701482357783,0.01603849878450378,0.08399076036851863,0.5470288629397247,0.45285167799265325,0.00011945906762197721,0.029319291670119818,0.037646391790589526,0.000249778050482316,0.0,0.0,0.0001819035802425562,0.0,0.0,0.00017511613321858022,0.0,0.0,0.03329223598795517,0.0330867304772411
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,gt_disparity_ge_8px,sequence,0.5,3682034.270204544,3737382.5365304947,3436738.570063591,245295.70014095306,300643.9664669037,559966.9132738113,545939.6666078568,10382544,5175524,5202439,4581,165673,23702,6281,207775,23128,6331,142727,21924,5918,1860,2113,0.3546370013172633,0.35996789770700655,0.3310112213407033,0.023625779976559957,0.06661961354513034,0.49848322337954937,0.5010755552781669,0.00044122134228374084,0.04739533622894089,0.05778904211407451,0.015956879161793103,0.0022828701713183204,0.000604957705934114,0.020011954680856637,0.002227585069709312,0.0006097734813355956,0.013746823514545183,0.002111621198041636,0.0005699951765193578,0.053933497731751615,0.052582456342863244
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,motion_high_ge_1px,sequence,0.5,2050560.6008996964,2094971.030158043,1900646.8111624718,149913.78973722458,194324.21899557114,354779.8164110184,344238.0087327957,5356081,2430747,2923642,1692,108427,17253,4905,127233,17009,5057,89456,15960,4679,1241,2113,0.38284719758713437,0.3911387878857775,0.35485774228628575,0.02798945530084862,0.07310868533777981,0.45382939503715497,0.5458547023467345,0.000315902616110548,0.06167395855563108,0.0664664890556269,0.020243719241736634,0.0032211984844889388,0.0009157815201077057,0.023754868531674557,0.003175642788075834,0.0009441604785289841,0.01670176384561772,0.002979790634234247,0.0008735864898234362,0.06623869512261267,0.06427050090034032
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,motion_low_lt_1px,sequence,0.5,1772141.8122262955,1783823.4730796814,1664945.0775389671,107196.73468732834,118878.39554071426,229711.9556722641,226075.1302280426,5763117,3147748,2612392,2977,57430,6449,1376,80676,6119,1274,53400,5964,1239,1292,2113,0.307497108288153,0.309524077522577,0.2888966296431197,0.018600478645033336,0.06048993029099636,0.5461884601683429,0.4532949790885731,0.0005165607430839943,0.03405505608686856,0.045505573260335455,0.00996509354226194,0.001119012506600161,0.0002387596850801398,0.013998674675527149,0.001061751826312046,0.00022106092935472247,0.00926581917389496,0.0010348566582979316,0.00021498782689992238,0.03985897833971861,0.039227926524490586
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,non_boundary,sequence,0.5,1918367.489188671,1941500.622795105,1799258.2134075165,119109.27578115463,142242.4093875885,265529.64058351517,261351.68516874313,6308413,3259286,3045626,3501,9995,63,54,26470,65,54,9035,62,54,1818,2113,0.30409668631217884,0.3077637153425283,0.2852156657161661,0.018881020596012765,0.06208887319682903,0.5166570419533407,0.4827879848703628,0.000554973176296479,0.03654459160109135,0.04670383342786951,0.001584392144268297,9.986663840810676e-06,8.559997577837723e-06,0.004195983997877121,1.0303700788137999e-05,8.559997577837723e-06,0.0014322144095511818,9.828145367147015e-06,8.559997577837723e-06,0.04209135333775946,0.041429070222374964
unseen,Fast-FoundationStereo,dataset_2_keyframe_4,raw_error_high_gt_3px,sequence,0.5,105120.71549320221,103342.9418334961,101724.68131160736,3396.0341815948486,1618.260521888733,5086.989089012146,5014.2947034835815,23702,12155,11547,0,23702,23702,6281,23631,21924,6274,23631,21924,5918,434,2113,4.435098957607046,4.360093740338203,4.291818467285772,0.1432804903212741,0.03230604135123537,0.5128259218631339,0.4871740781368661,0.0,0.279394009180983,0.14014553753258274,1.0,1.0,0.26499873428402665,0.9970044721964392,0.9249852333136445,0.26470340055691505,0.9970044721964392,0.9249852333136445,0.2496835710066661,0.21462277820488337,0.21155576337370607
