phase,sequence,backbone,reset_mean,fusion_mean,product_mean,product_p95
test,dataset_7_keyframe_1,S2M2-S,0.7066056728363037,0.35864272713661194,0.31121793389320374,0.9412806630134583
test,dataset_7_keyframe_1,S2M2-S,0.6888371706008911,0.3537144064903259,0.3009580075740814,0.8336293697357178
test,dataset_7_keyframe_1,S2M2-S,0.7114837169647217,0.33798637986183167,0.2987234890460968,0.934848427772522
test,dataset_7_keyframe_1,S2M2-S,0.7018054723739624,0.36766517162323,0.3175714313983917,0.8798028230667114
test,dataset_7_keyframe_1,S2M2-S,0.6575668454170227,0.3467329442501068,0.28541386127471924,0.9423210620880127
test,dataset_7_keyframe_1,S2M2-S,0.699709951877594,0.38245463371276855,0.3226710557937622,0.899858295917511
test,dataset_7_keyframe_1,S2M2-S,0.7015689015388489,0.36396798491477966,0.30633294582366943,0.8773741722106934
test,dataset_7_keyframe_1,S2M2-S,0.6818469762802124,0.35346511006355286,0.2912081480026245,0.8285359740257263
test,dataset_7_keyframe_1,S2M2-S,0.7320118546485901,0.3083370327949524,0.27204659581184387,0.8846627473831177
test,dataset_7_keyframe_1,S2M2-S,0.7366256713867188,0.47512346506118774,0.40951070189476013,0.9962364435195923
test,dataset_7_keyframe_1,S2M2-S,0.7898821234703064,0.35701265931129456,0.3242548406124115,0.9440450668334961
test,dataset_7_keyframe_1,S2M2-S,0.721251904964447,0.4129183292388916,0.3426145017147064,0.966772735118866
test,dataset_7_keyframe_1,S2M2-S,0.7769677639007568,0.41191667318344116,0.36802852153778076,0.9991165399551392
test,dataset_7_keyframe_1,S2M2-S,0.7440307140350342,0.2521326243877411,0.21786059439182281,0.6917635798454285
test,dataset_7_keyframe_1,S2M2-S,0.808343231678009,0.3376635015010834,0.3021875321865082,0.9662853479385376
test,dataset_7_keyframe_1,S2M2-S,0.7908286452293396,0.4652217924594879,0.411329060792923,0.9466260671615601
test,dataset_7_keyframe_1,S2M2-S,0.7958061099052429,0.41287142038345337,0.37377357482910156,0.912733256816864
test,dataset_7_keyframe_1,S2M2-S,0.7798675894737244,0.4149317443370819,0.3749020993709564,0.9826276898384094
test,dataset_7_keyframe_1,S2M2-S,0.8306917548179626,0.3946521282196045,0.3568000793457031,0.9141740798950195
test,dataset_7_keyframe_1,S2M2-S,0.8664540648460388,0.48192301392555237,0.4526210427284241,0.9389852285385132
test,dataset_7_keyframe_1,S2M2-S,0.8623257875442505,0.5470898151397705,0.5089409351348877,0.9935294389724731
test,dataset_7_keyframe_1,S2M2-S,0.8007698059082031,0.42701011896133423,0.3806926906108856,0.8867554068565369
test,dataset_7_keyframe_1,S2M2-S,0.8260960578918457,0.44466450810432434,0.4107051193714142,0.9514074325561523
test,dataset_7_keyframe_1,S2M2-S,0.8237965106964111,0.4574199914932251,0.4166109263896942,0.9783124327659607
test,dataset_7_keyframe_1,S2M2-S,0.8349661827087402,0.48917198181152344,0.452036589384079,0.9451862573623657
test,dataset_7_keyframe_1,S2M2-S,0.807406485080719,0.48816734552383423,0.4452837407588959,0.9616064429283142
test,dataset_7_keyframe_1,S2M2-S,0.8308953046798706,0.49200135469436646,0.455381840467453,0.9585767388343811
test,dataset_7_keyframe_1,S2M2-S,0.8903844952583313,0.5436005592346191,0.5176038146018982,0.9898787140846252
test,dataset_7_keyframe_1,S2M2-S,0.8368868231773376,0.5027891397476196,0.46428611874580383,0.971954345703125
test,dataset_7_keyframe_1,S2M2-S,0.8547208905220032,0.4982476234436035,0.463686466217041,0.9652214050292969
test,dataset_7_keyframe_1,S2M2-S,0.7952917218208313,0.42384016513824463,0.3773949146270752,0.7647382616996765
test,dataset_7_keyframe_1,S2M2-S,0.8317814469337463,0.49873825907707214,0.4669944941997528,0.9310536980628967
test,dataset_7_keyframe_1,S2M2-S,0.7943738698959351,0.5172267556190491,0.47484537959098816,0.9746049046516418
test,dataset_7_keyframe_1,S2M2-S,0.8361629843711853,0.498608261346817,0.4577711522579193,0.9663106203079224
test,dataset_7_keyframe_1,S2M2-S,0.8338744044303894,0.4835536777973175,0.4424799680709839,0.9478207230567932
test,dataset_7_keyframe_1,S2M2-S,0.8629707098007202,0.5288982391357422,0.4967493712902069,0.9795213341712952
test,dataset_7_keyframe_1,S2M2-S,0.8303585052490234,0.4876120090484619,0.4527040421962738,0.9757866859436035
test,dataset_7_keyframe_1,S2M2-S,0.8555861711502075,0.5030964612960815,0.4668593406677246,0.876350998878479
test,dataset_7_keyframe_1,S2M2-S,0.8131734132766724,0.46297487616539,0.42593884468078613,0.8886678218841553
test,dataset_7_keyframe_1,S2M2-S,0.8283185362815857,0.48404228687286377,0.4447396993637085,0.8949233889579773
test,dataset_7_keyframe_1,S2M2-S,0.8319693207740784,0.5007001161575317,0.45920348167419434,0.9096314311027527
test,dataset_7_keyframe_1,S2M2-S,0.8403249979019165,0.5231342911720276,0.49140164256095886,0.948093831539154
test,dataset_7_keyframe_1,S2M2-S,0.8536474108695984,0.5177439451217651,0.4905947744846344,0.900969922542572
test,dataset_7_keyframe_1,S2M2-S,0.8135047554969788,0.5078595876693726,0.4671352207660675,0.9602953791618347
test,dataset_7_keyframe_1,S2M2-S,0.85113924741745,0.5333746671676636,0.4949760437011719,0.96513432264328
test,dataset_7_keyframe_1,S2M2-S,0.7715702652931213,0.4276503622531891,0.38376376032829285,0.7929525375366211
test,dataset_7_keyframe_1,S2M2-S,0.7538439035415649,0.3888612687587738,0.3428860604763031,0.7128444314002991
test,dataset_7_keyframe_1,S2M2-S,0.844976544380188,0.5318936705589294,0.4871184527873993,0.9742809534072876
test,dataset_7_keyframe_1,S2M2-S,0.7752636075019836,0.4606700539588928,0.40131455659866333,0.9387514591217041
test,dataset_7_keyframe_1,S2M2-S,0.7389124035835266,0.3841075003147125,0.33850976824760437,0.7289451360702515
test,dataset_7_keyframe_1,S2M2-S,0.8319352865219116,0.5087478160858154,0.4745863378047943,0.9922908544540405
test,dataset_7_keyframe_1,S2M2-S,0.8031788468360901,0.4061727523803711,0.37613627314567566,0.8895978927612305
test,dataset_7_keyframe_1,S2M2-S,0.8025447130203247,0.48517051339149475,0.44715481996536255,0.973544716835022
test,dataset_7_keyframe_1,S2M2-S,0.7527339458465576,0.45373860001564026,0.4080633521080017,0.9868239164352417
test,dataset_7_keyframe_1,S2M2-S,0.727687418460846,0.4477066099643707,0.3863624632358551,0.9103289842605591
test,dataset_7_keyframe_1,S2M2-S,0.7696312069892883,0.4346960783004761,0.393573135137558,0.9401296973228455
test,dataset_7_keyframe_1,S2M2-S,0.824148952960968,0.5309159755706787,0.4831468462944031,0.9997950792312622
test,dataset_7_keyframe_1,S2M2-S,0.7883872985839844,0.46148350834846497,0.4095447361469269,0.8576688170433044
test,dataset_7_keyframe_1,S2M2-S,0.7359586358070374,0.4499291181564331,0.3929341435432434,0.9643005728721619
test,dataset_7_keyframe_1,S2M2-S,0.7539074420928955,0.4450683891773224,0.39313673973083496,0.9289233088493347
test,dataset_7_keyframe_1,S2M2-S,0.7512377500534058,0.49998828768730164,0.44864919781684875,0.9965327978134155
test,dataset_7_keyframe_1,S2M2-S,0.7398905754089355,0.44899097084999084,0.3775317072868347,0.9289575815200806
test,dataset_7_keyframe_1,S2M2-S,0.6833226084709167,0.40162959694862366,0.3313956558704376,0.8965000510215759
test,dataset_7_keyframe_1,S2M2-S,0.78603595495224,0.4657441973686218,0.42718565464019775,0.9664016962051392
test,dataset_7_keyframe_1,S2M2-S,0.7007236480712891,0.3999110758304596,0.3417699933052063,0.9121131300926208
test,dataset_7_keyframe_1,S2M2-S,0.756931722164154,0.4596896171569824,0.40575259923934937,0.9792394042015076
test,dataset_7_keyframe_1,S2M2-S,0.7195607423782349,0.41992083191871643,0.3652958571910858,0.9529052376747131
test,dataset_7_keyframe_1,S2M2-S,0.7635793685913086,0.46982336044311523,0.4178098440170288,0.980892539024353
test,dataset_7_keyframe_1,S2M2-S,0.7613680362701416,0.4257500171661377,0.37279701232910156,0.9230894446372986
test,dataset_7_keyframe_1,S2M2-S,0.7524215579032898,0.5054072737693787,0.4415963292121887,0.9969213008880615
test,dataset_7_keyframe_1,S2M2-S,0.7667649984359741,0.5159266591072083,0.4629862904548645,0.9978609681129456
test,dataset_7_keyframe_1,S2M2-S,0.771199643611908,0.5160403251647949,0.4598871171474457,0.9972577691078186
test,dataset_7_keyframe_1,S2M2-S,0.747122049331665,0.4606732130050659,0.4030309319496155,0.9923804998397827
test,dataset_7_keyframe_1,S2M2-S,0.7313392162322998,0.43987172842025757,0.37968629598617554,0.956301212310791
test,dataset_7_keyframe_1,S2M2-S,0.7529228329658508,0.4652569591999054,0.41011473536491394,0.9835466742515564
test,dataset_7_keyframe_1,S2M2-S,0.8040278553962708,0.5112913250923157,0.4739726483821869,0.9983021020889282
test,dataset_7_keyframe_1,S2M2-S,0.8458195328712463,0.5291481018066406,0.5050366520881653,0.9998634457588196
test,dataset_7_keyframe_1,S2M2-S,0.7654713988304138,0.4702022671699524,0.4100390672683716,0.9490403532981873
test,dataset_7_keyframe_1,S2M2-S,0.7809194326400757,0.4852343499660492,0.44003528356552124,0.9980384111404419
test,dataset_7_keyframe_1,S2M2-S,0.8753402829170227,0.4955989122390747,0.46914541721343994,0.999819815158844
test,dataset_7_keyframe_1,S2M2-S,0.9093687534332275,0.5629008412361145,0.5486942529678345,0.9999924898147583
test,dataset_7_keyframe_1,S2M2-S,0.8600445985794067,0.48048165440559387,0.4545151889324188,0.9538408517837524
test,dataset_7_keyframe_1,S2M2-S,0.8971093893051147,0.5375781059265137,0.5211609601974487,0.9999354481697083
test,dataset_7_keyframe_1,S2M2-S,0.924961507320404,0.5896592140197754,0.5811044573783875,0.9999954700469971
test,dataset_7_keyframe_1,S2M2-S,0.923821210861206,0.576169490814209,0.5692384243011475,0.9999960660934448
test,dataset_7_keyframe_1,S2M2-S,0.8841624855995178,0.5283432602882385,0.49724456667900085,0.9812474846839905
test,dataset_7_keyframe_1,S2M2-S,0.903444230556488,0.5140897035598755,0.501000702381134,0.9993773698806763
test,dataset_7_keyframe_1,S2M2-S,0.919071614742279,0.5126906633377075,0.5022956728935242,0.9999827146530151
test,dataset_7_keyframe_1,S2M2-S,0.9270026683807373,0.5492458939552307,0.541637122631073,0.9999879598617554
test,dataset_7_keyframe_1,S2M2-S,0.8806121349334717,0.48778432607650757,0.464028924703598,0.9589716196060181
test,dataset_7_keyframe_1,S2M2-S,0.9070060849189758,0.5041561722755432,0.49152931571006775,0.999806821346283
test,dataset_7_keyframe_1,S2M2-S,0.9326094388961792,0.5630871653556824,0.5597231388092041,0.9999935626983643
test,dataset_7_keyframe_1,S2M2-S,0.9088095426559448,0.5565882325172424,0.5495326519012451,0.9999473094940186
test,dataset_7_keyframe_1,S2M2-S,0.9128674268722534,0.5114341974258423,0.49789389967918396,0.9928402900695801
test,dataset_7_keyframe_1,S2M2-S,0.9131240248680115,0.5122295618057251,0.5011748671531677,0.944020688533783
test,dataset_7_keyframe_1,S2M2-S,0.9101507067680359,0.5214759111404419,0.5166558027267456,0.9964289665222168
test,dataset_7_keyframe_1,S2M2-S,0.9147791266441345,0.5531163811683655,0.5480341911315918,0.9997820258140564
test,dataset_7_keyframe_1,S2M2-S,0.9047936201095581,0.49713456630706787,0.48369747400283813,0.872248113155365
test,dataset_7_keyframe_1,S2M2-S,0.9185418486595154,0.5085899829864502,0.501089870929718,0.955937385559082
test,dataset_7_keyframe_1,S2M2-S,0.9493027329444885,0.550294041633606,0.5438115000724792,0.9973029494285583
test,dataset_7_keyframe_1,S2M2-S,0.9087987542152405,0.5521034598350525,0.5465072989463806,0.9990394711494446
test,dataset_7_keyframe_1,S2M2-S,0.9335214495658875,0.5445106029510498,0.5324409008026123,0.9874452352523804
test,dataset_7_keyframe_1,S2M2-S,0.9477666616439819,0.5521982908248901,0.5453425049781799,0.9789671301841736
test,dataset_7_keyframe_1,S2M2-S,0.9364956021308899,0.5641310811042786,0.5561853647232056,0.9914942383766174
test,dataset_7_keyframe_1,S2M2-S,0.9131848812103271,0.5862671732902527,0.5783159136772156,0.9990007877349854
test,dataset_7_keyframe_1,S2M2-S,0.9395861625671387,0.5127734541893005,0.5067102909088135,0.8898470401763916
test,dataset_7_keyframe_1,S2M2-S,0.9330834150314331,0.5442522764205933,0.5377252101898193,0.9846592545509338
test,dataset_7_keyframe_1,S2M2-S,0.9181448221206665,0.5527428388595581,0.5481111407279968,0.9894990921020508
test,dataset_7_keyframe_1,S2M2-S,0.915916383266449,0.5878974199295044,0.5827068090438843,0.9988424777984619
test,dataset_7_keyframe_1,S2M2-S,0.9503186345100403,0.5248894095420837,0.5175305604934692,0.8610403537750244
test,dataset_7_keyframe_1,S2M2-S,0.9462547898292542,0.5451977849006653,0.5402294397354126,0.9227905869483948
test,dataset_7_keyframe_1,S2M2-S,0.9378608465194702,0.5754081010818481,0.5709539651870728,0.991459846496582
test,dataset_7_keyframe_1,S2M2-S,0.9361129403114319,0.5951887369155884,0.5921806693077087,0.9985710382461548
test,dataset_7_keyframe_1,S2M2-S,0.9455139636993408,0.5268939137458801,0.5222724080085754,0.8962967991828918
test,dataset_7_keyframe_1,S2M2-S,0.9459714293479919,0.562147319316864,0.5593526363372803,0.9912176728248596
test,dataset_7_keyframe_1,S2M2-S,0.9434599280357361,0.5681643486022949,0.5658032298088074,0.9942613244056702
test,dataset_7_keyframe_1,S2M2-S,0.9376286268234253,0.5797871947288513,0.5769926905632019,0.9991480112075806
test,dataset_7_keyframe_1,S2M2-S,0.9263535141944885,0.5107386708259583,0.4985228478908539,0.8347411155700684
test,dataset_7_keyframe_1,S2M2-S,0.9106093049049377,0.5317032933235168,0.5227317810058594,0.9830042123794556
test,dataset_7_keyframe_1,S2M2-S,0.9201382994651794,0.5676036477088928,0.556450366973877,0.9974927306175232
test,dataset_7_keyframe_1,S2M2-S,0.9268437027931213,0.5522054433822632,0.5463876724243164,0.999091625213623
test,dataset_7_keyframe_1,S2M2-S,0.9189411401748657,0.5397190451622009,0.5176856517791748,0.9507259726524353
test,dataset_7_keyframe_1,S2M2-S,0.9305055141448975,0.566311240196228,0.5584415197372437,0.9935173988342285
test,dataset_7_keyframe_1,S2M2-S,0.9265480041503906,0.5788509845733643,0.5678529739379883,0.9994655847549438
test,dataset_7_keyframe_1,S2M2-S,0.88593590259552,0.5002111792564392,0.49401357769966125,0.9999654293060303
test,dataset_7_keyframe_1,S2M2-S,0.9281957745552063,0.4999953508377075,0.4921555519104004,0.8408989310264587
test,dataset_7_keyframe_1,S2M2-S,0.9200490713119507,0.5059713125228882,0.5035285949707031,0.9444120526313782
test,dataset_7_keyframe_1,S2M2-S,0.92551189661026,0.509380042552948,0.5037462115287781,0.8381964564323425
test,dataset_7_keyframe_1,S2M2-S,0.899729311466217,0.5510919690132141,0.542515218257904,0.9991684556007385
test,dataset_7_keyframe_1,S2M2-S,0.9018162488937378,0.47138550877571106,0.45514237880706787,0.6981675028800964
test,dataset_7_keyframe_1,S2M2-S,0.9444428086280823,0.5480872988700867,0.5335561633110046,0.8200163245201111
test,dataset_7_keyframe_1,S2M2-S,0.9358239769935608,0.5538442730903625,0.5485672354698181,0.9449929594993591
test,dataset_7_keyframe_1,S2M2-S,0.9179501533508301,0.5434406995773315,0.5369364023208618,0.997657060623169
test,dataset_7_keyframe_1,S2M2-S,0.9380598664283752,0.4820306897163391,0.47653982043266296,0.6269654035568237
test,dataset_7_keyframe_1,S2M2-S,0.9012814164161682,0.48888546228408813,0.4817870259284973,0.9118816256523132
test,dataset_7_keyframe_1,S2M2-S,0.9377939105033875,0.5718250870704651,0.5658367872238159,0.9881858229637146
test,dataset_7_keyframe_1,S2M2-S,0.9242178201675415,0.49124619364738464,0.4883413016796112,0.927314043045044
test,dataset_7_keyframe_1,S2M2-S,0.9423123598098755,0.5109752416610718,0.4982699155807495,0.881095290184021
test,dataset_7_keyframe_1,S2M2-S,0.9256287813186646,0.4918632507324219,0.4825480282306671,0.6757140159606934
test,dataset_7_keyframe_1,S2M2-S,0.9287344813346863,0.49525249004364014,0.4941496253013611,0.8144843578338623
test,dataset_7_keyframe_1,S2M2-S,0.8836838006973267,0.4960486590862274,0.48597878217697144,0.8737294673919678
test,dataset_7_keyframe_1,S2M2-S,0.8651100993156433,0.400858074426651,0.38860395550727844,0.6078217029571533
test,dataset_7_keyframe_1,S2M2-S,0.8828356266021729,0.43306267261505127,0.41963544487953186,0.621281087398529
test,dataset_7_keyframe_1,S2M2-S,0.8789718747138977,0.423644483089447,0.4179396629333496,0.6232604384422302
test,dataset_7_keyframe_1,S2M2-S,0.8496825098991394,0.43275418877601624,0.42050209641456604,0.6452409625053406
test,dataset_7_keyframe_1,S2M2-S,0.8446102738380432,0.38799670338630676,0.37774303555488586,0.5883049964904785
test,dataset_7_keyframe_1,S2M2-S,0.8356591463088989,0.43229228258132935,0.41511964797973633,0.6000505089759827
test,dataset_7_keyframe_1,S2M2-S,0.8333582282066345,0.410868763923645,0.39688408374786377,0.5984521508216858
test,dataset_7_keyframe_1,S2M2-S,0.8114117383956909,0.4013586640357971,0.38544702529907227,0.5768177509307861
test,dataset_7_keyframe_1,S2M2-S,0.7952594757080078,0.39692264795303345,0.3736731708049774,0.5639687180519104
test,dataset_7_keyframe_1,S2M2-S,0.7813032865524292,0.3812520205974579,0.35881951451301575,0.6110501885414124
test,dataset_7_keyframe_1,S2M2-S,0.778474748134613,0.38541895151138306,0.34975308179855347,0.6015104055404663
test,dataset_7_keyframe_1,S2M2-S,0.7988438606262207,0.41321584582328796,0.3824387192726135,0.7068168520927429
test,dataset_7_keyframe_1,S2M2-S,0.7894605398178101,0.37725630402565,0.36294424533843994,0.6333751678466797
test,dataset_7_keyframe_1,S2M2-S,0.7799214124679565,0.3966082036495209,0.3584492802619934,0.6741533279418945
test,dataset_7_keyframe_1,S2M2-S,0.8384419083595276,0.46040207147598267,0.4295644760131836,0.9996889233589172
test,dataset_7_keyframe_1,S2M2-S,0.8603982925415039,0.5196808576583862,0.49782246351242065,0.9980089664459229
test,dataset_7_keyframe_1,S2M2-S,0.8856629729270935,0.43398231267929077,0.42011961340904236,0.8470956683158875
test,dataset_7_keyframe_1,S2M2-S,0.8604006171226501,0.40823155641555786,0.38397082686424255,0.8580681681632996
test,dataset_7_keyframe_1,S2M2-S,0.8929694294929504,0.3981648087501526,0.38428765535354614,0.641972541809082
test,dataset_7_keyframe_1,S2M2-S,0.8655463457107544,0.35985636711120605,0.3261958360671997,0.7307209372520447
test,dataset_7_keyframe_1,S2M2-S,0.8275931477546692,0.28824129700660706,0.25652527809143066,0.6210640072822571
test,dataset_7_keyframe_1,S2M2-S,0.8719236850738525,0.34546124935150146,0.300727516412735,0.5864086747169495
test,dataset_7_keyframe_1,S2M2-S,0.7994776964187622,0.27215054631233215,0.2556486129760742,0.5303582549095154
test,dataset_7_keyframe_1,S2M2-S,0.8435726761817932,0.2744791507720947,0.24844199419021606,0.5818595886230469
test,dataset_7_keyframe_1,S2M2-S,0.8292332291603088,0.35542231798171997,0.32455721497535706,0.7728264331817627
