dataset,authorization,raw_wrong,incorrect_authorization,pc1,pc2
SCARED-C-heldout,0.0,0.0,0.0,-4.514055,-0.91674626
SCARED-C-heldout,0.0,1.0,0.0,122.558586,60.968647
SCARED-C-heldout,1.0,1.0,0.0,5.80864,-4.5253315
SCARED-C-heldout,0.0,1.0,0.0,-5.168603,0.6984012
SCARED-C-heldout,0.0,0.0,0.0,-3.8554564,-0.5784761
SCARED-C-heldout,0.0,0.0,0.0,-8.475966,1.9050757
SCARED-C-heldout,0.0,0.0,0.0,-7.929434,2.064601
SCARED-C-heldout,0.0,0.0,0.0,-7.99083,2.5234408
SCARED-C-heldout,0.0,1.0,0.0,-5.0277743,-1.6968591
SCARED-C-heldout,0.0,0.0,0.0,-6.014677,1.1679829
SCARED-C-heldout,0.0,0.0,0.0,-4.375354,-1.696679
SCARED-C-heldout,0.0,1.0,0.0,-1.6076114,-3.5406365
SCARED-C-heldout,0.0,0.0,0.0,-2.5225205,-0.92207944
SCARED-C-heldout,0.0,0.0,0.0,-7.5481863,1.937544
SCARED-C-heldout,0.0,0.0,0.0,-4.7285485,-0.7642722
SCARED-C-heldout,0.0,0.0,0.0,-5.5743895,-1.6783961
SCARED-C-heldout,0.0,0.0,0.0,-4.736787,-2.3458982
SCARED-C-heldout,0.0,1.0,0.0,-2.8436265,-4.5890646
SCARED-C-heldout,0.0,0.0,0.0,-1.8109076,-2.801613
SCARED-C-heldout,0.0,0.0,0.0,-6.5760407,0.55026555
SCARED-C-heldout,0.0,0.0,0.0,-5.142603,-2.4353075
SCARED-C-heldout,0.0,0.0,0.0,-2.8459144,-4.853732
SCARED-C-heldout,0.0,0.0,0.0,-7.972214,2.6631327
SCARED-C-heldout,0.0,0.0,0.0,-2.2736495,-1.3400621
SCARED-C-heldout,0.0,0.0,0.0,-8.114702,2.6614828
SCARED-C-heldout,1.0,0.0,1.0,-0.6532984,-1.9348314
SCARED-C-heldout,0.0,0.0,0.0,-3.5359797,-2.8725042
SCARED-C-heldout,0.0,0.0,0.0,-8.312048,2.0910034
SCARED-C-heldout,0.0,0.0,0.0,-5.8547945,-1.1257924
SCARED-C-heldout,0.0,0.0,0.0,-7.2414775,0.79089165
SCARED-C-heldout,0.0,0.0,0.0,-6.943639,0.12396011
SCARED-C-heldout,1.0,1.0,0.0,7.8215833,-2.1562634
SCARED-C-heldout,0.0,0.0,0.0,-6.116621,1.0006071
SCARED-C-heldout,0.0,0.0,0.0,-5.025649,0.8635397
SCARED-C-heldout,0.0,0.0,0.0,-4.112169,-0.6748899
SCARED-C-heldout,0.0,0.0,0.0,-5.039273,-0.9991143
SCARED-C-heldout,1.0,1.0,1.0,3.0774865,-4.37022
SCARED-C-heldout,0.0,0.0,0.0,-3.8292072,-2.7747934
SCARED-C-heldout,0.0,1.0,0.0,-3.9675019,-2.5547285
SCARED-C-heldout,0.0,0.0,0.0,-4.4451084,-1.9229023
SCARED-C-heldout,0.0,0.0,0.0,-7.7390604,1.7667681
SCARED-C-heldout,0.0,0.0,0.0,-8.280373,2.4190989
SCARED-C-heldout,0.0,0.0,0.0,-6.607261,-0.2824005
SCARED-C-heldout,0.0,0.0,0.0,-6.5093956,1.1155959
SCARED-C-heldout,0.0,0.0,0.0,-6.297595,0.6439785
SCARED-C-heldout,0.0,0.0,0.0,-6.242758,-1.3649206
SCARED-C-heldout,0.0,0.0,0.0,-6.042188,1.2167283
SCARED-C-heldout,0.0,0.0,0.0,-4.5331507,-2.75949
SCARED-C-heldout,0.0,0.0,0.0,-6.1657367,1.0569994
SCARED-C-heldout,0.0,0.0,0.0,-4.192217,-1.8316773
SCARED-C-heldout,0.0,0.0,0.0,-6.14791,0.79680645
SCARED-C-heldout,0.0,0.0,0.0,-8.505219,1.9464031
SCARED-C-heldout,0.0,0.0,0.0,-2.8772883,-1.2757442
SCARED-C-heldout,0.0,0.0,0.0,-5.534732,0.8464271
SCARED-C-heldout,0.0,0.0,0.0,-5.058789,0.6404146
SCARED-C-heldout,0.0,1.0,0.0,20.516027,2.1273685
SCARED-C-heldout,0.0,0.0,0.0,-4.8875256,-0.7711538
SCARED-C-heldout,0.0,0.0,0.0,-4.550373,0.29555276
SCARED-C-heldout,0.0,0.0,0.0,-9.938754,4.230574
SCARED-C-heldout,0.0,0.0,0.0,-2.8504796,0.7846874
SCARED-C-heldout,0.0,0.0,0.0,-3.5795014,-0.87128174
SCARED-C-heldout,0.0,0.0,0.0,-4.4490137,-2.8593116
SCARED-C-heldout,0.0,0.0,0.0,-6.1200266,0.8366879
SCARED-C-heldout,0.0,0.0,0.0,-5.17231,-1.7487515
SCARED-C-heldout,0.0,0.0,0.0,-4.6998734,0.4595134
SCARED-C-heldout,0.0,0.0,0.0,-4.268644,-1.4413952
SCARED-C-heldout,0.0,0.0,0.0,-5.9311657,0.7047373
SCARED-C-heldout,0.0,0.0,0.0,-5.209628,0.0083808005
SCARED-C-heldout,0.0,0.0,0.0,-6.060505,-1.3914822
SCARED-C-heldout,0.0,0.0,0.0,-6.5703373,1.329462
SCARED-C-heldout,0.0,0.0,0.0,-4.244093,0.44161382
SCARED-C-heldout,0.0,0.0,0.0,-4.6991234,-2.893691
SCARED-C-heldout,0.0,0.0,0.0,-5.392057,-2.9582179
SCARED-C-heldout,0.0,0.0,0.0,-6.4470778,1.2814357
SCARED-C-heldout,0.0,0.0,0.0,-7.5810485,-1.4370621
SCARED-C-heldout,0.0,0.0,0.0,-4.640348,-0.08692321
SCARED-C-heldout,0.0,0.0,0.0,-4.989389,0.06626457
SCARED-C-heldout,0.0,0.0,0.0,-5.893206,-1.117601
SCARED-C-heldout,0.0,0.0,0.0,-8.319147,2.768303
SCARED-C-heldout,0.0,0.0,0.0,-5.219359,-1.314283
SCARED-C-heldout,0.0,1.0,0.0,-1.8558745,-0.6433933
SCARED-C-heldout,0.0,0.0,0.0,-6.266528,1.2304627
SCARED-C-heldout,0.0,0.0,0.0,-2.7614913,-1.6252475
SCARED-C-heldout,0.0,0.0,0.0,-7.5643177,1.792642
SCARED-C-heldout,0.0,0.0,0.0,-6.0354486,-1.107568
SCARED-C-heldout,0.0,0.0,0.0,-7.6037965,1.3180887
SCARED-C-heldout,0.0,1.0,0.0,-1.4404778,-1.1651738
SCARED-C-heldout,0.0,0.0,0.0,-4.828175,-2.7246208
SCARED-C-heldout,0.0,0.0,0.0,-8.501528,2.1459484
SCARED-C-heldout,0.0,0.0,0.0,-3.9062793,-1.7197365
SCARED-C-heldout,0.0,0.0,0.0,-9.926907,3.6773086
SCARED-C-heldout,0.0,1.0,0.0,-4.8926992,-1.8481368
SCARED-C-heldout,0.0,0.0,0.0,-1.6342907,-0.027565569
SCARED-C-heldout,0.0,0.0,0.0,-3.837096,0.23244259
SCARED-C-heldout,0.0,0.0,0.0,-3.5101323,-2.707819
SCARED-C-heldout,0.0,0.0,0.0,-3.2354789,-1.7929078
SCARED-C-heldout,0.0,0.0,0.0,-7.7157106,1.9603678
SCARED-C-heldout,0.0,0.0,0.0,-6.2773604,0.8222029
SCARED-C-heldout,0.0,0.0,0.0,-6.3413486,1.4498632
SCARED-C-heldout,0.0,0.0,0.0,-1.5355763,-1.1820267
SCARED-C-heldout,0.0,0.0,0.0,-6.873414,1.7293476
SCARED-C-heldout,0.0,0.0,0.0,-2.4700089,-2.560535
SCARED-C-heldout,0.0,0.0,0.0,-5.618316,0.709551
SCARED-C-heldout,0.0,0.0,0.0,-3.9408767,-2.5146863
SCARED-C-heldout,0.0,0.0,0.0,-3.5999928,-0.18794096
SCARED-C-heldout,0.0,0.0,0.0,-5.833282,0.47627106
SCARED-C-heldout,0.0,0.0,0.0,-5.0058055,-1.8922738
SCARED-C-heldout,0.0,0.0,0.0,-4.467673,-3.0486739
SCARED-C-heldout,0.0,0.0,0.0,-4.9025154,-2.0934021
SCARED-C-heldout,0.0,0.0,0.0,-5.4339695,-1.6601866
SCARED-C-heldout,1.0,0.0,1.0,0.53010607,-5.1798544
SCARED-C-heldout,0.0,1.0,0.0,-4.860633,-1.9272128
SCARED-C-heldout,0.0,0.0,0.0,-5.7296524,-1.1611224
SCARED-C-heldout,0.0,0.0,0.0,-6.4542193,0.5272552
SCARED-C-heldout,0.0,0.0,0.0,-7.4406986,1.6351262
SCARED-C-heldout,0.0,0.0,0.0,-2.0370193,-0.85814667
SCARED-C-heldout,0.0,1.0,0.0,-4.567444,-2.5329227
SCARED-C-heldout,1.0,1.0,0.0,3.0045905,-5.1008463
SCARED-C-heldout,0.0,0.0,0.0,-6.2296143,-0.88952726
SCARED-C-heldout,0.0,0.0,0.0,-4.7100196,-0.6696462
SCARED-C-heldout,0.0,0.0,0.0,-8.021966,2.0082211
SCARED-C-heldout,1.0,1.0,0.0,8.624922,-4.001879
SCARED-C-heldout,0.0,0.0,0.0,-4.5856395,-2.070604
SCARED-C-heldout,0.0,0.0,0.0,-8.051985,1.8067437
SCARED-C-heldout,0.0,0.0,0.0,-8.4191675,3.0821838
SCARED-C-heldout,0.0,0.0,0.0,-5.2907753,0.6865969
SCARED-C-heldout,1.0,1.0,0.0,-1.0317483,-1.9354132
SCARED-C-heldout,0.0,0.0,0.0,-7.7051697,1.7621456
SCARED-C-heldout,0.0,0.0,0.0,-6.0090795,1.2390407
SCARED-C-heldout,0.0,0.0,0.0,-6.84838,0.6926055
SCARED-C-heldout,0.0,0.0,0.0,-4.4469457,-0.4952978
SCARED-C-heldout,0.0,0.0,0.0,-7.185278,1.6930057
SCARED-C-heldout,0.0,0.0,0.0,-2.3944814,-1.4003251
SCARED-C-heldout,0.0,0.0,0.0,-7.7319784,2.1644325
SCARED-C-heldout,0.0,0.0,0.0,-4.7257032,0.3100668
SCARED-C-heldout,0.0,1.0,0.0,-6.007479,1.0343025
SCARED-C-heldout,1.0,0.0,1.0,2.5528007,-4.6574726
SCARED-C-heldout,0.0,0.0,0.0,-2.072633,-2.5651245
SCARED-C-heldout,0.0,0.0,0.0,-5.110803,-1.1390452
SCARED-C-heldout,0.0,0.0,0.0,-5.0046434,-2.077294
SCARED-C-heldout,0.0,0.0,0.0,-1.6107872,-1.4227213
SCARED-C-heldout,0.0,0.0,0.0,-8.082876,2.7309616
SCARED-C-heldout,0.0,0.0,0.0,-7.939537,2.3390665
SCARED-C-heldout,0.0,0.0,0.0,-5.97733,0.57676756
SCARED-C-heldout,0.0,0.0,0.0,-2.2393446,-2.4786859
SCARED-C-heldout,1.0,1.0,0.0,0.32865667,-1.8577478
SCARED-C-heldout,0.0,0.0,0.0,-9.055853,3.4352145
SCARED-C-heldout,0.0,0.0,0.0,-3.445076,-1.0918152
SCARED-C-heldout,0.0,0.0,0.0,-4.8128386,-2.1057823
SCARED-C-heldout,0.0,0.0,0.0,-4.6444035,-2.8673806
SCARED-C-heldout,0.0,0.0,0.0,-4.599104,-2.8431888
SCARED-C-heldout,1.0,0.0,1.0,-0.9518647,-5.297633
SCARED-C-heldout,0.0,0.0,0.0,-6.0097866,-1.1090783
SCARED-C-heldout,0.0,0.0,0.0,-3.270331,-2.0283089
SCARED-C-heldout,0.0,0.0,0.0,-7.867488,1.9610263
SCARED-C-heldout,0.0,0.0,0.0,-5.835105,1.165434
SCARED-C-heldout,0.0,0.0,0.0,-6.8030252,1.3915614
SCARED-C-heldout,0.0,0.0,0.0,-6.593174,1.1647584
SCARED-C-heldout,0.0,0.0,0.0,-3.2729611,-0.8433449
SCARED-C-heldout,0.0,0.0,0.0,-5.227107,0.0929198
SCARED-C-heldout,0.0,0.0,0.0,-5.453782,0.8762554
SCARED-C-heldout,0.0,0.0,0.0,-4.6448345,0.021763027
SCARED-C-heldout,0.0,1.0,0.0,-4.278953,-2.8383665
SCARED-C-heldout,0.0,0.0,0.0,-1.6578486,-2.5475929
SCARED-C-heldout,0.0,0.0,0.0,-7.8260207,2.2403271
SCARED-C-heldout,0.0,0.0,0.0,-4.296892,0.24009505
SCARED-C-heldout,0.0,0.0,0.0,-8.528768,2.912168
SCARED-C-heldout,0.0,0.0,0.0,-6.822456,1.616681
SCARED-C-heldout,0.0,0.0,0.0,-6.5698614,-1.1313806
SCARED-C-heldout,0.0,0.0,0.0,-4.0815606,-2.5702024
SCARED-C-heldout,0.0,0.0,0.0,-4.1808825,-2.4197857
SCARED-C-heldout,0.0,0.0,0.0,-5.597452,-1.4443551
SCARED-C-heldout,0.0,0.0,0.0,-5.9907713,1.2064855
SCARED-C-heldout,0.0,0.0,0.0,-6.708479,1.2111844
SCARED-C-heldout,0.0,0.0,0.0,-4.646161,0.5084392
SCARED-C-heldout,0.0,0.0,0.0,-7.3652563,2.1377616
SCARED-C-heldout,0.0,0.0,0.0,-6.470105,0.3911905
SCARED-C-heldout,0.0,0.0,0.0,-3.7631,-0.6640709
SCARED-C-heldout,0.0,0.0,0.0,-7.8537197,1.4191111
SCARED-C-heldout,0.0,0.0,0.0,-6.4186864,1.1026114
SCARED-C-heldout,0.0,0.0,0.0,-4.846492,-0.38427967
SCARED-C-heldout,1.0,0.0,1.0,1.4725099,-5.839342
SCARED-C-heldout,0.0,1.0,0.0,-0.2229433,-5.3686986
SCARED-C-heldout,0.0,0.0,0.0,-9.4977665,2.4629557
SCARED-C-heldout,0.0,1.0,0.0,-1.8791616,-4.2669287
SCARED-C-heldout,0.0,0.0,0.0,-6.6918554,1.2347194
SCARED-C-heldout,0.0,0.0,0.0,-7.4813232,2.0862615
SCARED-C-heldout,1.0,1.0,0.0,0.10516739,-2.393428
SCARED-C-heldout,0.0,1.0,0.0,-4.67449,-0.12091011
SCARED-C-heldout,0.0,0.0,0.0,-5.222664,-2.9742405
SCARED-C-heldout,0.0,0.0,0.0,-4.3829355,-1.299136
SCARED-C-heldout,1.0,0.0,1.0,-0.08326578,-3.721034
SCARED-C-heldout,0.0,0.0,0.0,-5.3391156,-0.85620636
SCARED-C-heldout,0.0,0.0,0.0,-4.496635,-2.4844482
SCARED-C-heldout,0.0,0.0,0.0,-7.5166078,1.9002033
SCARED-C-heldout,0.0,0.0,0.0,-6.1424823,1.0373267
SCARED-C-heldout,0.0,0.0,0.0,-4.2573547,-1.2557232
SCARED-C-heldout,0.0,0.0,0.0,-5.974329,-1.0908211
SCARED-C-heldout,0.0,0.0,0.0,-4.83986,-2.4791775
SCARED-C-heldout,0.0,0.0,0.0,-3.4030755,-0.33125386
SCARED-C-heldout,0.0,0.0,0.0,-5.2999334,-1.759191
SCARED-C-heldout,0.0,0.0,0.0,-7.338563,1.2491418
SCARED-C-heldout,0.0,1.0,0.0,-0.18108892,-3.5165157
SCARED-C-heldout,0.0,0.0,0.0,-3.6774793,-2.8220367
SCARED-C-heldout,0.0,0.0,0.0,-8.1554,2.7948284
SCARED-C-heldout,0.0,0.0,0.0,-5.7742977,-0.68573534
SCARED-C-heldout,0.0,0.0,0.0,-8.972607,1.9692398
SCARED-C-heldout,0.0,0.0,0.0,-6.9468336,1.2114664
SCARED-C-heldout,0.0,0.0,0.0,-5.7270327,0.1447117
SCARED-C-heldout,0.0,1.0,0.0,-0.48788595,-6.1659403
SCARED-C-heldout,0.0,1.0,0.0,-5.68849,0.869349
SCARED-C-heldout,0.0,0.0,0.0,-4.3408985,-3.857146
SCARED-C-heldout,0.0,0.0,0.0,-6.1407595,0.56326556
SCARED-C-heldout,0.0,0.0,0.0,-5.8752704,-0.043825477
SCARED-C-heldout,0.0,0.0,0.0,-5.8682923,0.6836704
SCARED-C-heldout,0.0,0.0,0.0,-6.1288795,1.2138127
SCARED-C-heldout,0.0,0.0,0.0,-8.56542,3.056211
SCARED-C-heldout,0.0,0.0,0.0,-3.9265754,-3.4741673
SCARED-C-heldout,0.0,0.0,0.0,-5.4728484,-0.062868804
SCARED-C-heldout,0.0,0.0,0.0,-6.0956907,-0.39276192
SCARED-C-heldout,0.0,0.0,0.0,-3.2550063,-0.77530825
SCARED-C-heldout,0.0,1.0,0.0,-2.0161622,-1.5576824
SCARED-C-heldout,0.0,1.0,0.0,-4.250246,-1.4079934
SCARED-C-heldout,0.0,0.0,0.0,-6.749963,1.3204534
SCARED-C-heldout,0.0,1.0,0.0,37.080826,14.832193
SCARED-C-heldout,0.0,0.0,0.0,-5.403479,0.3134949
SCARED-C-heldout,0.0,1.0,0.0,-0.020751476,-5.091598
SCARED-C-heldout,0.0,0.0,0.0,-6.991926,1.659998
SCARED-C-heldout,0.0,0.0,0.0,-7.996704,1.2317704
SCARED-C-heldout,0.0,0.0,0.0,-0.8304763,-1.2190278
SCARED-C-heldout,0.0,0.0,0.0,-5.4412265,0.86736715
SCARED-C-heldout,0.0,0.0,0.0,-4.4481907,-0.41058877
SCARED-C-heldout,0.0,0.0,0.0,-7.6055775,1.4428796
SCARED-C-heldout,0.0,0.0,0.0,-5.359852,-0.7896012
SCARED-C-heldout,0.0,1.0,0.0,-3.6763582,-3.632559
SCARED-C-heldout,0.0,0.0,0.0,-6.1331453,1.1224993
SCARED-C-heldout,0.0,0.0,0.0,-9.3553295,3.483313
SCARED-C-heldout,0.0,0.0,0.0,-8.129089,2.0068088
SCARED-C-heldout,0.0,0.0,0.0,-7.783656,1.4771463
SCARED-C-heldout,0.0,0.0,0.0,-6.2402954,0.7583629
SCARED-C-heldout,0.0,0.0,0.0,-1.9222202,-0.7845001
SCARED-C-heldout,0.0,0.0,0.0,-6.3238955,1.3519661
SCARED-C-heldout,0.0,1.0,0.0,-5.1135845,-2.423406
SCARED-C-heldout,0.0,1.0,0.0,-3.7812037,-3.7016854
SCARED-C-heldout,0.0,1.0,0.0,22.590195,7.3667736
SCARED-C-heldout,0.0,0.0,0.0,-5.738693,-2.0036154
SCARED-C-heldout,1.0,1.0,0.0,10.481968,-3.1424603
SCARED-C-heldout,0.0,1.0,0.0,-1.8835404,-1.1006051
SCARED-C-heldout,0.0,0.0,0.0,-5.57697,-3.2645555
SCARED-C-heldout,1.0,0.0,1.0,-0.96471095,-1.564571
SCARED-C-heldout,0.0,0.0,0.0,-3.1077607,-1.2419779
SCARED-C-heldout,0.0,0.0,0.0,-5.653822,0.34368965
SCARED-C-heldout,0.0,0.0,0.0,-4.5391655,-0.84198326
SCARED-C-heldout,0.0,0.0,0.0,-5.761648,0.68284774
SCARED-C-heldout,0.0,0.0,0.0,-4.2691817,0.45331225
SCARED-C-heldout,1.0,1.0,0.0,14.275608,-1.4270948
SCARED-C-heldout,0.0,0.0,0.0,-3.4532464,-3.2745042
SCARED-C-heldout,0.0,0.0,0.0,-7.649759,1.6942321
SCARED-C-heldout,0.0,0.0,0.0,-5.1831536,0.014153153
SCARED-C-heldout,0.0,0.0,0.0,-6.7033434,1.365583
SCARED-C-heldout,0.0,1.0,0.0,-5.025407,-0.04819408
SCARED-C-heldout,0.0,0.0,0.0,-5.102429,0.17766413
SCARED-C-heldout,0.0,0.0,0.0,-6.667575,1.2360026
SCARED-C-heldout,0.0,0.0,0.0,-4.002019,-3.0274754
SCARED-C-heldout,0.0,0.0,0.0,-0.8732662,-2.8010857
SCARED-C-heldout,0.0,0.0,0.0,-6.6742063,1.3604978
SCARED-C-heldout,0.0,0.0,0.0,-7.972205,1.9902848
SCARED-C-heldout,0.0,1.0,0.0,-2.5633483,-2.1079767
SCARED-C-heldout,0.0,0.0,0.0,-5.1505804,0.5890515
SCARED-C-heldout,0.0,0.0,0.0,-4.76184,-2.0071292
SCARED-C-heldout,1.0,0.0,1.0,6.3420463,-3.561727
SCARED-C-heldout,0.0,0.0,0.0,-0.70182514,-1.6774505
SCARED-C-heldout,0.0,0.0,0.0,-7.030497,-0.01581189
SCARED-C-heldout,0.0,0.0,0.0,-5.829255,0.88443816
SCARED-C-heldout,0.0,0.0,0.0,-4.0162444,-0.33196077
SCARED-C-heldout,0.0,0.0,0.0,-6.422218,-0.23590259
SCARED-C-heldout,0.0,0.0,0.0,-5.225729,-1.9682037
SCARED-C-heldout,0.0,0.0,0.0,-2.7970438,-2.8730662
SCARED-C-heldout,0.0,0.0,0.0,-9.6814575,2.8802972
SCARED-C-heldout,0.0,0.0,0.0,-4.936611,-0.1729298
SCARED-C-heldout,0.0,1.0,0.0,-3.0929184,-1.664657
SCARED-C-heldout,0.0,0.0,0.0,-4.5675783,0.19553706
SCARED-C-heldout,0.0,0.0,0.0,-5.451124,-1.6601803
SCARED-C-heldout,0.0,0.0,0.0,-7.3558397,2.022829
SCARED-C-heldout,0.0,0.0,0.0,-8.40728,2.6756577
SCARED-C-heldout,0.0,0.0,0.0,-4.126194,0.1566641
SCARED-C-heldout,0.0,0.0,0.0,-7.466019,1.3469123
SCARED-C-heldout,1.0,1.0,0.0,2.9234667,-4.89248
SCARED-C-heldout,0.0,0.0,0.0,-6.7984843,1.8393065
SCARED-C-heldout,1.0,0.0,1.0,-0.3941884,-5.5174913
SCARED-C-heldout,0.0,0.0,0.0,-5.7010937,0.36789706
SCARED-C-heldout,0.0,0.0,0.0,-3.517849,-0.5875511
SCARED-C-heldout,0.0,0.0,0.0,-6.793598,1.7406727
SCARED-C-heldout,0.0,0.0,0.0,-2.9451182,-2.5274892
SCARED-C-heldout,1.0,1.0,0.0,0.43184328,-6.016265
SCARED-C-heldout,0.0,0.0,0.0,-5.7877545,1.1730721
SCARED-C-heldout,0.0,0.0,0.0,-5.4484944,-0.095289975
SCARED-C-heldout,0.0,0.0,0.0,-7.03866,1.4649063
SCARED-C-heldout,0.0,0.0,0.0,-7.438982,1.3288844
SCARED-C-heldout,0.0,0.0,0.0,-7.427314,0.86787677
SCARED-C-heldout,0.0,0.0,0.0,-4.526962,-2.2006104
SCARED-C-heldout,0.0,0.0,0.0,-3.7469993,-2.275212
SCARED-C-heldout,0.0,0.0,0.0,-2.7076156,-3.0627537
SCARED-C-heldout,0.0,0.0,0.0,-6.923601,0.6728791
SCARED-C-heldout,0.0,0.0,0.0,-1.7353902,-2.171122
SCARED-C-heldout,0.0,0.0,0.0,-6.5889482,0.46401933
SCARED-C-heldout,0.0,0.0,0.0,-6.6399536,1.7564245
SCARED-C-heldout,0.0,1.0,0.0,0.06649351,-4.5502553
SCARED-C-heldout,0.0,0.0,0.0,-10.563459,3.7311673
SCARED-C-heldout,0.0,0.0,0.0,-7.6851926,1.0736445
SCARED-C-heldout,0.0,0.0,0.0,-5.7025886,-0.60893536
SCARED-C-heldout,0.0,0.0,0.0,-7.073498,1.3672614
SCARED-C-heldout,0.0,0.0,0.0,-5.524893,0.9775764
SCARED-C-heldout,0.0,0.0,0.0,-7.391881,1.425817
SCARED-C-heldout,0.0,0.0,0.0,-5.9355216,0.9977344
SCARED-C-heldout,0.0,0.0,0.0,-5.7649317,-0.5864755
SCARED-C-heldout,0.0,1.0,0.0,-3.021262,-4.076821
SCARED-C-heldout,0.0,0.0,0.0,-10.730175,4.025088
SCARED-C-heldout,0.0,0.0,0.0,-7.4261336,1.702711
SCARED-C-heldout,0.0,0.0,0.0,-7.155883,1.0711504
SCARED-C-heldout,0.0,0.0,0.0,-8.419496,2.2037594
SCARED-C-heldout,0.0,1.0,0.0,-5.8617883,0.016462207
SCARED-C-heldout,0.0,0.0,0.0,-3.93396,-2.8209393
SCARED-C-heldout,0.0,0.0,0.0,-5.2561026,-1.7911707
SCARED-C-heldout,0.0,0.0,0.0,-6.5172224,1.3903276
SCARED-C-heldout,0.0,0.0,0.0,-6.7420464,1.676998
SCARED-C-heldout,0.0,0.0,0.0,-0.83564043,-3.3407872
SCARED-C-heldout,0.0,0.0,0.0,-6.303686,0.6677108
SCARED-C-heldout,0.0,0.0,0.0,-1.9781747,-2.4628134
SCARED-C-heldout,0.0,0.0,0.0,-3.053538,-1.7995733
SCARED-C-heldout,0.0,0.0,0.0,-5.57033,-1.43014
SCARED-C-heldout,0.0,1.0,0.0,-0.07456112,-4.0612097
SCARED-C-heldout,0.0,1.0,0.0,-3.1467197,-2.636633
SCARED-C-heldout,0.0,0.0,0.0,-8.6457405,2.457973
SCARED-C-heldout,0.0,0.0,0.0,-5.145653,-1.7085432
SCARED-C-heldout,0.0,0.0,0.0,-5.6066403,1.239487
SCARED-C-heldout,0.0,0.0,0.0,-4.9454675,-2.2096012
SCARED-C-heldout,0.0,0.0,0.0,-4.5327077,-2.1018872
SCARED-C-heldout,0.0,1.0,0.0,-2.515248,-1.1512222
SCARED-C-heldout,1.0,1.0,0.0,3.9939122,-5.467833
SCARED-C-heldout,0.0,0.0,0.0,-8.717374,2.728059
SCARED-C-heldout,0.0,0.0,0.0,-9.805428,4.166862
SCARED-C-heldout,0.0,1.0,0.0,-1.019892,-1.8538581
SCARED-C-heldout,0.0,0.0,0.0,-5.2470775,0.5640625
SCARED-C-heldout,0.0,0.0,0.0,-7.5875583,1.4036134
SCARED-C-heldout,0.0,0.0,0.0,-5.6475244,-1.6935303
SCARED-C-heldout,0.0,1.0,0.0,19.103065,3.9197326
SCARED-C-heldout,0.0,1.0,0.0,-4.962823,-1.9572862
SCARED-C-heldout,0.0,1.0,0.0,-5.22044,1.3857229
SCARED-C-heldout,0.0,1.0,0.0,-3.9561286,-3.811882
SCARED-C-heldout,0.0,1.0,0.0,-4.3120594,-1.6329511
SCARED-C-heldout,0.0,0.0,0.0,-5.878832,-1.044685
SCARED-C-heldout,0.0,0.0,0.0,-7.918997,1.6215535
SCARED-C-heldout,0.0,0.0,0.0,-7.1707373,1.4441832
SCARED-C-heldout,0.0,0.0,0.0,-6.255455,1.4500502
SCARED-C-heldout,0.0,0.0,0.0,-4.247827,-0.39802325
SCARED-C-heldout,0.0,0.0,0.0,-3.6166797,-0.5817194
SCARED-C-heldout,0.0,0.0,0.0,-8.995741,2.7647955
SCARED-C-heldout,0.0,0.0,0.0,-5.093719,-1.1885723
SCARED-C-heldout,0.0,1.0,0.0,-3.6165004,-1.845997
SCARED-C-heldout,0.0,0.0,0.0,-4.801372,-3.6367614
SCARED-C-heldout,0.0,0.0,0.0,-7.429962,1.0040306
SCARED-C-heldout,0.0,1.0,0.0,-4.8674617,0.43664375
SCARED-C-heldout,0.0,0.0,0.0,-5.9145603,0.9844384
SCARED-C-heldout,0.0,0.0,0.0,-8.818368,3.050962
SCARED-C-heldout,0.0,1.0,0.0,-4.0913634,-4.067003
SCARED-C-heldout,0.0,0.0,0.0,-7.36058,2.2320476
SCARED-C-heldout,0.0,0.0,0.0,-8.077512,2.1161842
SCARED-C-heldout,0.0,0.0,0.0,-7.718335,1.6273965
SCARED-C-heldout,0.0,0.0,0.0,-1.6204135,-2.2305994
SCARED-C-heldout,0.0,0.0,0.0,-5.313726,0.30373552
SCARED-C-heldout,0.0,0.0,0.0,-7.627837,1.6165167
SCARED-C-heldout,0.0,0.0,0.0,-6.309119,1.280186
SCARED-C-heldout,0.0,0.0,0.0,-4.586433,-1.9321259
SCARED-C-heldout,0.0,1.0,0.0,-3.1545534,-3.0608926
SCARED-C-heldout,0.0,0.0,0.0,-7.2493405,2.284752
SCARED-C-heldout,0.0,0.0,0.0,-4.520926,-1.2973804
SCARED-C-heldout,0.0,0.0,0.0,-1.070785,-1.410998
SCARED-C-heldout,0.0,0.0,0.0,-5.9936123,-0.4183663
SCARED-C-heldout,0.0,0.0,0.0,-4.577624,-0.56379634
SCARED-C-heldout,0.0,0.0,0.0,-6.181316,1.2218922
SCARED-C-heldout,0.0,0.0,0.0,-4.5026016,-2.4172895
SCARED-C-heldout,0.0,0.0,0.0,-6.185725,1.1176305
SCARED-C-heldout,0.0,0.0,0.0,-9.115204,3.277266
SCARED-C-heldout,0.0,0.0,0.0,-7.6535163,1.9473757
SCARED-C-heldout,0.0,0.0,0.0,-5.3114314,0.62434614
SCARED-C-heldout,0.0,0.0,0.0,-7.6059003,1.2712811
SCARED-C-heldout,0.0,0.0,0.0,-6.0696177,1.1196382
SCARED-C-heldout,0.0,0.0,0.0,-6.438099,0.95822656
