dataset,authorization,raw_wrong,incorrect_authorization,tsne1,tsne2
CREStereo,0.0,0.0,0.0,-3.2338674,17.99729
CREStereo,0.0,0.0,0.0,1.3044196,33.576107
CREStereo,0.0,0.0,0.0,-9.521877,15.986659
CREStereo,0.0,0.0,0.0,-32.4704,-43.635765
CREStereo,0.0,0.0,0.0,5.4730763,-14.106582
CREStereo,0.0,0.0,0.0,-5.1800885,27.177393
CREStereo,0.0,0.0,0.0,-4.01877,17.125788
CREStereo,1.0,0.0,1.0,13.573525,-27.462778
CREStereo,0.0,0.0,0.0,-6.7043858,17.93793
CREStereo,0.0,0.0,0.0,-20.065928,-42.15663
CREStereo,0.0,0.0,0.0,12.446798,-9.87919
CREStereo,0.0,0.0,0.0,-39.040504,-23.137976
CREStereo,0.0,0.0,0.0,-15.064707,16.455605
CREStereo,0.0,0.0,0.0,-17.431026,-9.637968
CREStereo,0.0,0.0,0.0,-37.25511,-10.440073
CREStereo,1.0,1.0,0.0,20.48084,-52.147842
CREStereo,0.0,0.0,0.0,-22.556383,16.020351
CREStereo,0.0,0.0,0.0,-5.0738673,-13.416307
CREStereo,0.0,0.0,0.0,5.479972,-29.178453
CREStereo,0.0,0.0,0.0,-37.59684,-26.020126
CREStereo,0.0,0.0,0.0,0.41164258,-25.693127
CREStereo,0.0,0.0,0.0,-18.083904,-42.329132
CREStereo,1.0,1.0,0.0,20.244467,-31.170485
CREStereo,0.0,0.0,0.0,-44.104733,-19.38919
CREStereo,1.0,1.0,0.0,22.306488,-59.717896
CREStereo,0.0,0.0,0.0,11.219816,-18.391739
CREStereo,0.0,0.0,0.0,-5.095188,44.949158
CREStereo,0.0,1.0,0.0,13.892557,-21.938204
CREStereo,0.0,0.0,0.0,-34.49926,39.976288
CREStereo,1.0,1.0,0.0,23.505548,-52.70456
CREStereo,0.0,0.0,0.0,-38.12496,-28.073011
CREStereo,0.0,0.0,0.0,-11.928373,14.584456
CREStereo,0.0,0.0,0.0,10.593977,-16.102184
CREStereo,0.0,0.0,0.0,-9.788128,-13.772069
CREStereo,0.0,0.0,0.0,-32.114403,40.386536
CREStereo,0.0,0.0,0.0,-8.735349,8.908474
CREStereo,0.0,0.0,0.0,-2.4878569,-13.5716505
CREStereo,0.0,0.0,0.0,-27.292933,-42.782948
CREStereo,0.0,0.0,0.0,-24.973513,-37.05529
CREStereo,0.0,0.0,0.0,-22.260542,-14.74211
CREStereo,0.0,0.0,0.0,9.502427,-15.554237
CREStereo,0.0,0.0,0.0,-13.15398,-3.621936
CREStereo,0.0,1.0,0.0,-12.675795,-45.562473
CREStereo,1.0,1.0,0.0,21.388687,-56.76136
CREStereo,0.0,0.0,0.0,-14.758568,-5.162911
CREStereo,0.0,0.0,0.0,-28.75154,-35.330853
CREStereo,0.0,0.0,0.0,5.2323093,-29.419039
CREStereo,0.0,1.0,0.0,-25.147005,-41.154114
CREStereo,1.0,0.0,1.0,13.550859,3.3294497
CREStereo,0.0,0.0,0.0,5.889534,-14.382745
CREStereo,0.0,0.0,0.0,-36.122154,-44.42965
CREStereo,0.0,0.0,0.0,-1.0623558,26.246962
CREStereo,0.0,0.0,0.0,-10.542558,7.2237
CREStereo,1.0,0.0,1.0,11.614924,-35.951824
CREStereo,0.0,1.0,0.0,-14.260401,-12.041974
CREStereo,0.0,0.0,0.0,-15.062429,11.062726
CREStereo,0.0,0.0,0.0,-36.20741,-44.006447
CREStereo,0.0,0.0,0.0,-11.876043,44.87878
CREStereo,0.0,1.0,0.0,5.7848873,-30.422333
CREStereo,0.0,0.0,0.0,-16.631075,-0.6392186
CREStereo,0.0,0.0,0.0,-31.81685,-10.873674
CREStereo,1.0,0.0,1.0,22.507948,-56.31477
CREStereo,0.0,1.0,0.0,-12.87172,-49.09493
CREStereo,0.0,0.0,0.0,-21.693727,38.638847
CREStereo,0.0,0.0,0.0,-44.21407,-21.362635
CREStereo,0.0,0.0,0.0,-0.3182151,24.289207
CREStereo,0.0,0.0,0.0,-34.66157,-45.32455
CREStereo,0.0,0.0,0.0,-36.51889,39.426815
CREStereo,0.0,0.0,0.0,-23.128958,8.322982
CREStereo,0.0,0.0,0.0,9.313017,-12.720546
CREStereo,0.0,0.0,0.0,-12.573915,43.45004
CREStereo,0.0,0.0,0.0,-2.863781,13.903558
CREStereo,0.0,0.0,0.0,-0.11100191,24.460564
CREStereo,0.0,0.0,0.0,-3.6542509,-15.394497
CREStereo,0.0,0.0,0.0,-34.718224,36.37169
CREStereo,0.0,0.0,0.0,-9.407216,-0.64813185
CREStereo,0.0,0.0,0.0,-13.930668,0.9509289
CREStereo,0.0,0.0,0.0,14.229713,-18.924557
CREStereo,0.0,0.0,0.0,-13.515152,0.6939556
CREStereo,0.0,0.0,0.0,-4.61235,5.9387083
CREStereo,0.0,0.0,0.0,-31.428791,-43.450726
CREStereo,1.0,1.0,0.0,51.471268,-25.912037
CREStereo,0.0,0.0,0.0,-4.7846365,18.488255
CREStereo,0.0,0.0,0.0,-39.76628,-22.54787
CREStereo,0.0,0.0,0.0,-20.002151,-44.459164
CREStereo,0.0,0.0,0.0,-2.6140714,22.229427
CREStereo,0.0,0.0,0.0,-4.898193,21.153923
CREStereo,0.0,0.0,0.0,-1.8755282,33.922462
CREStereo,0.0,0.0,0.0,-4.844985,25.361467
CREStereo,1.0,1.0,0.0,19.183002,-50.047905
CREStereo,0.0,0.0,0.0,-23.89067,-42.980396
CREStereo,0.0,0.0,0.0,-43.299995,-23.312576
CREStereo,0.0,0.0,0.0,-11.834305,-11.901145
CREStereo,0.0,0.0,0.0,-14.98492,6.5917425
CREStereo,0.0,0.0,0.0,-8.519994,-13.200338
CREStereo,0.0,0.0,0.0,12.432181,6.5393453
CREStereo,0.0,0.0,0.0,-34.46127,-8.802936
CREStereo,0.0,0.0,0.0,-45.040314,-20.023468
CREStereo,0.0,1.0,0.0,10.034256,-32.027424
CREStereo,0.0,0.0,0.0,-25.660254,-36.547115
CREStereo,0.0,0.0,0.0,-37.43596,-11.95002
CREStereo,0.0,0.0,0.0,-23.903757,-50.548504
CREStereo,0.0,0.0,0.0,-12.437505,28.705765
CREStereo,0.0,0.0,0.0,3.047357,-45.61134
CREStereo,0.0,0.0,0.0,12.812998,6.4674497
CREStereo,0.0,0.0,0.0,-34.703983,39.27047
CREStereo,0.0,0.0,0.0,-16.871597,26.70609
CREStereo,0.0,0.0,0.0,-35.250626,-8.373988
CREStereo,0.0,0.0,0.0,14.109187,-20.786978
CREStereo,1.0,1.0,0.0,11.579078,-30.44044
CREStereo,0.0,1.0,0.0,-21.027111,-15.10106
CREStereo,0.0,0.0,0.0,-13.791404,-15.257141
CREStereo,0.0,0.0,0.0,13.865276,-22.659132
CREStereo,0.0,0.0,0.0,-28.583261,-38.44026
CREStereo,1.0,1.0,0.0,40.285988,-43.0637
CREStereo,0.0,0.0,0.0,-39.485363,-23.266817
CREStereo,0.0,0.0,0.0,-10.485634,19.978281
CREStereo,0.0,0.0,0.0,-3.684599,23.09861
CREStereo,0.0,0.0,0.0,-39.38956,-24.196692
CREStereo,0.0,0.0,0.0,-10.31381,-8.853853
CREStereo,0.0,0.0,0.0,-5.0864325,-15.798556
CREStereo,0.0,0.0,0.0,-17.017399,-14.787092
CREStereo,0.0,0.0,0.0,-19.516027,-39.742607
CREStereo,0.0,0.0,0.0,-34.265823,-42.490543
CREStereo,0.0,0.0,0.0,-16.87492,-14.809601
CREStereo,0.0,0.0,0.0,-7.0160913,-2.99256
CREStereo,0.0,1.0,0.0,9.86972,-12.5748005
CREStereo,0.0,0.0,0.0,-16.602358,-4.4471765
CREStereo,0.0,0.0,0.0,-7.028068,-9.176273
CREStereo,0.0,0.0,0.0,-21.88433,12.937494
CREStereo,0.0,0.0,0.0,-10.634877,13.258325
CREStereo,0.0,0.0,0.0,-10.420502,27.309412
CREStereo,0.0,1.0,0.0,6.9919086,-28.672337
CREStereo,1.0,1.0,0.0,27.881323,-43.277264
CREStereo,0.0,0.0,0.0,-31.79464,-39.570778
CREStereo,0.0,0.0,0.0,-16.785625,35.819798
CREStereo,0.0,0.0,0.0,-34.596786,38.200478
CREStereo,0.0,1.0,0.0,-12.388079,-46.459263
CREStereo,0.0,0.0,0.0,-27.007708,-47.882877
CREStereo,0.0,0.0,0.0,-19.48122,28.468584
CREStereo,0.0,0.0,0.0,-31.576956,41.18372
CREStereo,0.0,0.0,0.0,-24.19204,-37.15194
CREStereo,0.0,1.0,0.0,16.762264,-50.691624
CREStereo,0.0,0.0,0.0,-10.2408905,2.856296
CREStereo,0.0,0.0,0.0,-35.4247,35.337315
CREStereo,0.0,1.0,0.0,4.3017955,-10.458512
CREStereo,0.0,0.0,0.0,-34.002903,39.964516
CREStereo,0.0,0.0,0.0,-0.7310764,-15.838477
CREStereo,0.0,1.0,0.0,-6.9394803,6.9073997
CREStereo,1.0,1.0,0.0,21.782654,-61.195805
CREStereo,0.0,0.0,0.0,-23.282068,9.038007
CREStereo,0.0,0.0,0.0,0.9829599,30.155928
CREStereo,0.0,0.0,0.0,10.183199,-9.934771
CREStereo,0.0,1.0,0.0,-12.441292,-48.41008
CREStereo,0.0,0.0,0.0,-22.673195,-39.62569
CREStereo,0.0,0.0,0.0,-14.667902,38.058334
CREStereo,1.0,1.0,0.0,18.777615,-50.397396
CREStereo,0.0,0.0,0.0,-22.539148,15.181695
CREStereo,1.0,1.0,0.0,22.804,-50.43589
CREStereo,0.0,0.0,0.0,-44.82421,-20.454956
CREStereo,0.0,1.0,0.0,-37.105442,-39.483818
CREStereo,0.0,0.0,0.0,-5.001726,26.766455
CREStereo,0.0,0.0,0.0,-27.209705,3.8242073
CREStereo,1.0,1.0,0.0,22.429977,-59.452858
CREStereo,0.0,0.0,0.0,-39.49718,-24.26494
CREStereo,0.0,0.0,0.0,-19.972567,17.445532
CREStereo,0.0,0.0,0.0,-10.417933,4.4746237
CREStereo,0.0,0.0,0.0,-20.05447,13.61579
CREStereo,0.0,0.0,0.0,-10.384275,25.261433
CREStereo,0.0,0.0,0.0,12.684454,-13.649431
CREStereo,1.0,0.0,1.0,21.49422,-31.299225
CREStereo,0.0,0.0,0.0,-23.643396,-13.927126
CREStereo,0.0,0.0,0.0,-14.160632,-2.7877657
CREStereo,0.0,0.0,0.0,-6.3862853,11.238812
CREStereo,0.0,0.0,0.0,-14.412632,-5.059809
CREStereo,0.0,0.0,0.0,12.573864,4.3410964
CREStereo,0.0,0.0,0.0,6.7843866,-11.049428
CREStereo,0.0,0.0,0.0,-35.464184,-22.447914
CREStereo,0.0,0.0,0.0,-39.50621,-8.798407
CREStereo,0.0,0.0,0.0,-18.665598,7.0570016
CREStereo,0.0,0.0,0.0,-37.69993,-11.523307
CREStereo,0.0,0.0,0.0,11.022191,7.439975
CREStereo,0.0,0.0,0.0,-33.88542,-13.539363
CREStereo,0.0,0.0,0.0,-24.426304,23.289673
CREStereo,0.0,0.0,0.0,-22.55129,23.032795
CREStereo,0.0,0.0,0.0,-34.335316,-7.834201
CREStereo,0.0,1.0,0.0,0.55294037,33.948338
CREStereo,0.0,0.0,0.0,-19.949203,-42.436634
CREStereo,0.0,0.0,0.0,-27.71004,-37.47335
CREStereo,0.0,1.0,0.0,-9.754721,-11.725446
CREStereo,0.0,0.0,0.0,-15.62918,-12.227364
CREStereo,0.0,0.0,0.0,-39.041645,-11.21092
CREStereo,0.0,0.0,0.0,-29.84083,-33.510597
CREStereo,0.0,0.0,0.0,-22.562405,-45.815075
CREStereo,0.0,0.0,0.0,-15.794936,-1.1042546
CREStereo,0.0,0.0,0.0,-19.629723,20.955168
CREStereo,0.0,0.0,0.0,6.1239867,-15.205717
CREStereo,0.0,0.0,0.0,-42.875973,-13.989507
CREStereo,0.0,0.0,0.0,-22.52867,-40.616993
CREStereo,0.0,0.0,0.0,-9.070169,-0.4593282
CREStereo,0.0,0.0,0.0,-2.317641,33.303295
CREStereo,0.0,0.0,0.0,-34.181637,-11.727029
CREStereo,0.0,0.0,0.0,2.14267,-25.469995
CREStereo,0.0,0.0,0.0,-35.251286,-22.87919
CREStereo,0.0,0.0,0.0,-10.011517,11.4018545
CREStereo,0.0,0.0,0.0,-43.78368,-14.088742
CREStereo,0.0,0.0,0.0,-14.477781,-10.923973
CREStereo,0.0,0.0,0.0,-2.693442,21.502728
CREStereo,1.0,1.0,0.0,41.452168,-11.724176
CREStereo,0.0,0.0,0.0,-8.377749,-13.487343
CREStereo,0.0,0.0,0.0,-2.0626194,-14.596937
CREStereo,1.0,0.0,1.0,17.412064,-27.945362
CREStereo,0.0,0.0,0.0,-15.5435705,-0.99754834
CREStereo,0.0,0.0,0.0,-42.41684,-22.24773
CREStereo,0.0,0.0,0.0,-34.11542,-41.594116
CREStereo,0.0,0.0,0.0,-16.988737,0.59744555
CREStereo,0.0,0.0,0.0,-6.903039,-9.384374
CREStereo,0.0,0.0,0.0,1.6207886,-24.534262
CREStereo,0.0,0.0,0.0,-19.11695,-14.739762
CREStereo,0.0,0.0,0.0,-25.56696,-43.089977
CREStereo,0.0,0.0,0.0,-1.1742507,-12.665994
CREStereo,0.0,1.0,0.0,-2.646746,37.275646
CREStereo,0.0,0.0,0.0,-22.164892,17.088318
CREStereo,0.0,0.0,0.0,-6.326134,16.363005
CREStereo,0.0,0.0,0.0,-38.28204,-11.489946
CREStereo,0.0,0.0,0.0,-32.71964,40.302967
CREStereo,0.0,0.0,0.0,10.620187,-18.393063
CREStereo,0.0,0.0,0.0,-19.062641,-44.039257
CREStereo,0.0,0.0,0.0,-16.367989,-12.2073145
CREStereo,0.0,0.0,0.0,-0.60882634,16.707232
CREStereo,0.0,0.0,0.0,-6.8260636,-9.588268
CREStereo,0.0,0.0,0.0,-18.403542,-10.725241
CREStereo,0.0,0.0,0.0,-32.510517,-9.64107
CREStereo,0.0,1.0,0.0,9.387158,-11.004587
CREStereo,0.0,0.0,0.0,-11.694526,45.38523
CREStereo,0.0,0.0,0.0,-14.991927,29.961565
CREStereo,1.0,1.0,0.0,23.35802,-52.73591
CREStereo,0.0,0.0,0.0,-21.97046,-38.666336
CREStereo,1.0,1.0,0.0,42.25906,-10.897998
CREStereo,0.0,0.0,0.0,-9.7687435,-9.967859
CREStereo,0.0,0.0,0.0,-34.745495,-7.371541
CREStereo,0.0,0.0,0.0,10.407379,-13.48475
CREStereo,1.0,0.0,1.0,14.30085,-32.242027
CREStereo,0.0,0.0,0.0,-20.733767,-41.968517
CREStereo,0.0,0.0,0.0,-33.365433,-8.983428
CREStereo,0.0,0.0,0.0,-18.249464,7.091953
CREStereo,0.0,0.0,0.0,-10.475029,7.0358787
CREStereo,0.0,0.0,0.0,-12.229459,2.7820678
CREStereo,0.0,0.0,0.0,-39.52521,-24.887785
CREStereo,0.0,1.0,0.0,-8.523454,-14.089505
CREStereo,0.0,0.0,0.0,-5.3935394,20.569399
CREStereo,0.0,0.0,0.0,-0.33560494,-15.483717
CREStereo,0.0,0.0,0.0,-3.3208292,27.029644
CREStereo,0.0,0.0,0.0,-24.1354,18.2019
CREStereo,0.0,1.0,0.0,9.151614,-10.250609
CREStereo,0.0,1.0,0.0,-20.591015,2.3003554
CREStereo,0.0,0.0,0.0,-36.901943,41.292137
CREStereo,0.0,0.0,0.0,-10.643948,-12.192517
CREStereo,0.0,0.0,0.0,-17.436155,26.361572
CREStereo,0.0,0.0,0.0,12.53479,5.040104
CREStereo,1.0,1.0,0.0,21.121996,-34.23147
CREStereo,0.0,0.0,0.0,-39.55854,-9.372425
CREStereo,0.0,0.0,0.0,-34.001396,42.641632
CREStereo,0.0,0.0,0.0,-44.094597,-20.529114
CREStereo,0.0,0.0,0.0,-14.795063,-11.620491
CREStereo,0.0,0.0,0.0,-23.439331,-41.286057
CREStereo,0.0,1.0,0.0,8.088796,-9.637942
CREStereo,0.0,0.0,0.0,-3.421981,-15.101314
CREStereo,0.0,1.0,0.0,-9.963777,-36.158684
CREStereo,0.0,0.0,0.0,-43.905804,-19.774815
CREStereo,0.0,0.0,0.0,-5.261606,-3.178347
CREStereo,0.0,0.0,0.0,11.112382,-8.484341
CREStereo,0.0,0.0,0.0,12.533834,6.0936027
CREStereo,0.0,0.0,0.0,-10.873607,-5.313461
CREStereo,0.0,1.0,0.0,-43.98472,-25.612392
CREStereo,0.0,0.0,0.0,-35.271523,-12.481095
CREStereo,0.0,0.0,0.0,-6.93969,-11.223455
CREStereo,0.0,1.0,0.0,-11.496447,-45.521847
CREStereo,0.0,0.0,0.0,-21.459875,-14.379861
CREStereo,0.0,0.0,0.0,-22.60374,-41.258213
CREStereo,0.0,0.0,0.0,-11.436603,-5.8888655
CREStereo,0.0,0.0,0.0,-12.089869,44.264473
CREStereo,0.0,0.0,0.0,-14.366489,17.398235
CREStereo,0.0,0.0,0.0,-37.939457,-11.481595
CREStereo,0.0,0.0,0.0,-14.382128,-14.063569
CREStereo,0.0,0.0,0.0,-5.228876,12.247487
CREStereo,0.0,0.0,0.0,-22.862497,23.496468
CREStereo,0.0,0.0,0.0,-9.844482,-13.311608
CREStereo,1.0,0.0,1.0,16.718111,-29.021435
CREStereo,0.0,1.0,0.0,-0.6126278,-46.32935
CREStereo,0.0,0.0,0.0,-7.380183,12.734939
CREStereo,0.0,0.0,0.0,-33.87793,-13.283367
CREStereo,0.0,0.0,0.0,-37.030323,-25.36125
CREStereo,0.0,0.0,0.0,-37.881943,-28.857758
CREStereo,0.0,0.0,0.0,-33.04234,-13.874404
CREStereo,1.0,1.0,0.0,36.957695,-20.259987
CREStereo,0.0,0.0,0.0,-27.682968,-35.503433
CREStereo,1.0,1.0,0.0,36.92776,-20.235313
CREStereo,0.0,0.0,0.0,-39.83605,-13.302307
CREStereo,0.0,0.0,0.0,-24.430048,-39.654915
CREStereo,1.0,0.0,1.0,21.342,-31.358503
CREStereo,0.0,0.0,0.0,-3.9597788,8.307803
CREStereo,0.0,0.0,0.0,-1.6956831,-46.743095
CREStereo,0.0,0.0,0.0,0.6301595,31.516953
CREStereo,0.0,0.0,0.0,-15.065113,-1.3392198
CREStereo,0.0,0.0,0.0,-36.405663,35.009056
CREStereo,0.0,0.0,0.0,-23.66405,-36.70635
CREStereo,0.0,0.0,0.0,1.0853628,33.721428
CREStereo,0.0,0.0,0.0,13.022562,-14.397799
CREStereo,0.0,0.0,0.0,5.517194,-9.95274
CREStereo,0.0,0.0,0.0,-32.1393,-10.248617
CREStereo,0.0,0.0,0.0,-12.12693,36.170944
