dataset,target,feature,logistic_coefficient,abs_coefficient,mutual_information
SCARED-C-heldout,incorrect_authorization,photometric_residual,0.2616413674289933,0.2616413674289933,0.0010480139394097865
SCARED-C-heldout,incorrect_authorization,warp_support,0.0,0.0,0.0
SCARED-C-heldout,incorrect_authorization,raw_valid,0.0,0.0,0.0006335336695757476
SCARED-C-heldout,incorrect_authorization,aligned_valid,0.0,0.0,0.0
SCARED-C-heldout,incorrect_authorization,flow_magnitude,0.28062880369621573,0.28062880369621573,0.00549532747551007
SCARED-C-heldout,incorrect_authorization,raw_gradient_x,-0.003873208024906106,0.003873208024906106,0.016240061161203023
SCARED-C-heldout,incorrect_authorization,raw_gradient_y,0.0004924635922584652,0.0004924635922584652,0.033437888619048284
SCARED-C-heldout,incorrect_authorization,raw_gradient_magnitude,0.23644413294177205,0.23644413294177205,0.03291272089102182
SCARED-C-heldout,incorrect_authorization,raw_local_variance,-0.05363576423645312,0.05363576423645312,0.026829568680663662
SCARED-C-heldout,incorrect_authorization,memory_age,0.0,0.0,0.00010387053524119061
SERV-CT,incorrect_authorization,raw_probability,1.5625573531936452,1.5625573531936452,0.20333314212137554
SERV-CT,incorrect_authorization,intervention_probability,-0.8219980226007445,0.8219980226007445,0.20518784956515934
SERV-CT,incorrect_authorization,predicted_error_mu,-0.45689869429922053,0.45689869429922053,0.3008562498841132
SERV-CT,incorrect_authorization,predicted_uncertainty_sigma,-0.7902027780185314,0.7902027780185314,0.30028379445342934
SERV-CT,incorrect_authorization,update_magnitude,3.462782828278612,3.462782828278612,0.30684446129643317
SERV-CT,incorrect_authorization,a2_proposal_magnitude,-3.1605104100511214,3.1605104100511214,0.09337825212761386
SERV-CT,incorrect_authorization,a2_error_gate,-2.047597518364949,2.047597518364949,0.09855723796089966
SERV-CT,incorrect_authorization,a2_memory_gate,-0.9682056566767877,0.9682056566767877,0.08334939551400145
SERV-CT,incorrect_authorization,aligned_disparity,0.24124701311252564,0.24124701311252564,0.05900737977832682
SERV-CT,incorrect_authorization,disparity_residual_signed,0.04948634177099901,0.04948634177099901,0.14155967908306355
SERV-CT,incorrect_authorization,bidavideo_disagreement_abs,-0.4823510392660091,0.4823510392660091,0.07667911696068419
SERV-CT,incorrect_authorization,forward_backward_error,-0.17830223663648562,0.17830223663648562,0.02051754765051661
SERV-CT,incorrect_authorization,forward_backward_confidence,-0.2400156893438351,0.2400156893438351,0.0
SERV-CT,incorrect_authorization,photometric_residual,0.029393546550372213,0.029393546550372213,0.008629432113383961
SERV-CT,incorrect_authorization,warp_support,0.0,0.0,0.0016081599525141765
SERV-CT,incorrect_authorization,raw_valid,0.0,0.0,0.009206983156073267
SERV-CT,incorrect_authorization,aligned_valid,0.0,0.0,0.0
SERV-CT,incorrect_authorization,flow_magnitude,0.02544636403148986,0.02544636403148986,0.061914070998362325
SERV-CT,incorrect_authorization,raw_gradient_x,0.018987911721157463,0.018987911721157463,0.00503626651449518
SERV-CT,incorrect_authorization,raw_gradient_y,-0.07399357306429778,0.07399357306429778,0.010886295630756049
SERV-CT,incorrect_authorization,raw_gradient_magnitude,-0.12223355452879552,0.12223355452879552,0.004354815471082851
SERV-CT,incorrect_authorization,raw_local_variance,-0.03496285967216247,0.03496285967216247,0.000957930654990502
SERV-CT,incorrect_authorization,memory_age,0.0,0.0,0.008410422849016275
OOD-GT,incorrect_authorization,raw_probability,-1.462255892735429,1.462255892735429,0.14436724171337634
OOD-GT,incorrect_authorization,intervention_probability,3.815432369884132,3.815432369884132,0.1443340949904801
OOD-GT,incorrect_authorization,predicted_error_mu,4.455959151675154,4.455959151675154,0.1261380976123736
OOD-GT,incorrect_authorization,predicted_uncertainty_sigma,-5.457774320845588,5.457774320845588,0.12412924582912854
OOD-GT,incorrect_authorization,update_magnitude,16.09650988659406,16.09650988659406,0.15425755053238777
OOD-GT,incorrect_authorization,a2_proposal_magnitude,-18.515180831143063,18.515180831143063,0.0418103381073851
OOD-GT,incorrect_authorization,a2_error_gate,-0.6739210026126053,0.6739210026126053,0.03692091687521959
OOD-GT,incorrect_authorization,a2_memory_gate,0.5078520355464933,0.5078520355464933,0.03756295644063856
OOD-GT,incorrect_authorization,aligned_disparity,-0.23170050823386418,0.23170050823386418,0.05722695773142483
OOD-GT,incorrect_authorization,disparity_residual_signed,0.23010861437653238,0.23010861437653238,0.06127824924549041
OOD-GT,incorrect_authorization,bidavideo_disagreement_abs,0.2624966585060857,0.2624966585060857,0.05266490108777777
OOD-GT,incorrect_authorization,forward_backward_error,0.021846605932928993,0.021846605932928993,0.06169980671117181
OOD-GT,incorrect_authorization,forward_backward_confidence,-0.23852908207095738,0.23852908207095738,0.05772639942571245
OOD-GT,incorrect_authorization,photometric_residual,0.02468848157291254,0.02468848157291254,0.021884063792721564
OOD-GT,incorrect_authorization,warp_support,0.0,0.0,0.0
OOD-GT,incorrect_authorization,raw_valid,0.0,0.0,0.001219470148080548
OOD-GT,incorrect_authorization,aligned_valid,0.0,0.0,0.0
OOD-GT,incorrect_authorization,flow_magnitude,0.32348838668166363,0.32348838668166363,0.07016591021359364
OOD-GT,incorrect_authorization,raw_gradient_x,0.07624729069667222,0.07624729069667222,0.049190899427695944
OOD-GT,incorrect_authorization,raw_gradient_y,-0.2883273746089946,0.2883273746089946,0.06877251701120835
OOD-GT,incorrect_authorization,raw_gradient_magnitude,0.4701992867125038,0.4701992867125038,0.06168283835624333
OOD-GT,incorrect_authorization,raw_local_variance,0.033192091249094335,0.033192091249094335,0.05320721915503235
OOD-GT,incorrect_authorization,memory_age,0.0,0.0,0.0
