bad_2mm,bad_4mm,checkpoint,depth_mae_mm,depth_median_error_mm,depth_p95_error_mm,depth_rmse_mm,disparity_mae_px,disparity_rmse,edge_depth_mae,frame_id,method,nonedge_depth_mae,refined_to_backbone_mae,refined_to_sav_mae,residual_abs_mean,residual_std,sample_id,sequence_id,valid_pixel_count
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000044,raw_s2m2_l736,nan,0.0,1.3669135570526123,0.0,0.0,924,test_dataset_9_keyframe_3,1262794
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000045,raw_s2m2_l736,nan,0.0,1.2701250314712524,0.0,0.0,925,test_dataset_9_keyframe_3,1274185
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000046,raw_s2m2_l736,nan,0.0,1.2977931499481201,0.0,0.0,926,test_dataset_9_keyframe_3,1275109
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000047,raw_s2m2_l736,nan,0.0,1.4360508918762207,0.0,0.0,927,test_dataset_9_keyframe_3,1252615
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000048,raw_s2m2_l736,nan,0.0,1.543898582458496,0.0,0.0,928,test_dataset_9_keyframe_3,1249654
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000049,raw_s2m2_l736,nan,0.0,2.2140400409698486,0.0,0.0,929,test_dataset_9_keyframe_3,1257136
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000050,raw_s2m2_l736,nan,0.0,2.4371581077575684,0.0,0.0,930,test_dataset_9_keyframe_3,1245905
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000051,raw_s2m2_l736,nan,0.0,2.186760663986206,0.0,0.0,931,test_dataset_9_keyframe_3,1263088
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000052,raw_s2m2_l736,nan,0.0,1.8714040517807007,0.0,0.0,932,test_dataset_9_keyframe_3,1257264
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000053,raw_s2m2_l736,nan,0.0,1.85409414768219,0.0,0.0,933,test_dataset_9_keyframe_3,1262049
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000054,raw_s2m2_l736,nan,0.0,1.8877227306365967,0.0,0.0,934,test_dataset_9_keyframe_3,1256887
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000055,raw_s2m2_l736,nan,0.0,1.8787195682525635,0.0,0.0,935,test_dataset_9_keyframe_3,1263835
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000056,raw_s2m2_l736,nan,0.0,1.9486459493637085,0.0,0.0,936,test_dataset_9_keyframe_3,1256554
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000057,raw_s2m2_l736,nan,0.0,1.807586908340454,0.0,0.0,937,test_dataset_9_keyframe_3,1263324
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000058,raw_s2m2_l736,nan,0.0,1.884078025817871,0.0,0.0,938,test_dataset_9_keyframe_3,1268348
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000059,raw_s2m2_l736,nan,0.0,1.5046088695526123,0.0,0.0,939,test_dataset_9_keyframe_3,1262452
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000060,raw_s2m2_l736,nan,0.0,1.6701366901397705,0.0,0.0,940,test_dataset_9_keyframe_3,1262647
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000061,raw_s2m2_l736,nan,0.0,1.9587793350219727,0.0,0.0,941,test_dataset_9_keyframe_3,1277628
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000062,raw_s2m2_l736,nan,0.0,1.6286680698394775,0.0,0.0,942,test_dataset_9_keyframe_3,1264163
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000063,raw_s2m2_l736,nan,0.0,2.1147003173828125,0.0,0.0,943,test_dataset_9_keyframe_3,1268154
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000064,raw_s2m2_l736,nan,0.0,1.7858308553695679,0.0,0.0,944,test_dataset_9_keyframe_3,1268508
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000065,raw_s2m2_l736,nan,0.0,1.6388232707977295,0.0,0.0,945,test_dataset_9_keyframe_3,1274997
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000066,raw_s2m2_l736,nan,0.0,1.6767761707305908,0.0,0.0,946,test_dataset_9_keyframe_3,1269897
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000067,raw_s2m2_l736,nan,0.0,1.659000039100647,0.0,0.0,947,test_dataset_9_keyframe_3,1277200
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000068,raw_s2m2_l736,nan,0.0,2.26792573928833,0.0,0.0,948,test_dataset_9_keyframe_3,1277734
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000069,raw_s2m2_l736,nan,0.0,1.5309852361679077,0.0,0.0,949,test_dataset_9_keyframe_3,1279010
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000070,raw_s2m2_l736,nan,0.0,1.7136764526367188,0.0,0.0,950,test_dataset_9_keyframe_3,1275620
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000071,raw_s2m2_l736,nan,0.0,1.5466301441192627,0.0,0.0,951,test_dataset_9_keyframe_3,1270994
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000072,raw_s2m2_l736,nan,0.0,1.472007155418396,0.0,0.0,952,test_dataset_9_keyframe_3,1277147
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000073,raw_s2m2_l736,nan,0.0,1.6320774555206299,0.0,0.0,953,test_dataset_9_keyframe_3,1260480
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000074,raw_s2m2_l736,nan,0.0,1.4593380689620972,0.0,0.0,954,test_dataset_9_keyframe_3,1232301
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000075,raw_s2m2_l736,nan,0.0,1.4904968738555908,0.0,0.0,955,test_dataset_9_keyframe_3,1230484
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000076,raw_s2m2_l736,nan,0.0,1.3350868225097656,0.0,0.0,956,test_dataset_9_keyframe_3,1223443
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000077,raw_s2m2_l736,nan,0.0,1.591604232788086,0.0,0.0,957,test_dataset_9_keyframe_3,1203634
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000078,raw_s2m2_l736,nan,0.0,1.6032174825668335,0.0,0.0,958,test_dataset_9_keyframe_3,1204947
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000079,raw_s2m2_l736,nan,0.0,2.3389081954956055,0.0,0.0,959,test_dataset_9_keyframe_3,1196188
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000080,raw_s2m2_l736,nan,0.0,2.0693280696868896,0.0,0.0,960,test_dataset_9_keyframe_3,1205360
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000081,raw_s2m2_l736,nan,0.0,1.5515258312225342,0.0,0.0,961,test_dataset_9_keyframe_3,1242823
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000082,raw_s2m2_l736,nan,0.0,1.6620105504989624,0.0,0.0,962,test_dataset_9_keyframe_3,1224024
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000083,raw_s2m2_l736,nan,0.0,1.6206098794937134,0.0,0.0,963,test_dataset_9_keyframe_3,1228807
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000084,raw_s2m2_l736,nan,0.0,1.8728729486465454,0.0,0.0,964,test_dataset_9_keyframe_3,1226482
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000085,raw_s2m2_l736,nan,0.0,1.8030383586883545,0.0,0.0,965,test_dataset_9_keyframe_3,1222636
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000086,raw_s2m2_l736,nan,0.0,2.25915789604187,0.0,0.0,966,test_dataset_9_keyframe_3,1203049
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000087,raw_s2m2_l736,nan,0.0,2.3940377235412598,0.0,0.0,967,test_dataset_9_keyframe_3,1202355
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000088,raw_s2m2_l736,nan,0.0,2.0929360389709473,0.0,0.0,968,test_dataset_9_keyframe_3,1200711
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000089,raw_s2m2_l736,nan,0.0,1.9264507293701172,0.0,0.0,969,test_dataset_9_keyframe_3,1207396
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000090,raw_s2m2_l736,nan,0.0,1.841663122177124,0.0,0.0,970,test_dataset_9_keyframe_3,1206224
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000091,raw_s2m2_l736,nan,0.0,1.8171558380126953,0.0,0.0,971,test_dataset_9_keyframe_3,1204851
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000092,raw_s2m2_l736,nan,0.0,1.7189925909042358,0.0,0.0,972,test_dataset_9_keyframe_3,1207943
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000093,raw_s2m2_l736,nan,0.0,1.7854530811309814,0.0,0.0,973,test_dataset_9_keyframe_3,1203929
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000094,raw_s2m2_l736,nan,0.0,1.7025651931762695,0.0,0.0,974,test_dataset_9_keyframe_3,1213733
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000095,raw_s2m2_l736,nan,0.0,1.7793575525283813,0.0,0.0,975,test_dataset_9_keyframe_3,1206515
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000096,raw_s2m2_l736,nan,0.0,1.6830466985702515,0.0,0.0,976,test_dataset_9_keyframe_3,1226487
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000097,raw_s2m2_l736,nan,0.0,1.709502935409546,0.0,0.0,977,test_dataset_9_keyframe_3,1225441
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000098,raw_s2m2_l736,nan,0.0,1.7072906494140625,0.0,0.0,978,test_dataset_9_keyframe_3,1211989
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000099,raw_s2m2_l736,nan,0.0,1.6713844537734985,0.0,0.0,979,test_dataset_9_keyframe_3,1218241
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000100,raw_s2m2_l736,nan,0.0,1.676670789718628,0.0,0.0,980,test_dataset_9_keyframe_3,1228735
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000101,raw_s2m2_l736,nan,0.0,1.6389446258544922,0.0,0.0,981,test_dataset_9_keyframe_3,1220444
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000102,raw_s2m2_l736,nan,0.0,1.5268652439117432,0.0,0.0,982,test_dataset_9_keyframe_3,1223552
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000103,raw_s2m2_l736,nan,0.0,1.6113929748535156,0.0,0.0,983,test_dataset_9_keyframe_3,1197880
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000104,raw_s2m2_l736,nan,0.0,1.4956543445587158,0.0,0.0,984,test_dataset_9_keyframe_3,1210086
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000105,raw_s2m2_l736,nan,0.0,1.6428838968276978,0.0,0.0,985,test_dataset_9_keyframe_3,1193075
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000106,raw_s2m2_l736,nan,0.0,1.6401984691619873,0.0,0.0,986,test_dataset_9_keyframe_3,1166769
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000107,raw_s2m2_l736,nan,0.0,1.6715586185455322,0.0,0.0,987,test_dataset_9_keyframe_3,1121743
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000108,raw_s2m2_l736,nan,0.0,1.4910850524902344,0.0,0.0,988,test_dataset_9_keyframe_3,1172546
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000109,raw_s2m2_l736,nan,0.0,1.3785040378570557,0.0,0.0,989,test_dataset_9_keyframe_3,1175005
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000110,raw_s2m2_l736,nan,0.0,1.4096689224243164,0.0,0.0,990,test_dataset_9_keyframe_3,1177917
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000111,raw_s2m2_l736,nan,0.0,1.3491857051849365,0.0,0.0,991,test_dataset_9_keyframe_3,1196325
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000112,raw_s2m2_l736,nan,0.0,1.4388175010681152,0.0,0.0,992,test_dataset_9_keyframe_3,1149547
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000113,raw_s2m2_l736,nan,0.0,1.3857414722442627,0.0,0.0,993,test_dataset_9_keyframe_3,1140829
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000114,raw_s2m2_l736,nan,0.0,1.4116060733795166,0.0,0.0,994,test_dataset_9_keyframe_3,1136222
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000115,raw_s2m2_l736,nan,0.0,1.3875949382781982,0.0,0.0,995,test_dataset_9_keyframe_3,1130110
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000116,raw_s2m2_l736,nan,0.0,1.527005910873413,0.0,0.0,996,test_dataset_9_keyframe_3,1137673
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000117,raw_s2m2_l736,nan,0.0,1.3541191816329956,0.0,0.0,997,test_dataset_9_keyframe_3,1128776
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000118,raw_s2m2_l736,nan,0.0,1.3738481998443604,0.0,0.0,998,test_dataset_9_keyframe_3,1136360
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000119,raw_s2m2_l736,nan,0.0,1.376354455947876,0.0,0.0,999,test_dataset_9_keyframe_3,1125651
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000120,raw_s2m2_l736,nan,0.0,1.4075262546539307,0.0,0.0,1000,test_dataset_9_keyframe_3,1126177
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000121,raw_s2m2_l736,nan,0.0,1.4672784805297852,0.0,0.0,1001,test_dataset_9_keyframe_3,1149645
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000122,raw_s2m2_l736,nan,0.0,1.600263237953186,0.0,0.0,1002,test_dataset_9_keyframe_3,1128607
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000123,raw_s2m2_l736,nan,0.0,1.7291746139526367,0.0,0.0,1003,test_dataset_9_keyframe_3,1145794
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000124,raw_s2m2_l736,nan,0.0,1.3512303829193115,0.0,0.0,1004,test_dataset_9_keyframe_3,1150575
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000125,raw_s2m2_l736,nan,0.0,1.3745224475860596,0.0,0.0,1005,test_dataset_9_keyframe_3,1153772
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000126,raw_s2m2_l736,nan,0.0,1.4420220851898193,0.0,0.0,1006,test_dataset_9_keyframe_3,1156577
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000127,raw_s2m2_l736,nan,0.0,1.5695987939834595,0.0,0.0,1007,test_dataset_9_keyframe_3,1139968
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000002,stereoanyvideo,nan,0.9541689157485962,0.0,0.9541689157485962,1.693756103515625,882,test_dataset_9_keyframe_3,1250420
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000003,stereoanyvideo,nan,1.079197883605957,0.0,1.079197883605957,1.5669517517089844,883,test_dataset_9_keyframe_3,1245540
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000004,stereoanyvideo,nan,0.8926283121109009,0.0,0.8926283121109009,1.427955985069275,884,test_dataset_9_keyframe_3,1241316
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000005,stereoanyvideo,nan,0.8523327112197876,0.0,0.8523327112197876,1.4759118556976318,885,test_dataset_9_keyframe_3,1248245
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000006,stereoanyvideo,nan,0.9883188009262085,0.0,0.9883188009262085,1.5937929153442383,886,test_dataset_9_keyframe_3,1249640
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000007,stereoanyvideo,nan,0.9498974084854126,0.0,0.9498974084854126,1.5957014560699463,887,test_dataset_9_keyframe_3,1243662
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000008,stereoanyvideo,nan,0.8334354162216187,0.0,0.8334354162216187,1.4884790182113647,888,test_dataset_9_keyframe_3,1256108
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000009,stereoanyvideo,nan,0.8694650530815125,0.0,0.8694650530815125,1.407491683959961,889,test_dataset_9_keyframe_3,1254217
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000010,stereoanyvideo,nan,0.783143162727356,0.0,0.783143162727356,1.3546298742294312,890,test_dataset_9_keyframe_3,1257609
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000011,stereoanyvideo,nan,0.8179386258125305,0.0,0.8179386258125305,1.4700922966003418,891,test_dataset_9_keyframe_3,1262986
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000012,stereoanyvideo,nan,0.8332098126411438,0.0,0.8332098126411438,1.5551892518997192,892,test_dataset_9_keyframe_3,1259322
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000013,stereoanyvideo,nan,0.8212505578994751,0.0,0.8212505578994751,1.3417009115219116,893,test_dataset_9_keyframe_3,1261283
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000014,stereoanyvideo,nan,0.7981894612312317,0.0,0.7981894612312317,1.3888148069381714,894,test_dataset_9_keyframe_3,1261347
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000015,stereoanyvideo,nan,0.8198568224906921,0.0,0.8198568224906921,1.521608591079712,895,test_dataset_9_keyframe_3,1256417
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000016,stereoanyvideo,nan,0.7716639041900635,0.0,0.7716639041900635,1.412506341934204,896,test_dataset_9_keyframe_3,1262021
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000017,stereoanyvideo,nan,0.8107795715332031,0.0,0.8107795715332031,1.425400733947754,897,test_dataset_9_keyframe_3,1269971
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000018,stereoanyvideo,nan,0.7931720018386841,0.0,0.7931720018386841,1.518831491470337,898,test_dataset_9_keyframe_3,1269498
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000019,stereoanyvideo,nan,0.8603266477584839,0.0,0.8603266477584839,1.427059292793274,899,test_dataset_9_keyframe_3,1272561
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000020,stereoanyvideo,nan,0.7742206454277039,0.0,0.7742206454277039,1.4010742902755737,900,test_dataset_9_keyframe_3,1275878
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000021,stereoanyvideo,nan,0.8402767181396484,0.0,0.8402767181396484,1.4900610446929932,901,test_dataset_9_keyframe_3,1274199
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000022,stereoanyvideo,nan,0.9087592959403992,0.0,0.9087592959403992,1.6901288032531738,902,test_dataset_9_keyframe_3,1280504
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000023,stereoanyvideo,nan,1.0382575988769531,0.0,1.0382575988769531,2.23037052154541,903,test_dataset_9_keyframe_3,1283417
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000024,stereoanyvideo,nan,0.9763237237930298,0.0,0.9763237237930298,2.148860454559326,904,test_dataset_9_keyframe_3,1284505
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000025,stereoanyvideo,nan,0.982155978679657,0.0,0.982155978679657,2.061882495880127,905,test_dataset_9_keyframe_3,1289062
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000026,stereoanyvideo,nan,0.965430736541748,0.0,0.965430736541748,2.049112319946289,906,test_dataset_9_keyframe_3,1283517
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000027,stereoanyvideo,nan,0.8687477111816406,0.0,0.8687477111816406,1.6617686748504639,907,test_dataset_9_keyframe_3,1276939
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000028,stereoanyvideo,nan,1.04801344871521,0.0,1.04801344871521,1.7060519456863403,908,test_dataset_9_keyframe_3,1257677
nan,nan,,nan,nan,nan,nan,nan,nan,nan,000029,stereoanyvideo,nan,0.9978876113891602,0.0,0.9978876113891602,1.8324577808380127,909,test_dataset_9_keyframe_3,1226068
