dataset_id,keyframe_id,valid_px,valid_ratio,epe_px,bad3_pct,abs_rel,depth_mae_mm,delta1_pct
dataset_3,keyframe_5,913480,0.696929931640625,12.028560638427734,30.15544948986294,0.1290217936038971,5.617741107940674,85.3919078688094
dataset_4,keyframe_1,992195,0.7569847106933594,9.378771781921387,50.31500864245435,0.11368189007043839,5.391550064086914,87.36196009856934
dataset_4,keyframe_2,1108659,0.8458396911621093,8.770556449890137,44.25743172607628,0.08252891898155212,3.946035146713257,88.81946567880655
dataset_4,keyframe_3,1056883,0.8063377380371094,9.854190826416016,48.65978542563368,0.10056709498167038,3.923506498336792,88.83007863689737
dataset_4,keyframe_4,974655,0.7436027526855469,13.760623931884766,65.14130641098646,0.09938840568065643,3.2712209224700928,91.85270685524621
dataset_4,keyframe_5,1000952,0.763665771484375,13.801074028015137,70.82327624101855,0.10772683471441269,3.5103495121002197,90.75679952685044
dataset_5,keyframe_1,916799,0.6994621276855468,26.282960891723633,70.1398016359093,0.18792477250099182,9.602197647094727,72.39318542014117
dataset_5,keyframe_2,766702,0.5849472045898437,18.06283187866211,68.43375913979617,0.12023341655731201,3.626218795776367,88.85499190037329
dataset_5,keyframe_3,880959,0.6721183776855468,17.91598129272461,72.00698329888225,0.12953068315982819,4.716350078582764,84.800200690384
dataset_5,keyframe_4,1079677,0.8237281799316406,11.713146209716797,70.39559053309462,0.09458427876234055,3.5427706241607666,93.00142542630805
dataset_5,keyframe_5,1113930,0.8498611450195312,13.009234428405762,66.82161356638208,0.07692676037549973,2.1150002479553223,93.83417270385033
dataset_6,keyframe_1,1147406,0.8754013061523438,2.5913121700286865,10.877318054812333,0.05427912622690201,4.296745300292969,94.18488311896573
dataset_6,keyframe_2,1177971,0.8987205505371094,3.5901405811309814,10.960117014765219,0.0458679236471653,2.2072300910949707,94.58730308301307
dataset_6,keyframe_3,1209610,0.9228591918945312,2.2461740970611572,7.583932011144087,0.034160204231739044,2.0765023231506348,96.6689263481618
dataset_6,keyframe_4,1188760,0.906951904296875,2.6257851123809814,9.509404757898988,0.04451829940080643,3.091191053390503,94.7508328005653
dataset_6,keyframe_5,1224235,0.9340171813964844,2.337449789047241,8.27071599815395,0.03747263178229332,2.9599435329437256,95.71013735108048
dataset_7,keyframe_1,941194,0.7180740356445312,6.6941070556640625,19.067907360225416,0.07254219055175781,3.4705519676208496,91.5296952594258
dataset_7,keyframe_2,815661,0.6222999572753907,10.45871353149414,23.888110379189392,0.09096003323793411,3.3388442993164062,88.88790808926747
dataset_7,keyframe_3,829128,0.632574462890625,14.264755249023438,33.19583948437395,0.1134241595864296,3.354933023452759,84.80765334182419
dataset_7,keyframe_4,1080297,0.8242012023925781,7.285822868347168,24.004787572306505,0.07518471777439117,2.9075522422790527,90.69330008321785
dataset_7,keyframe_5,1137819,0.8680870056152343,2.6814048290252686,9.093449836924854,0.04308273643255234,2.9064743518829346,95.32078476453636
dataset_8,keyframe_0,1092754,0.8337051391601562,2.48037052154541,10.704605062072526,0.05950065329670906,4.970761299133301,93.77362151042229
dataset_8,keyframe_1,1222150,0.9324264526367188,2.2734060287475586,7.269074990794911,0.034449025988578796,1.9698872566223145,96.60189011168842
dataset_8,keyframe_2,1077548,0.8221038818359375,6.938714504241943,22.3120454958851,0.07956923544406891,3.066862106323242,89.5992568312502
dataset_8,keyframe_3,1201327,0.9165397644042969,2.8698885440826416,8.390970984586211,0.03540585935115814,1.5442630052566528,96.05977390002889
dataset_8,keyframe_4,1046509,0.7984230041503906,6.840919494628906,20.32509992747315,0.07379482686519623,2.8008294105529785,90.52306286902454
dataset_9,keyframe_0,1114795,0.8505210876464844,4.838533878326416,21.176718589516458,0.08281413465738297,5.423508644104004,92.16690064092501
dataset_9,keyframe_1,1056480,0.8060302734375,5.13975191116333,13.82250492200515,0.0463891476392746,1.6179773807525635,94.29975011358474
dataset_9,keyframe_2,978116,0.7462432861328125,7.540350437164307,24.197538942211352,0.09026934951543808,3.4533865451812744,89.1810378319136
dataset_9,keyframe_3,853298,0.6510147094726563,18.87897300720215,46.815063436220406,0.12966881692409515,3.077794313430786,83.4499787881842
dataset_9,keyframe_4,927115,0.7073326110839844,19.892000198364258,39.525517330643986,0.12190674990415573,2.390742540359497,83.91041025115547
