dataset,metric_scope,backbone,specimen,session,anchor_id,frame_id,step_since_reset,reset,support_coverage,raw_mc_inconsistency,temporal_module_mc_inconsistency,update_magnitude,temporal_weight,fb_confidence
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__start,specimen_2__2025_04_10-16_08_53__1744294140_239328861,3,0,0.9764274954795837,0.6864108443260193,0.16854619979858398,0.7505690455436707,0.6581934690475464,0.319896399974823
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294171_972712516,1,1,0.9800540804862976,0.4520281255245209,0.2559283375740051,0.19609977304935455,0.38722842931747437,0.7724595069885254
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_006070613,2,0,0.9533951282501221,0.6928566694259644,0.47731339931488037,0.11488598585128784,0.1650879979133606,0.44219106435775757
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_039264440,3,0,0.9733796715736389,0.44828373193740845,0.3116222023963928,0.13292187452316284,0.30489373207092285,0.5629402995109558
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_339429616,1,1,0.9819445013999939,0.39488402009010315,0.301284521818161,0.09359955042600632,0.21663223206996918,0.7552914619445801
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_372843503,2,0,0.9531250596046448,0.6931532621383667,0.2384824901819229,0.42439883947372437,0.5120229721069336,0.46512484550476074
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_406133651,3,0,0.9772762656211853,0.5276328921318054,0.2415451854467392,0.18443205952644348,0.362265944480896,0.6144071817398071
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__end,specimen_2__2025_04_10-16_08_53__1744294190_271171331,1,1,0.9592207074165344,2.3672192096710205,0.3536374270915985,2.0135817527770996,0.7028623223304749,0.47633156180381775
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__end,specimen_2__2025_04_10-16_08_53__1744294190_306044340,2,0,0.9863812327384949,2.4668588638305664,0.8365606665611267,0.3975621163845062,0.4212404787540436,0.7253450751304626
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__end,specimen_2__2025_04_10-16_08_53__1744294190_338742733,3,0,0.9772762656211853,1.0853198766708374,0.20229019224643707,1.059269905090332,0.5844215750694275,0.7450887560844421
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294171_972712516,1,1,0.9800540804862976,0.4520281255245209,0.2559283375740051,0.19609977304935455,0.38722842931747437,0.7724595069885254
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294172_006070613,2,0,0.9533951282501221,0.6928566694259644,0.47731339931488037,0.11488598585128784,0.1650879979133606,0.44219106435775757
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294172_039264440,3,0,0.9733796715736389,0.44828373193740845,0.3116222023963928,0.13292187452316284,0.30489373207092285,0.5629402995109558
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__end,specimen_2__2025_04_10-16_08_53__1744294204_272785186,1,1,0.9836806058883667,0.5084059238433838,0.3057064712047577,0.2026994377374649,0.36035671830177307,0.5050613880157471
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__end,specimen_2__2025_04_10-16_08_53__1744294204_305917024,2,0,0.9742284417152405,0.9070264101028442,0.6822654604911804,0.13737106323242188,0.33250555396080017,0.26754310727119446
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__end,specimen_2__2025_04_10-16_08_53__1744294204_338754653,3,0,0.9746913909912109,0.8829675912857056,0.3042856752872467,0.6490769982337952,0.48990216851234436,0.6676207780838013
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__start,specimen_2__2025_04_10-16_08_53__1744294190_271171331,1,1,0.9592207074165344,2.3672192096710205,0.3536374270915985,2.0135817527770996,0.7028623223304749,0.47633156180381775
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__start,specimen_2__2025_04_10-16_08_53__1744294190_306044340,2,0,0.9863812327384949,2.4668588638305664,0.8365606665611267,0.3975621163845062,0.4212404787540436,0.7253450751304626
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__start,specimen_2__2025_04_10-16_08_53__1744294190_338742733,3,0,0.9772762656211853,1.0853198766708374,0.20229019224643707,1.059269905090332,0.5844215750694275,0.7450887560844421
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_5__start,specimen_2__2025_04_10-16_08_53__1744294204_272785186,1,1,0.9836806058883667,0.5084059238433838,0.3057064712047577,0.2026994377374649,0.36035671830177307,0.5050613880157471
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_5__start,specimen_2__2025_04_10-16_08_53__1744294204_305917024,2,0,0.9742284417152405,0.9070264101028442,0.6822654604911804,0.13737106323242188,0.33250555396080017,0.26754310727119446
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_5__start,specimen_2__2025_04_10-16_08_53__1744294204_338754653,3,0,0.9746913909912109,0.8829675912857056,0.3042856752872467,0.6490769982337952,0.48990216851234436,0.6676207780838013
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__end,specimen_2__2025_04_10-16_13_29__1744294440_006508350,1,1,0.9875386357307434,0.2253740280866623,0.07956190407276154,0.14581210911273956,0.5244008302688599,0.7754426002502441
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__end,specimen_2__2025_04_10-16_13_29__1744294440_039472103,2,0,0.9620370864868164,0.30173206329345703,0.16017302870750427,0.19239339232444763,0.432277649641037,0.269317626953125
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__end,specimen_2__2025_04_10-16_13_29__1744294440_072760820,3,0,0.9775848984718323,0.303517609834671,0.18240074813365936,0.15911802649497986,0.38407304883003235,0.38131746649742126
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__start,specimen_2__2025_04_10-16_13_29__1744294416_773761987,1,1,0.9809414148330688,0.41626206040382385,0.2233864665031433,0.19287563860416412,0.4653241038322449,0.6327545046806335
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__start,specimen_2__2025_04_10-16_13_29__1744294416_805332422,2,0,0.9763503670692444,0.5548715591430664,0.30137139558792114,0.2932981848716736,0.46298107504844666,0.18037723004817963
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__start,specimen_2__2025_04_10-16_13_29__1744294416_840066432,3,0,0.9875386357307434,0.5462977290153503,0.36849015951156616,0.1042662262916565,0.3098900616168976,0.7926418781280518
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__end,specimen_2__2025_04_10-16_18_24__1744294729_072110176,1,1,0.9402778148651123,0.8132269978523254,0.7977975010871887,0.015429450199007988,0.04506946727633476,0.21930544078350067
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__end,specimen_2__2025_04_10-16_18_24__1744294729_104152917,2,0,0.9866513013839722,0.4107379615306854,0.26199090480804443,0.15203741192817688,0.4193268120288849,0.7953686714172363
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__end,specimen_2__2025_04_10-16_18_24__1744294729_138015747,3,0,0.9846836924552917,0.3984016478061676,0.27477216720581055,0.11001366376876831,0.35965004563331604,0.661139726638794
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__start,specimen_2__2025_04_10-16_18_24__1744294710_272859334,1,1,0.9875386357307434,0.6715513467788696,0.18328522145748138,0.4882661700248718,0.5394431948661804,0.7539244294166565
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__start,specimen_2__2025_04_10-16_18_24__1744294710_305197238,2,0,0.9618442058563232,1.0422475337982178,0.6294153332710266,0.18122877180576324,0.23050238192081451,0.4535686671733856
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__start,specimen_2__2025_04_10-16_18_24__1744294710_339358568,3,0,0.9736111760139465,0.39678916335105896,0.2628400921821594,0.2782477140426636,0.31182926893234253,0.6174392700195312
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__end,specimen_2__2025_04_10-16_19_14__1744294778_204969882,1,1,0.9837191700935364,0.7022807002067566,0.3827822208404541,0.3194984793663025,0.4148905277252197,0.6970841288566589
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__end,specimen_2__2025_04_10-16_19_14__1744294778_239123582,2,0,0.9467207193374634,0.8150092959403992,0.42560088634490967,0.3950522541999817,0.3434143662452698,0.4434327483177185
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__end,specimen_2__2025_04_10-16_19_14__1744294778_271383523,3,0,0.9859954118728638,0.4190394878387451,0.26249822974205017,0.5151973366737366,0.4425610601902008,0.6712929606437683
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__start,specimen_2__2025_04_10-16_19_14__1744294760_539510250,1,1,0.9875386357307434,0.3861309885978699,0.2368146926164627,0.14931632578372955,0.4225166440010071,0.735163152217865
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__start,specimen_2__2025_04_10-16_19_14__1744294760_572758913,2,0,0.9675540328025818,0.4019699990749359,0.27263662219047546,0.13277167081832886,0.4113500416278839,0.4136812686920166
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__start,specimen_2__2025_04_10-16_19_14__1744294760_606107473,3,0,0.980131208896637,0.3894961476325989,0.3160875737667084,0.11782127618789673,0.2144150733947754,0.715397834777832
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__end,specimen_2__2025_04_10-16_19_14__1744294793_672878265,1,1,0.9748071432113647,0.4558497667312622,0.2789844870567322,0.17686524987220764,0.29256105422973633,0.4111427664756775
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__end,specimen_2__2025_04_10-16_19_14__1744294793_706162214,2,0,0.9859568476676941,0.5783914923667908,0.4719828963279724,0.07952576875686646,0.39468279480934143,0.5668712854385376
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__end,specimen_2__2025_04_10-16_19_14__1744294793_739244699,3,0,0.9753472805023193,0.6503233313560486,0.36601242423057556,0.3066766858100891,0.36047014594078064,0.5709057450294495
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__start,specimen_2__2025_04_10-16_19_14__1744294778_204969882,1,1,0.9837191700935364,0.7022807002067566,0.3827822208404541,0.3194984793663025,0.4148905277252197,0.6970841288566589
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__start,specimen_2__2025_04_10-16_19_14__1744294778_239123582,2,0,0.9467207193374634,0.8150092959403992,0.42560088634490967,0.3950522541999817,0.3434143662452698,0.4434327483177185
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__start,specimen_2__2025_04_10-16_19_14__1744294778_271383523,3,0,0.9859954118728638,0.4190394878387451,0.26249822974205017,0.5151973366737366,0.4425610601902008,0.6712929606437683
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_3__end,specimen_2__2025_04_10-16_19_14__1744294807_972584009,1,1,0.9875386357307434,0.47895193099975586,0.29203885793685913,0.18691308796405792,0.43224671483039856,0.7071003913879395
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_3__end,specimen_2__2025_04_10-16_19_14__1744294808_006241559,2,0,0.9448302984237671,0.699043333530426,0.5578432083129883,0.08347880095243454,0.1879812330007553,0.2950287461280823
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_3__end,specimen_2__2025_04_10-16_19_14__1744294808_039081096,3,0,0.980131208896637,0.3463878929615021,0.28611624240875244,0.09234550595283508,0.3056013286113739,0.43419086933135986
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_3__start,specimen_2__2025_04_10-16_19_14__1744294793_672878265,1,1,0.9748071432113647,0.4558497667312622,0.2789844870567322,0.17686524987220764,0.29256105422973633,0.4111427664756775
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_3__start,specimen_2__2025_04_10-16_19_14__1744294793_706162214,2,0,0.9859568476676941,0.5783914923667908,0.4719828963279724,0.07952576875686646,0.39468279480934143,0.5668712854385376
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_3__start,specimen_2__2025_04_10-16_19_14__1744294793_739244699,3,0,0.9753472805023193,0.6503233313560486,0.36601242423057556,0.3066766858100891,0.36047014594078064,0.5709057450294495
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_4__end,specimen_2__2025_04_10-16_19_14__1744294819_406353950,1,1,0.9875386357307434,0.33720284700393677,0.24946187436580658,0.087740957736969,0.3983854055404663,0.7097302079200745
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_4__end,specimen_2__2025_04_10-16_19_14__1744294819_439460754,2,0,0.975077211856842,0.4494642913341522,0.3695230782032013,0.1002965196967125,0.28844866156578064,0.36037376523017883
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_4__end,specimen_2__2025_04_10-16_19_14__1744294819_472425222,3,0,0.9793210029602051,0.2691637873649597,0.21189774572849274,0.08907429128885269,0.21825231611728668,0.4267149865627289
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_4__start,specimen_2__2025_04_10-16_19_14__1744294807_972584009,1,1,0.9875386357307434,0.47895193099975586,0.29203885793685913,0.18691308796405792,0.43224671483039856,0.7071003913879395
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_4__start,specimen_2__2025_04_10-16_19_14__1744294808_006241559,2,0,0.9448302984237671,0.699043333530426,0.5578432083129883,0.08347880095243454,0.1879812330007553,0.2950287461280823
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_4__start,specimen_2__2025_04_10-16_19_14__1744294808_039081096,3,0,0.980131208896637,0.3463878929615021,0.28611624240875244,0.09234550595283508,0.3056013286113739,0.43419086933135986
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_5__end,specimen_2__2025_04_10-16_19_14__1744294833_106097698,1,1,0.9869599342346191,0.3590448498725891,0.2455928474664688,0.1134520173072815,0.3727475106716156,0.590703010559082
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_5__end,specimen_2__2025_04_10-16_19_14__1744294833_139447212,2,0,0.9410493969917297,0.6769912242889404,0.5234856605529785,0.10869497060775757,0.20890894532203674,0.21192631125450134
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_5__end,specimen_2__2025_04_10-16_19_14__1744294833_172259569,3,0,0.9765046834945679,0.44709256291389465,0.4065372943878174,0.096311554312706,0.24988409876823425,0.5382173657417297
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_5__start,specimen_2__2025_04_10-16_19_14__1744294819_406353950,1,1,0.9875386357307434,0.33720284700393677,0.24946187436580658,0.087740957736969,0.3983854055404663,0.7097302079200745
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_5__start,specimen_2__2025_04_10-16_19_14__1744294819_439460754,2,0,0.975077211856842,0.4494642913341522,0.3695230782032013,0.1002965196967125,0.28844866156578064,0.36037376523017883
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_5__start,specimen_2__2025_04_10-16_19_14__1744294819_472425222,3,0,0.9793210029602051,0.2691637873649597,0.21189774572849274,0.08907429128885269,0.21825231611728668,0.4267149865627289
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_28_15,specimen_2__2025_04_10-16_28_15__Clip_1__start,specimen_2__2025_04_10-16_28_15__1744295308_372935295,1,1,0.9875386357307434,0.19846883416175842,0.09084629267454147,0.10762253403663635,0.5607771277427673,0.8347983360290527
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_28_15,specimen_2__2025_04_10-16_28_15__Clip_1__start,specimen_2__2025_04_10-16_28_15__1744295308_406017303,2,0,0.9389275312423706,0.2875503599643707,0.26010432839393616,0.014113709330558777,0.044402237981557846,0.3915276825428009
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_28_15,specimen_2__2025_04_10-16_28_15__Clip_1__start,specimen_2__2025_04_10-16_28_15__1744295308_437940120,3,0,0.971257746219635,0.15055496990680695,0.10944902151823044,0.04525789991021156,0.2363734245300293,0.47205543518066406
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_32_24,specimen_2__2025_04_10-16_32_24__Clip_1__start,specimen_2__2025_04_10-16_32_24__1744295550_138431787,1,1,0.9784336686134338,0.37705156207084656,0.3676265478134155,0.009425024501979351,0.08903823792934418,0.5264608263969421
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_32_24,specimen_2__2025_04_10-16_32_24__Clip_1__start,specimen_2__2025_04_10-16_32_24__1744295550_172932863,2,0,0.960069477558136,0.2364637553691864,0.13934627175331116,0.09233079850673676,0.4293515980243683,0.26931485533714294
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_32_24,specimen_2__2025_04_10-16_32_24__Clip_1__start,specimen_2__2025_04_10-16_32_24__1744295550_206134319,3,0,0.9849151968955994,0.22192738950252533,0.1337072253227234,0.07490520179271698,0.4216307997703552,0.7482542991638184
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_33_49,specimen_2__2025_04_10-16_33_49__Clip_1__end,specimen_2__2025_04_10-16_33_49__1744295654_906185388,1,1,0.9689429402351379,0.27216941118240356,0.14980845153331757,0.1223609447479248,0.2309524565935135,0.4404972195625305
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_33_49,specimen_2__2025_04_10-16_33_49__Clip_1__end,specimen_2__2025_04_10-16_33_49__1744295654_939115285,2,0,0.9318287372589111,0.3860011398792267,0.24175390601158142,0.04440556839108467,0.15255893766880035,0.40353164076805115
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_33_49,specimen_2__2025_04_10-16_33_49__Clip_1__end,specimen_2__2025_04_10-16_33_49__1744295654_972905158,3,0,0.9863040447235107,0.23729057610034943,0.07547643780708313,0.18100154399871826,0.6391336917877197,0.7500203847885132
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_33_49,specimen_2__2025_04_10-16_33_49__Clip_2__end,specimen_2__2025_04_10-16_33_49__1744295670_072286367,1,1,0.9762731790542603,0.2306816279888153,0.18780826032161713,0.042873382568359375,0.21754120290279388,0.47550249099731445
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_33_49,specimen_2__2025_04_10-16_33_49__Clip_2__end,specimen_2__2025_04_10-16_33_49__1744295670_105276823,2,0,0.992515504360199,0.23348993062973022,0.13863858580589294,0.11009657382965088,0.4325944185256958,0.6927348375320435
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_33_49,specimen_2__2025_04_10-16_33_49__Clip_2__end,specimen_2__2025_04_10-16_33_49__1744295670_139412641,3,0,0.9551697969436646,0.35938018560409546,0.2626884877681732,0.081571564078331,0.3731244206428528,0.2670346200466156
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_2,2025_04_10-16_33_49,specimen_2__2025_04_10-16_33_49__Clip_2__start,specimen_2__2025_04_10-16_33_49__1744295654_906185388,1,1,0.9689429402351379,0.27216941118240356,0.14980845153331757,0.1223609447479248,0.2309524565935135,0.4404972195625305
