variant,run,specimen,clip,metric,raw,vdpp,diff
current_frame_only,current_frame_only__seed2,specimen_2,Clip_1,hf_energy,0.3593880832195282,0.35529518127441406,-0.0041
current_frame_only,current_frame_only__seed2,specimen_2,Clip_1,depth_mc_mm,0.6792389750480652,0.6766822338104248,-0.0026
current_frame_only,current_frame_only__seed2,specimen_2,Clip_1,boundary_mc,2.070592164993286,2.066284418106079,-0.0043
current_frame_only,current_frame_only__seed2,specimen_2,Clip_2,mc_inconsistency,0.1696218103170395,0.16715742647647858,-0.0025
current_frame_only,current_frame_only__seed2,specimen_2,Clip_2,hf_energy,0.20475523173809052,0.2019345760345459,-0.0028
current_frame_only,current_frame_only__seed2,specimen_2,Clip_2,depth_mc_mm,0.5085680484771729,0.507273256778717,-0.0013
current_frame_only,current_frame_only__seed2,specimen_2,Clip_2,boundary_mc,1.6319979429244995,1.628638505935669,-0.0034
current_frame_only,current_frame_only__seed2,specimen_3,Clip_1,mc_inconsistency,0.29220718145370483,0.28482744097709656,-0.0074
current_frame_only,current_frame_only__seed2,specimen_3,Clip_1,hf_energy,0.39175698161125183,0.3850226104259491,-0.0067
current_frame_only,current_frame_only__seed2,specimen_3,Clip_1,depth_mc_mm,0.3514779210090637,0.352055162191391,0.0006
current_frame_only,current_frame_only__seed2,specimen_3,Clip_1,boundary_mc,2.092914581298828,2.022172689437866,-0.0707
full_history,full_history__seed0,specimen_1,Clip_1,mc_inconsistency,0.22409588098526,0.22413286566734314,0.0
full_history,full_history__seed0,specimen_1,Clip_1,hf_energy,0.26747986674308777,0.26748761534690857,0.0
full_history,full_history__seed0,specimen_1,Clip_1,depth_mc_mm,0.5591431260108948,0.559025764465332,-0.0001
full_history,full_history__seed0,specimen_1,Clip_1,boundary_mc,2.1851468086242676,2.1825923919677734,-0.0026
full_history,full_history__seed0,specimen_2,Clip_1,mc_inconsistency,0.2559393346309662,0.25619715452194214,0.0003
full_history,full_history__seed0,specimen_2,Clip_1,hf_energy,0.3593880832195282,0.3595026433467865,0.0001
full_history,full_history__seed0,specimen_2,Clip_1,depth_mc_mm,0.6792389750480652,0.6789218783378601,-0.0003
full_history,full_history__seed0,specimen_2,Clip_1,boundary_mc,2.070592164993286,2.0691616535186768,-0.0014
full_history,full_history__seed0,specimen_2,Clip_2,mc_inconsistency,0.1696218103170395,0.17022989690303802,0.0006
full_history,full_history__seed0,specimen_2,Clip_2,hf_energy,0.20475523173809052,0.2054927796125412,0.0007
full_history,full_history__seed0,specimen_2,Clip_2,depth_mc_mm,0.5085680484771729,0.509080708026886,0.0005
full_history,full_history__seed0,specimen_2,Clip_2,boundary_mc,1.6319979429244995,1.631306529045105,-0.0007
full_history,full_history__seed0,specimen_3,Clip_1,mc_inconsistency,0.29220718145370483,0.2918148934841156,-0.0004
full_history,full_history__seed0,specimen_3,Clip_1,hf_energy,0.39175698161125183,0.3923872709274292,0.0006
full_history,full_history__seed0,specimen_3,Clip_1,depth_mc_mm,0.3514779210090637,0.3528943657875061,0.0014
full_history,full_history__seed0,specimen_3,Clip_1,boundary_mc,2.092914581298828,2.0795516967773438,-0.0134
full_history,full_history__seed1,specimen_1,Clip_1,mc_inconsistency,0.22409588098526,0.2240961194038391,0.0
full_history,full_history__seed1,specimen_1,Clip_1,hf_energy,0.26747986674308777,0.26748034358024597,0.0
full_history,full_history__seed1,specimen_1,Clip_1,depth_mc_mm,0.5591431260108948,0.5591472387313843,0.0
full_history,full_history__seed1,specimen_1,Clip_1,boundary_mc,2.1851468086242676,2.1851470470428467,0.0
full_history,full_history__seed1,specimen_2,Clip_1,mc_inconsistency,0.2559393346309662,0.2559393346309662,0.0
full_history,full_history__seed1,specimen_2,Clip_1,hf_energy,0.3593880832195282,0.359388142824173,0.0
full_history,full_history__seed1,specimen_2,Clip_1,depth_mc_mm,0.6792389750480652,0.6792425513267517,0.0
full_history,full_history__seed1,specimen_2,Clip_1,boundary_mc,2.070592164993286,2.0705926418304443,0.0
full_history,full_history__seed1,specimen_2,Clip_2,mc_inconsistency,0.1696218103170395,0.16962192952632904,0.0
full_history,full_history__seed1,specimen_2,Clip_2,hf_energy,0.20475523173809052,0.2047557830810547,0.0
full_history,full_history__seed1,specimen_2,Clip_2,depth_mc_mm,0.5085680484771729,0.5085716843605042,0.0
full_history,full_history__seed1,specimen_2,Clip_2,boundary_mc,1.6319979429244995,1.6319975852966309,-0.0
full_history,full_history__seed1,specimen_3,Clip_1,mc_inconsistency,0.29220718145370483,0.29220736026763916,0.0
full_history,full_history__seed1,specimen_3,Clip_1,hf_energy,0.39175698161125183,0.3917574882507324,0.0
full_history,full_history__seed1,specimen_3,Clip_1,depth_mc_mm,0.3514779210090637,0.35148027539253235,0.0
full_history,full_history__seed1,specimen_3,Clip_1,boundary_mc,2.092914581298828,2.092914581298828,0.0
full_history,full_history__seed2,specimen_1,Clip_1,mc_inconsistency,0.22409588098526,0.22416076064109802,0.0001
full_history,full_history__seed2,specimen_1,Clip_1,hf_energy,0.26747986674308777,0.26767444610595703,0.0002
full_history,full_history__seed2,specimen_1,Clip_1,depth_mc_mm,0.5591431260108948,0.5598183870315552,0.0007
full_history,full_history__seed2,specimen_1,Clip_1,boundary_mc,2.1851468086242676,2.184906482696533,-0.0002
full_history,full_history__seed2,specimen_2,Clip_1,mc_inconsistency,0.2559393346309662,0.2558591663837433,-0.0001
full_history,full_history__seed2,specimen_2,Clip_1,hf_energy,0.3593880832195282,0.3595139682292938,0.0001
full_history,full_history__seed2,specimen_2,Clip_1,depth_mc_mm,0.6792389750480652,0.6794883012771606,0.0002
full_history,full_history__seed2,specimen_2,Clip_1,boundary_mc,2.070592164993286,2.071377754211426,0.0008
full_history,full_history__seed2,specimen_2,Clip_2,mc_inconsistency,0.1696218103170395,0.169701486825943,0.0001
full_history,full_history__seed2,specimen_2,Clip_2,hf_energy,0.20475523173809052,0.20499174296855927,0.0002
full_history,full_history__seed2,specimen_2,Clip_2,depth_mc_mm,0.5085680484771729,0.5090153813362122,0.0004
full_history,full_history__seed2,specimen_2,Clip_2,boundary_mc,1.6319979429244995,1.6327866315841675,0.0008
full_history,full_history__seed2,specimen_3,Clip_1,mc_inconsistency,0.29220718145370483,0.3038923442363739,0.0117
full_history,full_history__seed2,specimen_3,Clip_1,hf_energy,0.39175698161125183,0.41458168625831604,0.0228
full_history,full_history__seed2,specimen_3,Clip_1,depth_mc_mm,0.3514779210090637,0.3581562936306,0.0067
full_history,full_history__seed2,specimen_3,Clip_1,boundary_mc,2.092914581298828,2.013852119445801,-0.0791
shuffled_history,shuffled_history__seed0,specimen_1,Clip_1,mc_inconsistency,0.22409588098526,0.2242274135351181,0.0001
shuffled_history,shuffled_history__seed0,specimen_1,Clip_1,hf_energy,0.26747986674308777,0.26781269907951355,0.0003
shuffled_history,shuffled_history__seed0,specimen_1,Clip_1,depth_mc_mm,0.5591431260108948,0.5606367588043213,0.0015
shuffled_history,shuffled_history__seed0,specimen_1,Clip_1,boundary_mc,2.1851468086242676,2.1842308044433594,-0.0009
shuffled_history,shuffled_history__seed0,specimen_2,Clip_1,mc_inconsistency,0.2559393346309662,0.25590309500694275,-0.0
shuffled_history,shuffled_history__seed0,specimen_2,Clip_1,hf_energy,0.3593880832195282,0.359493225812912,0.0001
shuffled_history,shuffled_history__seed0,specimen_2,Clip_1,depth_mc_mm,0.6792389750480652,0.680094838142395,0.0009
shuffled_history,shuffled_history__seed0,specimen_2,Clip_1,boundary_mc,2.070592164993286,2.0697929859161377,-0.0008
shuffled_history,shuffled_history__seed0,specimen_2,Clip_2,mc_inconsistency,0.1696218103170395,0.16985395550727844,0.0002
shuffled_history,shuffled_history__seed0,specimen_2,Clip_2,hf_energy,0.20475523173809052,0.20517171919345856,0.0004
shuffled_history,shuffled_history__seed0,specimen_2,Clip_2,depth_mc_mm,0.5085680484771729,0.5098350644111633,0.0013
shuffled_history,shuffled_history__seed0,specimen_2,Clip_2,boundary_mc,1.6319979429244995,1.631843090057373,-0.0002
shuffled_history,shuffled_history__seed0,specimen_3,Clip_1,mc_inconsistency,0.29220718145370483,0.28962597250938416,-0.0026
shuffled_history,shuffled_history__seed0,specimen_3,Clip_1,hf_energy,0.39175698161125183,0.3919784128665924,0.0002
shuffled_history,shuffled_history__seed0,specimen_3,Clip_1,depth_mc_mm,0.3514779210090637,0.3523836135864258,0.0009
shuffled_history,shuffled_history__seed0,specimen_3,Clip_1,boundary_mc,2.092914581298828,2.0446343421936035,-0.0483
shuffled_history,shuffled_history__seed1,specimen_1,Clip_1,mc_inconsistency,0.22409588098526,0.2240317165851593,-0.0001
shuffled_history,shuffled_history__seed1,specimen_1,Clip_1,hf_energy,0.26747986674308777,0.2674734890460968,-0.0
shuffled_history,shuffled_history__seed1,specimen_1,Clip_1,depth_mc_mm,0.5591431260108948,0.5583285093307495,-0.0008
shuffled_history,shuffled_history__seed1,specimen_1,Clip_1,boundary_mc,2.1851468086242676,2.183971881866455,-0.0012
shuffled_history,shuffled_history__seed1,specimen_2,Clip_1,mc_inconsistency,0.2559393346309662,0.25575965642929077,-0.0002
shuffled_history,shuffled_history__seed1,specimen_2,Clip_1,hf_energy,0.3593880832195282,0.35919058322906494,-0.0002
shuffled_history,shuffled_history__seed1,specimen_2,Clip_1,depth_mc_mm,0.6792389750480652,0.6774067878723145,-0.0018
shuffled_history,shuffled_history__seed1,specimen_2,Clip_1,boundary_mc,2.070592164993286,2.0692670345306396,-0.0013
shuffled_history,shuffled_history__seed1,specimen_2,Clip_2,mc_inconsistency,0.1696218103170395,0.16959457099437714,-0.0
shuffled_history,shuffled_history__seed1,specimen_2,Clip_2,hf_energy,0.20475523173809052,0.20470140874385834,-0.0001
shuffled_history,shuffled_history__seed1,specimen_2,Clip_2,depth_mc_mm,0.5085680484771729,0.507445216178894,-0.0011
shuffled_history,shuffled_history__seed1,specimen_2,Clip_2,boundary_mc,1.6319979429244995,1.630821704864502,-0.0012
shuffled_history,shuffled_history__seed1,specimen_3,Clip_1,mc_inconsistency,0.29220718145370483,0.299844890832901,0.0076
shuffled_history,shuffled_history__seed1,specimen_3,Clip_1,hf_energy,0.39175698161125183,0.40914463996887207,0.0174
shuffled_history,shuffled_history__seed1,specimen_3,Clip_1,depth_mc_mm,0.3514779210090637,0.3540656864643097,0.0026
shuffled_history,shuffled_history__seed1,specimen_3,Clip_1,boundary_mc,2.092914581298828,2.0511274337768555,-0.0418
shuffled_history,shuffled_history__seed2,specimen_1,Clip_1,mc_inconsistency,0.22409588098526,0.22409836947917938,0.0
shuffled_history,shuffled_history__seed2,specimen_1,Clip_1,hf_energy,0.26747986674308777,0.2674925625324249,0.0
shuffled_history,shuffled_history__seed2,specimen_1,Clip_1,depth_mc_mm,0.5591431260108948,0.5592904090881348,0.0001
shuffled_history,shuffled_history__seed2,specimen_1,Clip_1,boundary_mc,2.1851468086242676,2.185133218765259,-0.0
shuffled_history,shuffled_history__seed2,specimen_2,Clip_1,mc_inconsistency,0.2559393346309662,0.25589245557785034,-0.0
shuffled_history,shuffled_history__seed2,specimen_2,Clip_1,hf_energy,0.3593880832195282,0.35937896370887756,-0.0
shuffled_history,shuffled_history__seed2,specimen_2,Clip_1,depth_mc_mm,0.6792389750480652,0.6793922781944275,0.0002
shuffled_history,shuffled_history__seed2,specimen_2,Clip_1,boundary_mc,2.070592164993286,2.0708537101745605,0.0003
shuffled_history,shuffled_history__seed2,specimen_2,Clip_2,mc_inconsistency,0.1696218103170395,0.16961868107318878,-0.0
shuffled_history,shuffled_history__seed2,specimen_2,Clip_2,hf_energy,0.20475523173809052,0.20475374162197113,-0.0
shuffled_history,shuffled_history__seed2,specimen_2,Clip_2,depth_mc_mm,0.5085680484771729,0.5087449550628662,0.0002
shuffled_history,shuffled_history__seed2,specimen_2,Clip_2,boundary_mc,1.6319979429244995,1.6321741342544556,0.0002
shuffled_history,shuffled_history__seed2,specimen_3,Clip_1,mc_inconsistency,0.29220718145370483,0.2926308512687683,0.0004
shuffled_history,shuffled_history__seed2,specimen_3,Clip_1,hf_energy,0.39175698161125183,0.3940901458263397,0.0023
shuffled_history,shuffled_history__seed2,specimen_3,Clip_1,depth_mc_mm,0.3514779210090637,0.353231281042099,0.0018
shuffled_history,shuffled_history__seed2,specimen_3,Clip_1,boundary_mc,2.092914581298828,2.019681930541992,-0.0732
