backbone,sequence,age_frames,method,frames,epe,gt_tce,nr_tce,stereo_photo,temporal_photo
CREStereo,dataset_2_keyframe_3,0,raw,1094,0.24677711145152068,,,,
CREStereo,dataset_2_keyframe_3,1,h4,1086,0.2460650668384898,0.03996987939817812,0.004314780657549092,0.011725692236804688,0.009155198565707715
CREStereo,dataset_2_keyframe_3,1,immutable,1086,0.25378114331771695,0.05359378477738815,0.0052365839173320146,0.011862030114404046,0.009155198565707715
CREStereo,dataset_2_keyframe_3,1,raw,1086,0.24731209808402527,0.04418646889961715,0.004957305915100285,0.011711827341109704,0.009155198565707715
CREStereo,dataset_2_keyframe_3,2,h4,1086,0.2460650668384898,0.047001001766062936,0.007533228313523196,0.011725692236804688,0.010831000314717015
CREStereo,dataset_2_keyframe_3,2,immutable,1086,0.25378114331771695,0.059453239961263823,0.00814805623512202,0.011862030114404046,0.010831000314717015
CREStereo,dataset_2_keyframe_3,2,raw,1086,0.24731209808402527,0.04833799463852354,0.007910070012892853,0.011711827341109704,0.010831000314717015
CREStereo,dataset_2_keyframe_3,4,h4,1086,0.2460650668384898,0.05264831615439844,0.013693835128595695,0.011725692236804688,0.014084897083920281
CREStereo,dataset_2_keyframe_3,4,immutable,1086,0.25378114331771695,0.06918025108381073,0.014121742601571695,0.011862030114404046,0.014084897083920281
CREStereo,dataset_2_keyframe_3,4,raw,1086,0.24731209808402527,0.053227443390324446,0.013950484132023357,0.011711827341109704,0.014084897083920281
CREStereo,dataset_2_keyframe_3,8,h4,1086,0.2460650668384898,0.06376729264047094,0.02561082560460554,0.011725692236804688,0.02067692181146505
CREStereo,dataset_2_keyframe_3,8,immutable,1086,0.25378114331771695,0.08756500899500103,0.025713776932493545,0.011862030114404046,0.02067692181146505
CREStereo,dataset_2_keyframe_3,8,raw,1086,0.24731209808402527,0.06314893171638486,0.025858802398545606,0.011711827341109704,0.02067692181146505
CREStereo,dataset_2_keyframe_4,0,h4,1846,0.31060548897849,,,,
CREStereo,dataset_2_keyframe_4,0,immutable,1846,0.3320044872717748,,,,
CREStereo,dataset_2_keyframe_4,0,raw,1846,0.3260217858966838,,,,
CREStereo,dataset_2_keyframe_4,1,h4,1838,0.3069428825952996,0.03340255395339343,0.0036954558316883265,0.01926782222192321,0.01367551086589582
CREStereo,dataset_2_keyframe_4,1,immutable,1838,0.328827220382768,0.03500081706608009,0.004377348717991373,0.01946241336113916,0.01367551086589582
CREStereo,dataset_2_keyframe_4,1,raw,1838,0.32278599147981535,0.026941392365119415,0.004170616577867907,0.0191300769281716,0.01367551086589582
CREStereo,dataset_2_keyframe_4,2,h4,1838,0.3069428825952996,0.042481573070449176,0.0071795241943189295,0.01926782222192321,0.016019716871415145
CREStereo,dataset_2_keyframe_4,2,immutable,1838,0.328827220382768,0.04023879903061435,0.007694601786569434,0.01946241336113916,0.016019716871415145
CREStereo,dataset_2_keyframe_4,2,raw,1838,0.32278599147981535,0.029481207786697636,0.007491060858637178,0.0191300769281716,0.016019716871415145
CREStereo,dataset_2_keyframe_4,4,h4,1838,0.3069428825952996,0.038628740578772795,0.014027568337278697,0.01926782222192321,0.020766709283249384
CREStereo,dataset_2_keyframe_4,4,immutable,1838,0.328827220382768,0.04909216900973284,0.014325548312036076,0.01946241336113916,0.020766709283249384
CREStereo,dataset_2_keyframe_4,4,raw,1838,0.32278599147981535,0.033278632178102716,0.014272740482584124,0.0191300769281716,0.020766709283249384
CREStereo,dataset_2_keyframe_4,8,h4,1838,0.3069428825952996,0.052135328584910115,0.027277493027145425,0.01926782222192321,0.030992583245247785
CREStereo,dataset_2_keyframe_4,8,immutable,1838,0.328827220382768,0.06760825182160994,0.027302768439729647,0.01946241336113916,0.030992583245247785
CREStereo,dataset_2_keyframe_4,8,raw,1838,0.32278599147981535,0.04131201368577205,0.027616513388028452,0.0191300769281716,0.030992583245247785
Fast-FoundationStereo,dataset_2_keyframe_2,0,h4,1022,0.2191177969581804,,,,
Fast-FoundationStereo,dataset_2_keyframe_2,0,immutable,1022,0.22459290875364704,,,,
Fast-FoundationStereo,dataset_2_keyframe_2,0,raw,1022,0.2258796167544985,,,,
Fast-FoundationStereo,dataset_2_keyframe_2,1,h4,1014,0.22891263836559883,0.021165861919442516,0.0028434203535455884,0.015009282227597112,0.011317167282896019
Fast-FoundationStereo,dataset_2_keyframe_2,1,immutable,1014,0.23413859523399708,0.029986571373328087,0.003478501872177533,0.015051705256900793,0.011317167282896019
Fast-FoundationStereo,dataset_2_keyframe_2,1,raw,1014,0.23596155229357182,0.025591105859406525,0.003365954093950192,0.014994064984772633,0.011317167282896019
Fast-FoundationStereo,dataset_2_keyframe_2,2,h4,1014,0.22891263836559883,0.02634874613335102,0.005338537529708634,0.015009282227597112,0.013521909453652529
Fast-FoundationStereo,dataset_2_keyframe_2,2,immutable,1014,0.23413859523399708,0.032666625901576096,0.0056925078970564424,0.015051705256900793,0.013521909453652529
Fast-FoundationStereo,dataset_2_keyframe_2,2,raw,1014,0.23596155229357182,0.028269707596235587,0.005661457383290496,0.014994064984772633,0.013521909453652529
Fast-FoundationStereo,dataset_2_keyframe_2,4,h4,1014,0.22891263836559883,0.03060173256735849,0.010208633153495994,0.015009282227597112,0.017156663676074078
Fast-FoundationStereo,dataset_2_keyframe_2,4,immutable,1014,0.23413859523399708,0.03618067689859398,0.010271904008235438,0.015051705256900793,0.017156663676074078
Fast-FoundationStereo,dataset_2_keyframe_2,4,raw,1014,0.23596155229357182,0.031540022526561906,0.010423164414436106,0.014994064984772633,0.017156663676074078
Fast-FoundationStereo,dataset_2_keyframe_2,8,h4,1014,0.22891263836559883,0.040802807351626065,0.019543072756095327,0.015009282227597112,0.026125024168071838
Fast-FoundationStereo,dataset_2_keyframe_2,8,immutable,1014,0.23413859523399708,0.044426830764585035,0.0193553496323551,0.015051705256900793,0.026125024168071838
Fast-FoundationStereo,dataset_2_keyframe_2,8,raw,1014,0.23596155229357182,0.03909766849255269,0.019754762085835313,0.014994064984772633,0.026125024168071838
Fast-FoundationStereo,dataset_2_keyframe_3,0,h4,1094,0.25170789479682576,,,,
Fast-FoundationStereo,dataset_2_keyframe_3,0,immutable,1094,0.25800799550978276,,,,
Fast-FoundationStereo,dataset_2_keyframe_3,0,raw,1094,0.2528891169533167,,,,
Fast-FoundationStereo,dataset_2_keyframe_3,1,h4,1086,0.25222472333633933,0.03860709062359127,0.004238350242524995,0.011780358794546256,0.009155198565707715
Fast-FoundationStereo,dataset_2_keyframe_3,1,immutable,1086,0.2587336966600442,0.051619874806144654,0.005120169906455041,0.011900601351902577,0.009155198565707715
Fast-FoundationStereo,dataset_2_keyframe_3,1,raw,1086,0.25353146073186644,0.04231218567048346,0.00484274427700549,0.01177052433732976,0.009155198565707715
Fast-FoundationStereo,dataset_2_keyframe_3,2,h4,1086,0.25222472333633933,0.04580987522787729,0.007487982556650497,0.011780358794546256,0.010831000314717015
Fast-FoundationStereo,dataset_2_keyframe_3,2,immutable,1086,0.2587336966600442,0.057558027131006724,0.008083764080248036,0.011900601351902577,0.010831000314717015
Fast-FoundationStereo,dataset_2_keyframe_3,2,raw,1086,0.25353146073186644,0.04667374957602542,0.007848555093199754,0.01177052433732976,0.010831000314717015
Fast-FoundationStereo,dataset_2_keyframe_3,4,h4,1086,0.25222472333633933,0.052821299214785386,0.013715314150542295,0.011780358794546256,0.014084897083920281
Fast-FoundationStereo,dataset_2_keyframe_3,4,immutable,1086,0.2587336966600442,0.06886353809778972,0.014155028837346668,0.011900601351902577,0.014084897083920281
Fast-FoundationStereo,dataset_2_keyframe_3,4,raw,1086,0.25353146073186644,0.053233913821701936,0.013986397440999238,0.01177052433732976,0.014084897083920281
Fast-FoundationStereo,dataset_2_keyframe_3,8,h4,1086,0.25222472333633933,0.06490084653199667,0.025646119311739303,0.011780358794546256,0.02067692181146505
Fast-FoundationStereo,dataset_2_keyframe_3,8,immutable,1086,0.2587336966600442,0.08753428137283822,0.02581202707106073,0.011900601351902577,0.02067692181146505
Fast-FoundationStereo,dataset_2_keyframe_3,8,raw,1086,0.25353146073186644,0.06369569478776178,0.02590092548795657,0.01177052433732976,0.02067692181146505
Fast-FoundationStereo,dataset_2_keyframe_4,0,h4,1846,0.3233086975406842,,,,
Fast-FoundationStereo,dataset_2_keyframe_4,0,immutable,1846,0.3451570450036857,,,,
Fast-FoundationStereo,dataset_2_keyframe_4,0,raw,1846,0.33868677906064093,,,,
Fast-FoundationStereo,dataset_2_keyframe_4,1,h4,1838,0.31972988447006534,0.03089696274373285,0.0036020249975830237,0.01931343712214694,0.01367551086589582
Fast-FoundationStereo,dataset_2_keyframe_4,1,immutable,1838,0.34208993373006535,0.029798766447356764,0.004139587340418826,0.019496599841896552,0.01367551086589582
Fast-FoundationStereo,dataset_2_keyframe_4,1,raw,1838,0.33555909503443637,0.022155518119721804,0.003950632308879167,0.01918788090295532,0.01367551086589582
Fast-FoundationStereo,dataset_2_keyframe_4,2,h4,1838,0.31972988447006534,0.040024241159898284,0.00709236068433737,0.01931343712214694,0.016019716871415145
Fast-FoundationStereo,dataset_2_keyframe_4,2,immutable,1838,0.34208993373006535,0.03616787188987634,0.007638025788106677,0.019496599841896552,0.016019716871415145
Fast-FoundationStereo,dataset_2_keyframe_4,2,raw,1838,0.33555909503443637,0.025259036954456124,0.007355158209317484,0.01918788090295532,0.016019716871415145
Fast-FoundationStereo,dataset_2_keyframe_4,4,h4,1838,0.31972988447006534,0.03669862878834133,0.013960039065467701,0.01931343712214694,0.020766709283249384
Fast-FoundationStereo,dataset_2_keyframe_4,4,immutable,1838,0.34208993373006535,0.045715451912847385,0.014418883473820511,0.019496599841896552,0.020766709283249384
Fast-FoundationStereo,dataset_2_keyframe_4,4,raw,1838,0.33555909503443637,0.029873529611701033,0.014188433078455718,0.01918788090295532,0.020766709283249384
Fast-FoundationStereo,dataset_2_keyframe_4,8,h4,1838,0.31972988447006534,0.05122404946129341,0.02723458783339265,0.01931343712214694,0.030992583245247785
Fast-FoundationStereo,dataset_2_keyframe_4,8,immutable,1838,0.34208993373006535,0.06569643252506306,0.027239405080492912,0.019496599841896552,0.030992583245247785
Fast-FoundationStereo,dataset_2_keyframe_4,8,raw,1838,0.33555909503443637,0.039329100185389126,0.027577022937296428,0.01918788090295532,0.030992583245247785
RAFT-Stereo,dataset_2_keyframe_2,0,h4,1022,0.2129285632272088,,,,
RAFT-Stereo,dataset_2_keyframe_2,0,immutable,1022,0.2195300586549501,,,,
RAFT-Stereo,dataset_2_keyframe_2,0,raw,1022,0.2200036100830005,,,,
RAFT-Stereo,dataset_2_keyframe_2,1,h4,1014,0.2225980700301931,0.023540423572844967,0.002983915275875332,0.01491370683680853,0.011317167282896019
RAFT-Stereo,dataset_2_keyframe_2,1,immutable,1014,0.2292741878999478,0.03414012682575491,0.003779497636440542,0.014960731569910861,0.011317167282896019
RAFT-Stereo,dataset_2_keyframe_2,1,raw,1014,0.23014390835014545,0.02992955546151393,0.0036572149790246567,0.014897375865849424,0.011317167282896019
RAFT-Stereo,dataset_2_keyframe_2,2,h4,1014,0.2225980700301931,0.029147657528351367,0.00548799379319754,0.01491370683680853,0.013521909453652529
RAFT-Stereo,dataset_2_keyframe_2,2,immutable,1014,0.2292741878999478,0.036693496798669435,0.005914144853542311,0.014960731569910861,0.013521909453652529
RAFT-Stereo,dataset_2_keyframe_2,2,raw,1014,0.23014390835014545,0.03205425520509736,0.00588581288878709,0.014897375865849424,0.013521909453652529
RAFT-Stereo,dataset_2_keyframe_2,4,h4,1014,0.2225980700301931,0.032981043152495206,0.010321011190065656,0.01491370683680853,0.017156663676074078
RAFT-Stereo,dataset_2_keyframe_2,4,immutable,1014,0.2292741878999478,0.03963529093169626,0.010394976568197056,0.014960731569910861,0.017156663676074078
RAFT-Stereo,dataset_2_keyframe_2,4,raw,1014,0.23014390835014545,0.035185650766086166,0.01056891980434674,0.014897375865849424,0.017156663676074078
RAFT-Stereo,dataset_2_keyframe_2,8,h4,1014,0.2225980700301931,0.04223013884435434,0.019624441939608914,0.01491370683680853,0.026125024168071838
RAFT-Stereo,dataset_2_keyframe_2,8,immutable,1014,0.2292741878999478,0.047202419450653677,0.0194181378399235,0.014960731569910861,0.026125024168071838
RAFT-Stereo,dataset_2_keyframe_2,8,raw,1014,0.23014390835014545,0.04148798262393609,0.019823479486944812,0.014897375865849424,0.026125024168071838
RAFT-Stereo,dataset_2_keyframe_3,0,h4,1094,0.24778788694619439,,,,
RAFT-Stereo,dataset_2_keyframe_3,0,immutable,1094,0.25671006596530893,,,,
RAFT-Stereo,dataset_2_keyframe_3,0,raw,1094,0.24789363022324465,,,,
RAFT-Stereo,dataset_2_keyframe_3,1,h4,1086,0.24824601207331237,0.04297589139031915,0.004313546834917814,0.01174536199274164,0.009155198565707715
RAFT-Stereo,dataset_2_keyframe_3,1,immutable,1086,0.2573806754093222,0.057733151934336153,0.005207018255405152,0.011878635680108359,0.009155198565707715
RAFT-Stereo,dataset_2_keyframe_3,1,raw,1086,0.2484646279257076,0.04717428603798335,0.004897110391209977,0.011724613464571878,0.009155198565707715
RAFT-Stereo,dataset_2_keyframe_3,2,h4,1086,0.24824601207331237,0.05083577973606576,0.007576031230552626,0.01174536199274164,0.010831000314717015
RAFT-Stereo,dataset_2_keyframe_3,2,immutable,1086,0.2573806754093222,0.06381299512844579,0.008195290528366298,0.011878635680108359,0.010831000314717015
RAFT-Stereo,dataset_2_keyframe_3,2,raw,1086,0.2484646279257076,0.051368616922708984,0.007905551013734465,0.011724613464571878,0.010831000314717015
RAFT-Stereo,dataset_2_keyframe_3,4,h4,1086,0.24824601207331237,0.05773654106643941,0.01379411241653752,0.01174536199274164,0.014084897083920281
RAFT-Stereo,dataset_2_keyframe_3,4,immutable,1086,0.2573806754093222,0.07452293927559092,0.014230484383641677,0.011878635680108359,0.014084897083920281
RAFT-Stereo,dataset_2_keyframe_3,4,raw,1086,0.2484646279257076,0.056931087343115805,0.01400487308995148,0.011724613464571878,0.014084897083920281
RAFT-Stereo,dataset_2_keyframe_3,8,h4,1086,0.24824601207331237,0.0690719120583421,0.02573674869208508,0.01174536199274164,0.02067692181146505
RAFT-Stereo,dataset_2_keyframe_3,8,immutable,1086,0.2573806754093222,0.09314511018104402,0.025867161996456146,0.011878635680108359,0.02067692181146505
RAFT-Stereo,dataset_2_keyframe_3,8,raw,1086,0.2484646279257076,0.06648757845043862,0.025908213045763715,0.011724613464571878,0.02067692181146505
RAFT-Stereo,dataset_2_keyframe_4,0,h4,1846,0.3234466741442057,,,,
RAFT-Stereo,dataset_2_keyframe_4,0,immutable,1846,0.3462738998275874,,,,
RAFT-Stereo,dataset_2_keyframe_4,0,raw,1846,0.3394415590250435,,,,
RAFT-Stereo,dataset_2_keyframe_4,1,h4,1838,0.31981139592932684,0.03346950431444013,0.003680841565238029,0.019328301433178957,0.01367551086589582
RAFT-Stereo,dataset_2_keyframe_4,1,immutable,1838,0.34316111461095183,0.035307648715012484,0.0043199135710601,0.019542923677664328,0.01367551086589582
RAFT-Stereo,dataset_2_keyframe_4,1,raw,1838,0.3362573608210141,0.026629968763823404,0.0041041446064608396,0.019203407051531857,0.01367551086589582
RAFT-Stereo,dataset_2_keyframe_4,2,h4,1838,0.31981139592932684,0.042820229070915074,0.00716653028728497,0.019328301433178957,0.016019716871415145
RAFT-Stereo,dataset_2_keyframe_4,2,immutable,1838,0.34316111461095183,0.04125523672804271,0.007703213177309489,0.019542923677664328,0.016019716871415145
RAFT-Stereo,dataset_2_keyframe_4,2,raw,1838,0.3362573608210141,0.029674860486844486,0.007449341497104411,0.019203407051531857,0.016019716871415145
RAFT-Stereo,dataset_2_keyframe_4,4,h4,1838,0.31981139592932684,0.0395033248672127,0.014008989368714081,0.019328301433178957,0.020766709283249384
RAFT-Stereo,dataset_2_keyframe_4,4,immutable,1838,0.34316111461095183,0.05081714643784088,0.014440631777148409,0.019542923677664328,0.020766709283249384
RAFT-Stereo,dataset_2_keyframe_4,4,raw,1838,0.3362573608210141,0.0337225795815799,0.014237804248221365,0.019203407051531857,0.020766709283249384
RAFT-Stereo,dataset_2_keyframe_4,8,h4,1838,0.31981139592932684,0.0528013410540769,0.027251565130829193,0.019328301433178957,0.030992583245247785
RAFT-Stereo,dataset_2_keyframe_4,8,immutable,1838,0.34316111461095183,0.07022714178322273,0.027299469076561608,0.019542923677664328,0.030992583245247785
RAFT-Stereo,dataset_2_keyframe_4,8,raw,1838,0.3362573608210141,0.04217251988137464,0.027574353083799148,0.019203407051531857,0.030992583245247785
S2M2-S,dataset_2_keyframe_2,0,h4,1022,0.23639698927527508,,,,
S2M2-S,dataset_2_keyframe_2,0,immutable,1022,0.2408954803599757,,,,
S2M2-S,dataset_2_keyframe_2,0,raw,1022,0.2398536218751121,,,,
S2M2-S,dataset_2_keyframe_2,1,h4,1014,0.24270276514532335,0.021549134783806344,0.0029046100864053926,0.015000919244428727,0.011317167282896019
S2M2-S,dataset_2_keyframe_2,1,immutable,1014,0.24753329168523505,0.030668251271434074,0.0036035153718617426,0.015037946182385891,0.011317167282896019
S2M2-S,dataset_2_keyframe_2,1,raw,1014,0.24652783644620252,0.02621329026343933,0.0034688281754022064,0.014962952375930462,0.011317167282896019
S2M2-S,dataset_2_keyframe_2,2,h4,1014,0.24270276514532335,0.027235445453697164,0.005365083282206094,0.015000919244428727,0.013521909453652529
S2M2-S,dataset_2_keyframe_2,2,immutable,1014,0.24753329168523505,0.03376098672649935,0.005747354665044165,0.015037946182385891,0.013521909453652529
S2M2-S,dataset_2_keyframe_2,2,raw,1014,0.24652783644620252,0.029447343057061842,0.005708555417625285,0.014962952375930462,0.013521909453652529
S2M2-S,dataset_2_keyframe_2,4,h4,1014,0.24270276514532335,0.032867484281440595,0.010207499490911017,0.015000919244428727,0.017156663676074078
S2M2-S,dataset_2_keyframe_2,4,immutable,1014,0.24753329168523505,0.03839100204452641,0.010275066878623893,0.015037946182385891,0.017156663676074078
S2M2-S,dataset_2_keyframe_2,4,raw,1014,0.24652783644620252,0.03368564720957582,0.010428891401910072,0.014962952375930462,0.017156663676074078
S2M2-S,dataset_2_keyframe_2,8,h4,1014,0.24270276514532335,0.044634020764712984,0.019474962402661514,0.015000919244428727,0.026125024168071838
S2M2-S,dataset_2_keyframe_2,8,immutable,1014,0.24753329168523505,0.048387712890003855,0.019265549718411,0.015037946182385891,0.026125024168071838
S2M2-S,dataset_2_keyframe_2,8,raw,1014,0.24652783644620252,0.04302199357275155,0.019682233930526528,0.014962952375930462,0.026125024168071838
S2M2-S,dataset_2_keyframe_3,0,h4,1094,0.24822148462745447,,,,
S2M2-S,dataset_2_keyframe_3,0,immutable,1094,0.2526098251740327,,,,
S2M2-S,dataset_2_keyframe_3,0,raw,1094,0.24656748580408147,,,,
S2M2-S,dataset_2_keyframe_3,1,h4,1086,0.24844981988014933,0.037036070192231416,0.004231361935843986,0.011835743277873295,0.009155198565707715
S2M2-S,dataset_2_keyframe_3,1,immutable,1086,0.2531305115040525,0.04884059383689593,0.005021783434827613,0.011930786913470316,0.009155198565707715
S2M2-S,dataset_2_keyframe_3,1,raw,1086,0.24698874621836378,0.03967237302545085,0.004761053107224051,0.011799513958347628,0.009155198565707715
S2M2-S,dataset_2_keyframe_3,2,h4,1086,0.24844981988014933,0.04402940666058194,0.007456269698679718,0.011835743277873295,0.010831000314717015
S2M2-S,dataset_2_keyframe_3,2,immutable,1086,0.2531305115040525,0.0554062564727257,0.008005950159330947,0.011930786913470316,0.010831000314717015
S2M2-S,dataset_2_keyframe_3,2,raw,1086,0.24698874621836378,0.044192857072356255,0.007773197477344881,0.011799513958347628,0.010831000314717015
S2M2-S,dataset_2_keyframe_3,4,h4,1086,0.24844981988014933,0.04987049047112274,0.01364184699356202,0.011835743277873295,0.014084897083920281
S2M2-S,dataset_2_keyframe_3,4,immutable,1086,0.2531305115040525,0.06586372909263839,0.01401421377594922,0.011930786913470316,0.014084897083920281
S2M2-S,dataset_2_keyframe_3,4,raw,1086,0.24698874621836378,0.04962231825506279,0.013860323639348587,0.011799513958347628,0.014084897083920281
S2M2-S,dataset_2_keyframe_3,8,h4,1086,0.24844981988014933,0.062236283075918816,0.0256341732970277,0.011835743277873295,0.02067692181146505
S2M2-S,dataset_2_keyframe_3,8,immutable,1086,0.2531305115040525,0.08404615963643941,0.02562610912936783,0.011930786913470316,0.02067692181146505
S2M2-S,dataset_2_keyframe_3,8,raw,1086,0.24698874621836378,0.060571184326867394,0.025826694830819886,0.011799513958347628,0.02067692181146505
S2M2-S,dataset_2_keyframe_4,0,h4,1846,0.3090114509005875,,,,
S2M2-S,dataset_2_keyframe_4,0,immutable,1846,0.33065848414583315,,,,
S2M2-S,dataset_2_keyframe_4,0,raw,1846,0.3248440994963585,,,,
S2M2-S,dataset_2_keyframe_4,1,h4,1838,0.3051971677420821,0.03360910658082426,0.0037530122581078463,0.019357305868422287,0.01367551086589582
S2M2-S,dataset_2_keyframe_4,1,immutable,1838,0.3273198387464088,0.03538259582654179,0.004449324593553366,0.01956875757213792,0.01367551086589582
S2M2-S,dataset_2_keyframe_4,1,raw,1838,0.32144958818623265,0.026910512847262678,0.004246396948695109,0.019236329531286372,0.01367551086589582
S2M2-S,dataset_2_keyframe_4,2,h4,1838,0.3051971677420821,0.04333296513296109,0.007277674322328463,0.019357305868422287,0.016019716871415145
S2M2-S,dataset_2_keyframe_4,2,immutable,1838,0.3273198387464088,0.04153258494599241,0.007849574457616637,0.01956875757213792,0.016019716871415145
S2M2-S,dataset_2_keyframe_4,2,raw,1838,0.32144958818623265,0.030388003200777107,0.007618411944872903,0.019236329531286372,0.016019716871415145
S2M2-S,dataset_2_keyframe_4,4,h4,1838,0.3051971677420821,0.0400669821333026,0.014205710921457405,0.019357305868422287,0.020766709283249384
S2M2-S,dataset_2_keyframe_4,4,immutable,1838,0.3273198387464088,0.05132502101323809,0.014614924605533647,0.01956875757213792,0.020766709283249384
S2M2-S,dataset_2_keyframe_4,4,raw,1838,0.32144958818623265,0.03549040121445037,0.0144671809700073,0.019236329531286372,0.020766709283249384
S2M2-S,dataset_2_keyframe_4,8,h4,1838,0.3051971677420821,0.05390016678877066,0.027584975908461467,0.019357305868422287,0.030992583245247785
S2M2-S,dataset_2_keyframe_4,8,immutable,1838,0.3273198387464088,0.07026508708526401,0.027598616547511123,0.01956875757213792,0.030992583245247785
S2M2-S,dataset_2_keyframe_4,8,raw,1838,0.32144958818623265,0.04458599353615553,0.027932416777933632,0.019236329531286372,0.030992583245247785
StereoAnywhere,dataset_2_keyframe_2,0,h4,1022,0.2459172792612709,,,,
StereoAnywhere,dataset_2_keyframe_2,0,immutable,1022,0.24380917295452897,,,,
StereoAnywhere,dataset_2_keyframe_2,0,raw,1022,0.27317287406298296,,,,
StereoAnywhere,dataset_2_keyframe_2,1,h4,1014,0.2579221550694036,0.025900971760484122,0.00331609631790817,0.015097944634355865,0.011317167282896019
StereoAnywhere,dataset_2_keyframe_2,1,immutable,1014,0.25520154272135315,0.03986858914075084,0.0044706768526687046,0.015140926418145155,0.011317167282896019
StereoAnywhere,dataset_2_keyframe_2,1,raw,1014,0.2873141908494329,0.03770114408408543,0.005215606934870127,0.015172267606941675,0.011317167282896019
StereoAnywhere,dataset_2_keyframe_2,2,h4,1014,0.2579221550694036,0.03333459729184852,0.006139295919075584,0.015097944634355865,0.013521909453652529
StereoAnywhere,dataset_2_keyframe_2,2,immutable,1014,0.25520154272135315,0.04323867090943723,0.0067416593620781735,0.015140926418145155,0.013521909453652529
StereoAnywhere,dataset_2_keyframe_2,2,raw,1014,0.2873141908494329,0.041816936985676734,0.007702656375247441,0.015172267606941675,0.013521909453652529
StereoAnywhere,dataset_2_keyframe_2,4,h4,1014,0.2579221550694036,0.039550613865895326,0.011529805236816562,0.015097944634355865,0.017156663676074078
StereoAnywhere,dataset_2_keyframe_2,4,immutable,1014,0.25520154272135315,0.0478824864427611,0.011453632932634114,0.015140926418145155,0.017156663676074078
StereoAnywhere,dataset_2_keyframe_2,4,raw,1014,0.2873141908494329,0.04572155375334228,0.012830780801482285,0.015172267606941675,0.017156663676074078
StereoAnywhere,dataset_2_keyframe_2,8,h4,1014,0.2579221550694036,0.05247682268138553,0.021795635342358226,0.015097944634355865,0.026125024168071838
StereoAnywhere,dataset_2_keyframe_2,8,immutable,1014,0.25520154272135315,0.058122617782714533,0.021002465843427544,0.015140926418145155,0.026125024168071838
StereoAnywhere,dataset_2_keyframe_2,8,raw,1014,0.2873141908494329,0.057394312153887,0.02327288245093019,0.015172267606941675,0.026125024168071838
StereoAnywhere,dataset_2_keyframe_3,0,h4,1094,0.26626167123352884,,,,
StereoAnywhere,dataset_2_keyframe_3,0,immutable,1094,0.2778368870464894,,,,
StereoAnywhere,dataset_2_keyframe_3,0,raw,1094,0.29749577154825485,,,,
StereoAnywhere,dataset_2_keyframe_3,1,h4,1086,0.26672906004138713,0.042246114745941185,0.004321034893533406,0.011950277304374767,0.009155198565707715
StereoAnywhere,dataset_2_keyframe_3,1,immutable,1086,0.2786078977354789,0.06196231431816133,0.005675408916689248,0.01210106215943403,0.009155198565707715
StereoAnywhere,dataset_2_keyframe_3,1,raw,1086,0.29854860084199036,0.09779414702845304,0.007260984696583492,0.012126205230642242,0.009155198565707715
StereoAnywhere,dataset_2_keyframe_3,2,h4,1086,0.26672906004138713,0.051524989532438656,0.007650428167688445,0.011950277304374767,0.010831000314717015
