epoch,loss,harm_loss,delta_loss,validation_harm_auroc,validation_harm_auprc,validation_brier,validation_sample_count,validation_harm_fraction,validation_gain_mae,validation_gain_correlation,learning_rate
12,1.1964930176734925,1.192540955543518,0.01580821806564927,0.7459862083486867,0.6029191996707434,0.318928669563999,435,0.27816091954022987,0.13372491300106049,0.13538206296656666,0.0018964561979789446
13,1.366596794128418,1.363240361213684,0.013425697851926089,0.7459598884034321,0.5982324906277086,0.3194830944582367,435,0.27816091954022987,0.1347268670797348,0.1991160425246606,0.0018788712067191527
14,1.3846823692321777,1.3810763120651246,0.014424188248813152,0.7461704479654683,0.5988299343555749,0.33051152983930937,435,0.27816091954022987,0.13443416357040405,0.21805704959576255,0.001860008156136383
15,1.2697407960891725,1.2662665128707886,0.013897156156599522,0.7439069326735799,0.5946716447995652,0.3170751410766173,435,0.27816091954022987,0.13241316378116608,0.20254891640773406,0.0018398961316874133
16,1.3347978353500367,1.331520104408264,0.013111012894660235,0.7438279728378165,0.5888779991981616,0.3102229281543445,435,0.27816091954022987,0.13195350766181946,0.24059417697929372,0.0018185661446561956
17,1.210438871383667,1.2052096247673034,0.02091695452108979,0.7439069326735801,0.5843762683695687,0.30811162844897905,435,0.27816091954022987,0.1325284093618393,0.3100500316508596,0.001796051084336703
18,1.2812249183654785,1.2776249647140503,0.014399929530918598,0.7439858925093435,0.5768739021602718,0.2926623852427974,435,0.27816091954022987,0.13030105829238892,0.32953201803427506,0.001772385667320025
19,1.3742190599441528,1.370915985107422,0.013212268706411123,0.7436963731115438,0.5758067445760632,0.2890562433962457,435,0.27816091954022987,0.12927451729774475,0.34366888583045935,0.0017476063839638968
20,1.3945657014846802,1.3914037942886353,0.012647660728543998,0.7479865241880297,0.5872410918982498,0.3183103152615294,435,0.27816091954022987,0.1295240968465805,0.3816358337202399,0.0017217514421272158
21,1.2855471611022948,1.282372736930847,0.012697609700262546,0.7489340422171922,0.586588053151751,0.32144692959758614,435,0.27816091954022987,0.1288423091173172,0.4042727613972661,0.0016948607082562905
22,1.2554847121238708,1.2514923572540284,0.01596939004957676,0.7453808496078328,0.5783512680666235,0.28682557067090075,435,0.27816091954022987,0.12748123705387115,0.4109442276065935,0.00166697564591367
23,1.2289434552192688,1.2250349879264832,0.015633798949420453,0.7466968468705586,0.5807533309987021,0.29485350712313946,435,0.27816091954022987,0.1265166699886322,0.45214956524923766,0.0016381392518443377
24,1.2513659954071046,1.248024320602417,0.013366748671978712,0.747328525556667,0.5828572114631774,0.29941846762224295,435,0.27816091954022987,0.12648510932922363,0.47842817480000116,0.0016083959896778452
25,1.15120769739151,1.145752739906311,0.02181981336325407,0.7465915670895404,0.5819995309195867,0.29881462561509714,435,0.27816091954022987,0.12489119172096252,0.48749752521910356,0.001577791721368618
26,1.237450158596039,1.234285044670105,0.012660478986799718,0.7464599673632679,0.5821627637622879,0.2978563112039583,435,0.27816091954022987,0.1236225888133049,0.5042752298901124,0.0015463736364801474
27,1.209209418296814,1.2060394287109375,0.01268002949655056,0.745696688950887,0.5786157035962329,0.2672983832820823,435,0.27816091954022987,0.12230036407709122,0.5131858159432053,0.0015141901794221034
28,1.241377329826355,1.2383162260055542,0.012244261056184768,0.7460914881297047,0.5791267620361196,0.2654767010381932,435,0.27816091954022987,0.12148446589708328,0.5250706537720378,0.001481290974752566
29,1.21426682472229,1.210906410217285,0.013441579602658748,0.7484602832026109,0.5832935938482764,0.29455435489518755,435,0.27816091954022987,0.12132366746664047,0.5437421826648751,0.0014477267506605531
30,1.15051326751709,1.1470057249069214,0.014030185528099537,0.748565562983629,0.5810418095667906,0.2527156038476051,435,0.27816091954022987,0.1217823177576065,0.5484113798836334,0.0014135492607468317
31,1.21353679895401,1.2093515515327453,0.016740978788584472,0.7498026004105911,0.5826043010549551,0.2572701266559359,435,0.27816091954022987,0.11953709274530411,0.5611369476496743,0.0013788112042236148
32,1.137576198577881,1.134095847606659,0.013921340741217137,0.7524345949360426,0.5865623682762251,0.2794322219908289,435,0.27816091954022987,0.12168893218040466,0.5808012416642686,0.0013435661446561966
33,1.1443394660949706,1.1410022020339965,0.013348923623561859,0.7521713954834973,0.5845318038072348,0.2543428630866228,435,0.27816091954022987,0.11873747408390045,0.5838187936645333,0.0013078684273718174
34,1.0798702001571656,1.0766396284103394,0.012922407407313586,0.7521187555929885,0.5842691753203424,0.23002155772290195,435,0.27816091954022987,0.1197894886136055,0.5885629757225964,0.001271773095663107
35,1.1319130063056946,1.1288586854934692,0.012217274215072394,0.753434752855714,0.5864704660238996,0.24498958819160302,435,0.27816091954022987,0.11788756400346756,0.602728524178679,0.001235335805915319
36,1.0943875432014465,1.0913254857063293,0.0122481819242239,0.7548823498447124,0.5885844054404078,0.25871374444937967,435,0.27816091954022987,0.11865844577550888,0.6110045957834191,0.0011986127417882163
37,1.1625794768333435,1.1595382809638977,0.012164814583957195,0.7550929094067484,0.5885019086083938,0.24404231301979834,435,0.27816091954022987,0.11712314933538437,0.6177487692383385,0.001161660527584943
38,1.2368746757507325,1.2342394828796386,0.010540703311562538,0.75690898562931,0.5915766033999444,0.26903706270325667,435,0.27816091954022987,0.11702000349760056,0.623513509036637,0.0011245361409414497
39,1.0839145183563232,1.080613875389099,0.0132025177590549,0.7585671421803443,0.5952292917158036,0.29545098387703456,435,0.27816091954022987,0.11816729605197906,0.631623148127531,0.0010872968249711122
40,1.228356385231018,1.2257962465286254,0.010240549594163895,0.7581723430015266,0.5926438312700879,0.2605931057634868,435,0.27816091954022987,0.11696747690439224,0.6326011044084006,0.0010499999999999971
41,1.1758110761642455,1.1726032614707946,0.012831309251487255,0.7589882613044165,0.5938805697476738,0.26359829878301366,435,0.27816091954022987,0.1160520538687706,0.6388082880068178,0.0010127031750288818
42,1.1259220719337464,1.1218945384025574,0.016110162157565354,0.7588040216876349,0.592082139856499,0.2355542120356222,435,0.27816091954022987,0.11976160854101181,0.6418643885747753,0.000975463859058544
43,1.005243533849716,1.0010921657085419,0.01660553514957428,0.7588303416328893,0.5907121609892463,0.2158109941000812,435,0.27816091954022987,0.11809545010328293,0.6503048799182404,0.0009383394724150509
44,1.1154714822769165,1.1126602411270141,0.011244945041835309,0.7615939358846135,0.5998576772893638,0.2591130211965878,435,0.27816091954022987,0.12395142018795013,0.6672546952341584,0.0009013872582117774
45,1.1936050653457642,1.1895249843597413,0.016320295445621014,0.7628046533663211,0.6032625280183372,0.28580480262073404,435,0.27816091954022987,0.1287223845720291,0.6679849132583672,0.000864664194084675
46,1.0356468319892884,1.0320744514465332,0.014289605431258678,0.7609622571985051,0.5974240016986121,0.23347591098062329,435,0.27816091954022987,0.117335245013237,0.6554347221729492,0.0008282269043368867
47,1.0872613549232484,1.0833473324775695,0.015656093321740627,0.7610412170342686,0.5973724152938895,0.23190522733815783,435,0.27816091954022987,0.11947426944971085,0.6558254712774175,0.0007921315726281767
48,1.1704021573066712,1.1674186825752257,0.011933885514736176,0.7619624151181765,0.600086733560145,0.24457987594242656,435,0.27816091954022987,0.11555247753858566,0.6609908926878088,0.0007564338553437977
49,1.1218451499938964,1.119254434108734,0.01036274954676628,0.7633047323261568,0.604464002906538,0.2794538841543502,435,0.27816091954022987,0.11931140720844269,0.6667610829889411,0.0007211887957763791
50,1.1929004788398743,1.1900066971778869,0.011575165018439294,0.7639364110122651,0.6052152668023171,0.26364624008279114,435,0.27816091954022987,0.11515410989522934,0.6666865628750142,0.0006864507392531626
51,1.105475413799286,1.1028233766555786,0.010608157981187106,0.762752013475812,0.6005944650214912,0.22451503953038168,435,0.27816091954022987,0.12035851180553436,0.6631885239002926,0.0006522732493394409
52,0.9710771918296814,0.9680906653404235,0.011946034990251065,0.7633573722166658,0.6020638036094541,0.22263244323225462,435,0.27816091954022987,0.11727165430784225,0.6673831162231741,0.0006187090252474283
53,1.0163334846496581,1.0134453177452087,0.011552624590694904,0.7638837711217561,0.6030575224623366,0.2293086493610603,435,0.27816091954022987,0.11379661411046982,0.672262183584567,0.0005858098205778904
54,1.0581376433372498,1.0555593848228455,0.010313077829778194,0.764647049534137,0.6052509772192795,0.24667934093743402,435,0.27816091954022987,0.11598721146583557,0.677894864343115,0.0005536263635198466
55,1.1259817838668824,1.123363447189331,0.010473297536373138,0.7648049692056642,0.6052924076381357,0.24528318101011634,435,0.27816091954022987,0.11560054868459702,0.6786686357184465,0.0005222082786313759
56,1.1091726899147034,1.106690764427185,0.009927742555737496,0.764804969205664,0.6059862197204333,0.24665071728418475,435,0.27816091954022987,0.11418913304805756,0.6771811300838217,0.000491604010322149
57,1.0950735926628112,1.0922909021377563,0.01113072531297803,0.7650155287677003,0.6062829229841217,0.23988511183187022,435,0.27816091954022987,0.11346083134412766,0.6743438629495192,0.00046186074815565616
58,0.9581273555755615,0.9552390098571777,0.011553352139890194,0.764752329315155,0.6046362059964313,0.22620502248427599,435,0.27816091954022987,0.11479312926530838,0.6733552108098341,0.0004330243540863243
59,1.0443177700042725,1.041398561000824,0.01167687950655818,0.7654366478917723,0.6067646974326224,0.23526413994601478,435,0.27816091954022987,0.11332167685031891,0.6764918988431511,0.00040513929174370406
60,1.1114902257919312,1.1088450789451598,0.010580605175346137,0.7659893667421172,0.6087720101493356,0.24509273076064575,435,0.27816091954022987,0.113326795399189,0.6790663560380004,0.00037824855787277876
61,1.0231227278709412,1.0206087350845336,0.010055989678949117,0.7666210454282256,0.61036310352152,0.24803666258629892,435,0.27816091954022987,0.11327940970659256,0.6795955737969199,0.00035239361603609757
62,1.1256446719169617,1.123021125793457,0.010494132619351148,0.7661209664683898,0.6092819529452532,0.2356134569159732,435,0.27816091954022987,0.1130896806716919,0.6789367955059535,0.0003276143326799697
63,1.0713523268699645,1.0686899542808532,0.010649423487484455,0.7660946465231352,0.6096016690907642,0.2276230030125032,435,0.27816091954022987,0.11381253600120544,0.6783278379120375,0.0003039489156632915
64,1.098304569721222,1.0956463456153869,0.010632810182869434,0.7661999263041533,0.6098841408275676,0.22908699164248797,435,0.27816091954022987,0.11345341056585312,0.6793817838592161,0.0002814338553437995
65,1.0532454133033753,1.0507354259490966,0.010039957705885172,0.7664104858661895,0.6101010605538302,0.23424924985427845,435,0.27816091954022987,0.11284928768873215,0.6808976086105252,0.00026010386831258186
66,1.1069518446922302,1.1043537378311157,0.010392408818006516,0.7669105648260253,0.6112906338084528,0.24021130686989528,435,0.27816091954022987,0.11266228556632996,0.6822580978624002,0.0002399918438636124
67,1.0445897102355957,1.0419175267219543,0.010688718501478433,0.7668579249355162,0.6111741911001524,0.23575006365483228,435,0.27816091954022987,0.1126750037074089,0.6821753735843868,0.00022112879328084272
68,0.9885419487953186,0.9854955613613129,0.012185638304799795,0.7663841659209348,0.6104472973653594,0.2257150423012102,435,0.27816091954022987,0.11310731619596481,0.6816976202783299,0.00020354380202105044
69,1.1348328948020936,1.1320685148239136,0.011057466641068459,0.7664631257566985,0.610503585289677,0.22683476296640256,435,0.27816091954022987,0.11277236044406891,0.6828000729410758,0.00018726398486617257
70,1.0857985377311707,1.0833359003067016,0.009850652515888214,0.7672000842238248,0.6118399000828082,0.23662480252692217,435,0.27816091954022987,0.11249345541000366,0.6843728496083596,0.0001723144441142777
71,1.1545685052871704,1.1519805669784546,0.010351799149066209,0.7679370426909512,0.6131814038632787,0.2471103061473533,435,0.27816091954022987,0.11286012828350067,0.6854413887471082,0.00015871823087364008
72,1.1861286163330078,1.1835188269615173,0.010439151525497436,0.7681739221982419,0.6136459150790838,0.2562207850705016,435,0.27816091954022987,0.11347191780805588,0.6860145797978299,0.0001464963095196041
73,1.1900349259376526,1.1871795892715453,0.01142126340419054,0.7683055219245144,0.6138152081068124,0.2586470091944124,435,0.27816091954022987,0.11338495463132858,0.6858623555967817,0.00013566752536903507
74,1.028176522254944,1.0255085706710816,0.010671803541481496,0.768226562088751,0.6135720215855608,0.25456414887668505,435,0.27816091954022987,0.1127207949757576,0.6849440802157228,0.0001262485756222073
75,1.1591979622840882,1.1567296862602234,0.0098730081692338,0.7681476022529873,0.6135462946619324,0.2509672775650644,435,0.27816091954022987,0.11249507963657379,0.6842709035871203,0.0001182539836169311
76,0.928010618686676,0.925418758392334,0.010367411002516747,0.7681476022529874,0.6134131626488032,0.24797033934997478,435,0.27816091954022987,0.11244875192642212,0.6840998840650167,0.00011169607643461924
77,1.2009631395339966,1.1982214450836182,0.010966866370290517,0.7682528820340054,0.6135338635874368,0.2495755858084975,435,0.27816091954022987,0.1124299094080925,0.6843873477053722,0.00010658496589282001
78,1.169298803806305,1.1663325786590577,0.011864840518683195,0.7683318418697689,0.6135522276909532,0.24852268605520816,435,0.27816091954022987,0.11242016404867172,0.6842816513699067,0.00010292853295352842
79,1.1566006660461425,1.153798133134842,0.011210262216627598,0.7683581618150236,0.6135714512774207,0.24906460424122198,435,0.27816091954022987,0.1124054491519928,0.6845258070497188,0.00010073241557131324
80,1.1109286785125732,1.108298087120056,0.010522405803203582,0.7685424014318051,0.6140944098354588,0.25218793544720947,435,0.27816091954022987,0.11239366233348846,0.6850412758462465,0.0001
