dataset_id,keyframe_id,valid_px,epe_px,rmse_px,bad3_pct,abs_rel,depth_mae_mm,delta1_pct,runtime_ms
dataset_7,keyframe_3,528555,1.8519161939620972,6.16566801071167,8.933223600192978,0.013560991734266281,0.6121700406074524,99.49636272478739,68.07411974295974
dataset_7,keyframe_4,720083,1.3778055906295776,2.244344711303711,8.563596141000412,0.014873877167701721,0.8727057576179504,99.87640313686062,107.3750932700932
dataset_7,keyframe_5,793976,0.8226127624511719,2.5929617881774902,0.8661470875693975,0.01310558058321476,1.5347570180892944,99.93488468165285,119.10557374358177
dataset_8,keyframe_0,793449,0.8243646025657654,1.277522325515747,0.6709946070887984,0.019241828471422195,2.143343448638916,99.99495871820369,62.3323037289083
dataset_8,keyframe_1,852680,0.8751512169837952,1.3507847785949707,1.2525214617441478,0.013305773958563805,0.995410144329071,99.99519163109255,103.14969904720783
dataset_8,keyframe_2,730550,0.9502924084663391,1.2966581583023071,2.510163575388406,0.011012834496796131,0.6259644031524658,99.99165012661693,118.4627041220665
dataset_8,keyframe_3,855406,0.7953565120697021,1.162998914718628,1.2287732375035947,0.009774260222911835,0.5864786505699158,99.99509005080628,112.36865306273103
dataset_8,keyframe_4,742705,0.9876649379730225,1.8377530574798584,3.1289677597431007,0.011092429049313068,0.6302401423454285,99.93873745295912,66.31991220638156
dataset_9,keyframe_0,831443,1.969582200050354,4.3270721435546875,11.945978257078355,0.0381406806409359,3.341970920562744,99.18058123046319,106.59693088382483
dataset_9,keyframe_1,743370,1.586694359779358,4.490209102630615,6.074229522310558,0.015131480060517788,0.769540011882782,98.97197896067908,117.42925317957997
dataset_9,keyframe_2,700805,1.3270044326782227,2.0527875423431396,6.846983112278022,0.016870202496647835,0.9901540875434875,99.89126789905895,77.4617656134069
dataset_9,keyframe_3,585911,3.0374515056610107,5.849706649780273,29.31059495384111,0.023357203230261803,0.9650974273681641,98.85887105720835,91.79417788982391
dataset_9,keyframe_4,589315,1.8500580787658691,2.267467737197876,17.757565987629707,0.01222966518253088,0.39803507924079895,99.9960971636561,121.31838500499725
