backbone,sequence,coverage_threshold,method,frames,valid_count,epe,raw_epe,bad1,bad3,boundary_epe,new_bad3,intervention_coverage,intervention_precision,false_update_rate,clean_pixel_degradation,mean_update_magnitude_clean,percentage_frames_worsened,worst_frame_degradation,p95_frame_degradation,catastrophic_tail_p99,clean_frame_degradation
Fast-FoundationStereo,dataset_7_keyframe_3,0.25,authorized_ultra_safe,160,1608626,1.9975963359261215,2.026566197280179,0.14514560831701911,0.12180146254944235,5.881729110120412,0.00045563234183425554,0.028331632003920092,0.8161484581996766,0.0025660003081443817,0.0022424191933100635,0.002809579537544648,0.0125,0.006432645954191685,-0.003567006427329035,0.0006470091396476858,0.030303030303030304
Fast-FoundationStereo,dataset_7_keyframe_3,0.25,authorized_balanced,160,1608626,1.9833403246304262,2.026566197280179,0.1459898070456028,0.12090442349929449,5.8033245758234075,0.0006207936366769027,0.08104245483068831,0.7543074871263526,0.015356873602338821,0.01170876177346379,0.008057355052763174,0.025,0.009306224063038826,-0.008818004280328754,0.004017712459899473,0.06060606060606061
Fast-FoundationStereo,dataset_7_keyframe_3,0.25,authorized_high_coverage,160,1608626,1.9833403246304262,2.026566197280179,0.1459898070456028,0.12090442349929449,5.8033245758234075,0.0006207936366769027,0.08104245483068831,0.7543074871263526,0.015356873602338821,0.01170876177346379,0.008057355052763174,0.025,0.009306224063038826,-0.008818004280328754,0.004017712459899473,0.06060606060606061
Fast-FoundationStereo,dataset_7_keyframe_3,0.25,oracle_authorized_a2,160,1608626,1.9459891427439782,2.026566197280179,0.14008911878049113,0.11987559548173074,5.69139501422822,0.0,0.21456447942862406,0.9781063522948116,0.15908894826637793,0.0,0.023127122644443093,0.0,-0.01848507486283779,-0.031130989268422136,-0.02704876579344273,0.0
Fast-FoundationStereo,dataset_7_keyframe_3,0.5,raw,160,1080260,1.9155109545954325,1.9155109545954325,0.15159035763876394,0.12799788989136632,5.197288319384189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fast-FoundationStereo,dataset_7_keyframe_3,0.5,original_a2,160,1080260,1.8617576047105255,1.9155109545954325,0.15106733567223815,0.12518560343317683,4.9617055351227135,0.0009519309914060009,0.32933182736800687,0.5726126092095177,0.2576931822111986,0.09634723635890435,0.04748207394211027,0.04375,0.012815587222576141,-0.003358621126972163,0.010630854256451128,0.1044776119402985
Fast-FoundationStereo,dataset_7_keyframe_3,0.5,heuristic_bida_gate,160,1080260,1.909965873532254,1.9155109545954325,0.15091089124069698,0.1276748187848555,5.188225827635746,0.001689921760834866,0.3152731751548965,0.5417847242328343,0.21712384238959107,0.0638137248145279,0.03859735788955793,0.375,0.11693893373012543,0.031236776523291963,0.07696680322289456,0.19402985074626866
Fast-FoundationStereo,dataset_7_keyframe_3,0.5,authorized_ultra_safe,160,1080260,1.8883733522274053,1.9155109545954325,0.15089608027771148,0.12656675257944205,5.075476448423205,0.0004978003577739453,0.027134208351988216,0.7985630486899257,0.0021203021039220876,0.001771068389957541,0.0020169602446817904,0.0375,0.003756135469302535,-0.00232253388967365,0.0016820142383221527,0.08955223880597014
Fast-FoundationStereo,dataset_7_keyframe_3,0.5,authorized_balanced,160,1080260,1.8727246053757434,1.9155109545954325,0.15101734714976703,0.12551793113182924,4.997168087543537,0.0006839647423849659,0.08087312331423042,0.7353911203526724,0.01565876978614886,0.01155000169496631,0.0072143744116931075,0.0375,0.008152296766638756,-0.0024237842415459586,0.005307500129565594,0.08955223880597014
Fast-FoundationStereo,dataset_7_keyframe_3,0.5,authorized_high_coverage,160,1080260,1.8727246053757434,1.9155109545954325,0.15101734714976703,0.12551793113182924,4.997168087543537,0.0006839647423849659,0.08087312331423042,0.7353911203526724,0.01565876978614886,0.01155000169496631,0.0072143744116931075,0.0375,0.008152296766638756,-0.0024237842415459586,0.005307500129565594,0.08955223880597014
Fast-FoundationStereo,dataset_7_keyframe_3,0.5,oracle_authorized_a2,160,1080260,1.836143605918453,1.9155109545954325,0.14643234018236126,0.12438949874671346,4.881759259241345,0.0,0.2088330592257071,0.9728385328438189,0.1555039699664363,0.0,0.023429961397392226,0.0,-0.011248096823692322,-0.026499977335333828,-0.014297344749793422,0.0
Fast-FoundationStereo,dataset_7_keyframe_3,0.9,raw,160,43664,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0
Fast-FoundationStereo,dataset_7_keyframe_3,0.9,original_a2,160,43664,nan,nan,nan,nan,nan,0.0049374799085351835,0.40742946199195024,0.664067610210308,0.21859599187657558,0.1289483544077547,0.0631632429924006,0.0,nan,nan,nan,0.0
Fast-FoundationStereo,dataset_7_keyframe_3,0.9,heuristic_bida_gate,160,43664,nan,nan,nan,nan,nan,0.006548786852625881,0.43571363080268366,0.5878335230916564,0.3117238443077618,0.12667523836066466,0.06194578144082833,0.24375,nan,nan,nan,0.10638297872340426
Fast-FoundationStereo,dataset_7_keyframe_3,0.9,authorized_ultra_safe,160,43664,nan,nan,nan,nan,nan,0.002431183348946221,0.06540857480862614,0.7223697848960664,0.00754045599621032,0.006928019240783844,0.008829958755083743,0.05,nan,nan,nan,0.02127659574468085
Fast-FoundationStereo,dataset_7_keyframe_3,0.9,authorized_balanced,160,43664,nan,nan,nan,nan,nan,0.0030219449929664113,0.1998442653558067,0.817600205086087,0.03764322420369245,0.02538931898148792,0.020483305333708623,0.0,nan,nan,nan,0.0
Fast-FoundationStereo,dataset_7_keyframe_3,0.9,authorized_high_coverage,160,43664,nan,nan,nan,nan,nan,0.0030219449929664113,0.1998442653558067,0.817600205086087,0.03764322420369245,0.02538931898148792,0.020483305333708623,0.0,nan,nan,nan,0.0
Fast-FoundationStereo,dataset_7_keyframe_3,0.9,oracle_authorized_a2,160,43664,nan,nan,nan,nan,nan,0.0,0.27040582763310284,0.9904604641527495,0.08519325306153493,0.0,0.022477485243734302,0.0,nan,nan,nan,0.0
Fast-FoundationStereo,dataset_7_keyframe_4,0.05,raw,160,2617206,0.2483381251406136,0.2483381251406136,0.02770397142746216,0.0006866100743556418,0.5584804702632128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fast-FoundationStereo,dataset_7_keyframe_4,0.05,original_a2,160,2617206,0.22747127076833573,0.2483381251406136,0.024660649559324708,0.0003125470444766651,0.5081420888138892,3.4419231197956254e-06,0.48716761239803175,0.6143216416514565,0.46300355813703353,0.1707343751157803,0.06181351951971832,0.03125,0.009280617348849773,-0.003328159346710928,0.0038917283550836046,0.03125
Fast-FoundationStereo,dataset_7_keyframe_4,0.05,heuristic_bida_gate,160,2617206,0.2417688652125341,0.2483381251406136,0.02588714842173347,0.000646490954382788,0.5483760570353534,1.4535242087531535e-05,0.21059786657799048,0.5898775970129723,0.19148609742524264,0.08417586125243547,0.031490122644756466,0.24375,0.02166146971285343,0.014168100664392112,0.020044929459691045,0.24375
Fast-FoundationStereo,dataset_7_keyframe_4,0.05,authorized_ultra_safe,160,2617206,0.24616250031024609,0.2483381251406136,0.026728121513201943,0.0005318648981750084,0.5400665897882859,0.0,0.0072069222398688975,0.7940859403409962,0.002731337099224284,0.001252890734780972,0.001163538117092683,0.01875,0.01537305861711502,0.0,0.0006292969897640381,0.01875
Fast-FoundationStereo,dataset_7_keyframe_4,0.05,authorized_balanced,160,2617206,0.24202246462775684,0.2483381251406136,0.02577634327555917,0.0004833398659771128,0.5276585422336751,7.650527319944103e-07,0.05370880232511638,0.7408862772820897,0.034731347601724895,0.012819959982363693,0.007716723007521606,0.04375,0.018669085577130318,-0.0003673078637802975,0.004914373266510663,0.04375
Fast-FoundationStereo,dataset_7_keyframe_4,0.05,authorized_high_coverage,160,2617206,0.24202246462775684,0.2483381251406136,0.02577634327555917,0.0004833398659771128,0.5276585422336751,7.650527319944103e-07,0.05370880232511638,0.7408862772820897,0.034731347601724895,0.012819959982363693,0.007716723007521606,0.04375,0.018669085577130318,-0.0003673078637802975,0.004914373266510663,0.04375
Fast-FoundationStereo,dataset_7_keyframe_4,0.05,oracle_authorized_a2,160,2617206,0.20573185598739702,0.2483381251406136,0.021706736137234405,0.0003091082633674181,0.4764545341015612,0.0,0.307630351442797,0.970623433863635,0.2827379022586341,0.0,0.03743433568762352,0.0,-0.02033139578998089,-0.026496601291000847,-0.021131260059773924,0.0
Fast-FoundationStereo,dataset_7_keyframe_4,0.25,raw,160,2430301,0.23746420058983086,0.23746420058983086,0.02308109159717269,0.0006299631199621472,0.5755270575194358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fast-FoundationStereo,dataset_7_keyframe_4,0.25,original_a2,160,2430301,0.21553319975178134,0.23746420058983086,0.01982923111763399,0.0002444141680429391,0.5083364482683318,1.2352710565027072e-06,0.480040538833626,0.6242438272660765,0.45762981024547533,0.16533631355948772,0.060972092966529626,0.03125,0.0041875229217112064,-0.003078000934328886,0.0016533848003018631,0.03125
Fast-FoundationStereo,dataset_7_keyframe_4,0.25,heuristic_bida_gate,160,2430301,0.2310614762776714,0.23746420058983086,0.021482112707195612,0.0005916962577807894,0.5662205183533311,1.4829264042874596e-05,0.2048260691124507,0.5886220382939187,0.18730345068687496,0.0820213444569928,0.03110892062770846,0.2625,0.02242417261004448,0.014224532572552557,0.020566575992852443,0.2625
Fast-FoundationStereo,dataset_7_keyframe_4,0.25,authorized_ultra_safe,160,2430301,0.2352477487942857,0.23746420058983086,0.022145816492551006,0.0004690776997546511,0.5513206906484173,0.0,0.006615641375624318,0.8005712250587816,0.002435312875445381,0.0010215682045162007,0.0010616716373458416,0.0125,0.010318689979612827,0.0,0.0004597260477021298,0.0125
Fast-FoundationStereo,dataset_7_keyframe_4,0.25,authorized_balanced,160,2430301,0.23089993462600925,0.23746420058983086,0.02114882070579047,0.00042381581742257214,0.5347887768554607,0.0,0.05016168787621656,0.7478294852376646,0.032663832716881475,0.011457366698372901,0.00729954342618103,0.01875,0.011931912042200565,-0.0010828166152350624,0.002841057477053253,0.01875
Fast-FoundationStereo,dataset_7_keyframe_4,0.25,authorized_high_coverage,160,2430301,0.23089993462600925,0.23746420058983086,0.02114882070579047,0.00042381581742257214,0.5347887768554607,0.0,0.05016168787621656,0.7478294852376646,0.032663832716881475,0.011457366698372901,0.00729954342618103,0.01875,0.011931912042200565,-0.0010828166152350624,0.002841057477053253,0.01875
Fast-FoundationStereo,dataset_7_keyframe_4,0.25,oracle_authorized_a2,160,2430301,0.19491948390678754,0.23746420058983086,0.01750647353292495,0.00024317975320079665,0.48086747022767173,0.0,0.3085276271801894,0.9698503673045703,0.28268190401351034,0.0,0.037371880577704485,0.0,-0.020676231011748314,-0.02671020012348892,-0.020995636116713286,0.0
Fast-FoundationStereo,dataset_7_keyframe_4,0.5,raw,160,1319822,0.20654913769500813,0.20654913769500813,0.016853030221537557,0.0008501146362593019,0.6000795532626634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fast-FoundationStereo,dataset_7_keyframe_4,0.5,original_a2,160,1319822,0.1808202590777356,0.20654913769500813,0.012033440917534704,0.00022275731329176744,0.4963166663008367,1.5174627392235544e-06,0.4593536096418592,0.6527394237671909,0.4405267349918791,0.14688605795363396,0.05858028740001963,0.0125,0.004553080070763826,-0.006212500249966985,-6.443420716096106e-05,0.0125
Fast-FoundationStereo,dataset_7_keyframe_4,0.5,heuristic_bida_gate,160,1319822,0.20066440896400317,0.20654913769500813,0.01573469750430455,0.0007910157525690887,0.5913229375623986,1.975669426361156e-05,0.1678415725441042,0.5800862463981271,0.15309274961489214,0.06352862578783457,0.028868980335304655,0.2375,0.023391347378492355,0.015265642525628183,0.021122300848364823,0.2375
Fast-FoundationStereo,dataset_7_keyframe_4,0.5,authorized_ultra_safe,160,1319822,0.20375067727022628,0.20654913769500813,0.015648322295565977,0.000576592898324361,0.5621043012309674,0.0,0.005743198703221229,0.7970182550542705,0.0016822256893180888,0.000797147720213452,0.0008248240616183264,0.00625,1.835239913816622e-06,0.0,0.0,0.00625
Fast-FoundationStereo,dataset_7_keyframe_4,0.5,authorized_balanced,160,1319822,0.19895804231331304,0.20654913769500813,0.013976127088809895,0.0005190093793754466,0.5395349217165699,0.0,0.03630413804231644,0.7900193582038394,0.021333440291972844,0.007088987533929175,0.005499474065229959,0.00625,0.00048804929247125983,-0.0011405638302676383,-0.00033385154543793855,0.00625
Fast-FoundationStereo,dataset_7_keyframe_4,0.5,authorized_high_coverage,160,1319822,0.19895804231331304,0.20654913769500813,0.013976127088809895,0.0005190093793754466,0.5395349217165699,0.0,0.03630413804231644,0.7900193582038394,0.021333440291972844,0.007088987533929175,0.005499474065229959,0.00625,0.00048804929247125983,-0.0011405638302676383,-0.00033385154543793855,0.00625
Fast-FoundationStereo,dataset_7_keyframe_4,0.5,oracle_authorized_a2,160,1319822,0.163423060234528,0.20654913769500813,0.011409871948494228,0.0002212419572916269,0.47340872474842394,0.0,0.31120635931579116,0.9646568298540811,0.2826170883361945,0.0,0.036893987996432405,0.0,-0.019303657114505768,-0.026792869903147238,-0.02114921992644668,0.0
Fast-FoundationStereo,dataset_7_keyframe_4,0.9,raw,160,2810,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0
Fast-FoundationStereo,dataset_7_keyframe_4,0.9,original_a2,160,2810,nan,nan,nan,nan,nan,0.0,0.6733096098772572,0.8598865841631363,0.6551513798190182,0.08648721228927056,0.09046844661209295,0.03125,nan,nan,nan,0.037037037037037035
Fast-FoundationStereo,dataset_7_keyframe_4,0.9,heuristic_bida_gate,160,2810,nan,nan,nan,nan,nan,0.0,0.22241992895156676,0.5418265500951068,0.18049681396008174,0.07585787821587613,0.031034309092869326,0.375,nan,nan,nan,0.49074074074074076
Fast-FoundationStereo,dataset_7_keyframe_4,0.9,authorized_ultra_safe,160,2810,nan,nan,nan,nan,nan,0.0,0.006761565913853908,0.07722419928825623,0.0007870243802613635,0.00038552788812070554,0.0007756926464016328,0.00625,nan,nan,nan,0.009259259259259259
Fast-FoundationStereo,dataset_7_keyframe_4,0.9,authorized_balanced,160,2810,nan,nan,nan,nan,nan,0.0,0.07366548147171842,0.6096085411585946,0.034037887443559664,0.001966134511809332,0.011254058889729829,0.0125,nan,nan,nan,0.018518518518518517
Fast-FoundationStereo,dataset_7_keyframe_4,0.9,authorized_high_coverage,160,2810,nan,nan,nan,nan,nan,0.0,0.07366548147171842,0.6096085411585946,0.034037887443559664,0.001966134511809332,0.011254058889729829,0.0125,nan,nan,nan,0.018518518518518517
Fast-FoundationStereo,dataset_7_keyframe_4,0.9,oracle_authorized_a2,160,2810,nan,nan,nan,nan,nan,0.0,0.582562280136071,0.9907055491442358,0.563346379279454,0.0,0.07740043335829554,0.0,nan,nan,nan,0.0
