backbone,sequence,n_frames_available,n_frames_usable,epe_cache_px,bad1_cache,bad3_cache,absrel_cache,valid_ratio_cache,disparity_min_cache,disparity_median_cache,disparity_max_cache
S2M2-S,dataset_7_keyframe_2,628,8,0.4593158923089504,0.0,0.0,0.06208815099671483,0.00027006172839506176,5.4482421875,12.0458984375,33.38671875
S2M2-S,dataset_7_keyframe_3,584,561,2.656171132217754,0.49288402998461944,0.3486992472869632,0.3173433014809249,0.02685611562245549,6.684547682709447,17.824476381461675,34.1470309714795
S2M2-S,dataset_7_keyframe_4,2197,824,1.1461235996046402,0.4091601451630913,0.0508117349886339,0.11912060645748002,0.0010930289614047705,6.682470229065534,12.19213630157767,16.93603989684466
RAFT-Stereo,dataset_1_keyframe_2,280,24,0.712703250348568,0.0,0.0,0.09131613963594039,6.26929012345679e-05,5.401529947916667,8.590494791666666,17.984375
RAFT-Stereo,dataset_1_keyframe_3,471,167,0.6091125314821026,0.0031773188317243068,0.0,0.0802896508534333,0.00037471353589118065,5.425406998502994,9.268057634730539,10.908916541916168
RAFT-Stereo,dataset_2_keyframe_2,1033,63,0.8628010144309392,0.10925467398658528,0.0,0.1104933638421316,0.00325237605330198,6.595114087301587,8.33624751984127,16.12636408730159
RAFT-Stereo,dataset_2_keyframe_3,1102,792,1.1075551949366174,0.3853373639673802,0.041936061597446395,0.11298257409303326,0.008916518580870432,7.626196042455808,12.560961174242424,21.189472853535353
RAFT-Stereo,dataset_2_keyframe_4,2114,1588,1.1295234991486187,0.5870610108565956,0.008165467609291897,0.10929920263963773,0.039133999790092355,7.270670162940806,10.71765536445214,22.70840384918136
RAFT-Stereo,dataset_3_keyframe_1,329,142,0.5554534276606331,0.020190698344241396,0.0,0.09190744827960579,0.002482720396452791,3.912081866197183,8.156552596830986,25.243177816901408
RAFT-Stereo,dataset_3_keyframe_2,1597,1528,0.6873461545410893,0.09295846501341026,0.0009980366492146596,0.10948512622800029,0.008546206410380713,4.563684912876309,8.854724824116492,21.21640829515707
RAFT-Stereo,dataset_3_keyframe_3,448,423,0.44384601620635805,0.059238654877633155,0.00012599061604405776,0.07451144526173178,0.0061261419023436355,4.560763888888889,10.615118942080379,17.591145833333332
RAFT-Stereo,dataset_3_keyframe_4,834,776,1.0617395473125668,0.4825400450993964,0.016863269483635812,0.1130755950754374,0.013038731386025201,5.954453930412371,12.986106636597938,24.37098300579897
RAFT-Stereo,dataset_6_keyframe_1,637,24,0.670270599424839,0.08333333333333333,0.0,0.0954426711735626,0.0011381172839506173,5.4462890625,7.644694010416667,9.215169270833334
RAFT-Stereo,dataset_6_keyframe_2,1087,80,0.8353224121034145,0.19789682539682538,0.0,0.09737518290057778,0.00013792438271604938,7.3865234375,9.64345703125,13.9755859375
RAFT-Stereo,dataset_6_keyframe_3,1573,454,0.7073746023264751,0.1277344679728576,0.0012848751835535974,0.09422987056198624,0.00040033379561646817,5.74738436123348,7.790387527533039,12.975581635462555
RAFT-Stereo,dataset_6_keyframe_4,1360,329,1.1280863884734527,0.41624676430520663,0.03192489095394924,0.12346855317324536,0.004270211827835942,6.640363791793313,8.333598499240122,12.47406914893617
RAFT-Stereo,dataset_7_keyframe_1,647,23,1.7312284474787505,0.5217391304347826,0.2391304347826087,0.19165999701489572,8.722490606548576e-05,4.784646739130435,10.950407608695652,24.88111413043478
RAFT-Stereo,dataset_7_keyframe_2,628,8,0.5455699078738689,0.0,0.0,0.07505719922482967,0.00027006172839506176,5.38232421875,12.009765625,33.6953125
RAFT-Stereo,dataset_7_keyframe_3,584,561,2.538479632234828,0.48013566313978445,0.34341281955702874,0.3072565460491281,0.02685611562245549,6.434216939616756,17.439129344919785,33.629233511586456
RAFT-Stereo,dataset_7_keyframe_4,2197,824,1.1206050608307123,0.42159069266145455,0.029752360638282963,0.11650932774860955,0.0010930289614047705,6.25610114532767,12.102491656553399,16.926918992718445
StereoAnywhere,dataset_1_keyframe_2,280,24,0.7060056577126185,0.0,0.0,0.09061232131595413,6.26929012345679e-05,5.408203125,8.5966796875,18.1494140625
StereoAnywhere,dataset_1_keyframe_3,471,167,0.6045138762739604,0.005844915968278266,0.0,0.07986726484702018,0.00037471353589118065,5.514174775449102,9.267589820359282,11.165232035928144
StereoAnywhere,dataset_2_keyframe_2,1033,63,0.870604365591019,0.1485024947740256,0.0,0.11166956015522518,0.00325237605330198,6.762524801587301,8.340029761904763,16.008184523809526
StereoAnywhere,dataset_2_keyframe_3,1102,792,1.1495012403136553,0.4045011244330992,0.05368650980686373,0.11775500081347848,0.008916518580870432,8.019353693181818,12.629369870580808,21.576990609217173
StereoAnywhere,dataset_2_keyframe_4,2114,1588,1.1374903247698729,0.5838543243411668,0.008585062902872649,0.11058639975907446,0.039133999790092355,7.729898063602015,10.76255018104534,22.396592608627206
StereoAnywhere,dataset_3_keyframe_1,329,142,0.5442532521318382,0.01853572065388915,0.0,0.08988799705681666,0.002482720396452791,3.9062912632042255,8.146621919014084,25.1834286971831
StereoAnywhere,dataset_3_keyframe_2,1597,1528,0.6879098499242547,0.09104584476849344,0.0006708115183246073,0.10956154596450597,0.008546206410380713,4.50806175351767,8.857830906413612,21.089296670484295
StereoAnywhere,dataset_3_keyframe_3,448,423,0.47294314977125074,0.06115860985050001,0.0003332446455269556,0.07976348304693932,0.0061261419023436355,4.88637706855792,10.631482712765957,17.45096409574468
StereoAnywhere,dataset_3_keyframe_4,834,776,1.0852891214422344,0.5206418177196042,0.006944411435693855,0.12059934206364542,0.013038731386025201,6.679783142719073,12.97475032216495,23.96143081507732
StereoAnywhere,dataset_6_keyframe_1,637,24,1.953329009314378,0.0837962962962963,0.08333333333333333,0.24670841032639146,0.0011381172839506173,6.198893229166667,9.877604166666666,11.7724609375
StereoAnywhere,dataset_6_keyframe_2,1087,80,0.8283601872622967,0.15141369047619047,0.0,0.09661178132519126,0.00013792438271604938,7.752978515625,9.63486328125,14.30830078125
StereoAnywhere,dataset_6_keyframe_3,1573,454,0.784440816597529,0.13531524504966203,0.0025966118692023923,0.10485185447276164,0.00040033379561646817,5.9298359202918505,7.879818281938326,12.015762665198238
StereoAnywhere,dataset_6_keyframe_4,1360,329,1.1938420345718013,0.4176451586876375,0.03377159197806293,0.13382208530601708,0.004270211827835942,6.804619229673253,8.426576747720365,12.992353723404255
StereoAnywhere,dataset_7_keyframe_1,647,23,1.7027713047421498,0.5217391304347826,0.15217391304347827,0.1887462035469387,8.722490606548576e-05,4.965183423913044,10.887907608695652,24.762907608695652
StereoAnywhere,dataset_7_keyframe_2,628,8,0.4725843705236912,0.03125,0.0,0.06425903679337353,0.00027006172839506176,5.58447265625,12.0234375,33.4296875
StereoAnywhere,dataset_7_keyframe_3,584,561,2.4472685445651225,0.463434502199822,0.3309492434749361,0.30264891034785707,0.02685611562245549,6.807653743315508,17.520164884135472,32.942680481283425
StereoAnywhere,dataset_7_keyframe_4,2197,824,1.1228824367800962,0.4260593315010407,0.03638653350425195,0.11638839577451277,0.0010930289614047705,6.426279012439321,12.077115253337379,16.627882281553397
CREStereo,dataset_1_keyframe_2,280,24,0.7135197644432386,0.0,0.0,0.09141904255375266,6.26929012345679e-05,5.454915364583333,8.583333333333334,17.897135416666668
CREStereo,dataset_1_keyframe_3,471,167,0.6083076972804383,0.004332152022485641,0.0,0.08031032363811653,0.00037471353589118065,5.498596556886228,9.264174775449101,10.873596556886227
CREStereo,dataset_2_keyframe_2,1033,63,0.8555799287462992,0.10721409191462723,0.0,0.10950676671096257,0.00325237605330198,6.923487103174603,8.31969246031746,16.110491071428573
CREStereo,dataset_2_keyframe_3,1102,792,1.1055996112450204,0.37613191141709046,0.05013931323438329,0.11268753953033475,0.008916518580870432,8.1021148989899,12.549923058712121,21.039101957070706
CREStereo,dataset_2_keyframe_4,2114,1588,1.1249827979606406,0.5815111884866634,0.009070770857874,0.10871329026001152,0.039133999790092355,7.727135646253148,10.720668687027707,22.241060886335013
CREStereo,dataset_3_keyframe_1,329,142,0.5475688452871752,0.019393594336372368,0.0,0.09071121553719884,0.002482720396452791,3.9518871038732395,8.14675946302817,24.580325704225352
CREStereo,dataset_3_keyframe_2,1597,1528,0.6859726266672161,0.0912856969031434,0.0009824545001246572,0.10943328943932477,0.008546206410380713,4.579614129990183,8.842172672611257,21.18194228566754
CREStereo,dataset_3_keyframe_3,448,423,0.4562011048303428,0.05621130843043447,0.00015204324221745018,0.07669053422441226,0.0061261419023436355,4.679456634160757,10.60407432033097,17.675882830969268
CREStereo,dataset_3_keyframe_4,834,776,1.0447082489191257,0.4815048745695883,0.010214208155972298,0.11303108830734626,0.013038731386025201,6.116520517880154,12.973310647551546,23.710021343427837
CREStereo,dataset_6_keyframe_1,637,24,0.6699214354157448,0.08379120879120878,0.0,0.09566036642839511,0.0011381172839506173,5.621907552083333,7.623372395833333,8.62890625
CREStereo,dataset_6_keyframe_2,1087,80,0.8268941946327686,0.18315972222222224,0.0,0.09641851750202476,0.00013792438271604938,7.6677734375,9.6421875,13.6076171875
CREStereo,dataset_6_keyframe_3,1573,454,0.697771186509584,0.12139383719575886,0.0,0.09305770255600632,0.00040033379561646817,6.049352973568282,7.837271131607929,11.926022164096917
CREStereo,dataset_6_keyframe_4,1360,329,1.128647382317343,0.43211043385587805,0.027762404674686842,0.12358659000269004,0.004270211827835942,6.909918787993921,8.331710676291793,12.306705927051672
CREStereo,dataset_7_keyframe_1,647,23,1.709852722675904,0.5217391304347826,0.2391304347826087,0.18856440792265144,8.722490606548576e-05,4.878566576086956,10.976222826086957,24.86820652173913
CREStereo,dataset_7_keyframe_2,628,8,0.5253852941095829,0.0,0.0,0.07227573485579342,0.00027006172839506176,5.44482421875,12.0087890625,33.7578125
CREStereo,dataset_7_keyframe_3,584,561,2.754116425327226,0.48738944204793266,0.3647776220784013,0.32893187246399924,0.02685611562245549,6.964391154188949,17.190326983065955,29.639566622103388
CREStereo,dataset_7_keyframe_4,2197,824,1.1499547103546488,0.4319779396888117,0.03984111223188893,0.11938856741937909,0.0010930289614047705,6.952767085103155,12.090915124393204,16.693198194781555
Fast-FoundationStereo,dataset_1_keyframe_2,280,24,0.7168373639384905,0.041666666666666664,0.0,0.09154713666066527,6.26929012345679e-05,5.330891927083333,8.5869140625,17.934895833333332
Fast-FoundationStereo,dataset_1_keyframe_3,471,167,0.6257339364397312,0.004332152022485641,0.0,0.0826416615909802,0.00037471353589118065,5.45499625748503,9.265905688622755,10.829247754491018
Fast-FoundationStereo,dataset_2_keyframe_2,1033,63,0.8688830080486479,0.12248144418991572,0.0,0.1114186340617755,0.00325237605330198,6.903149801587301,8.327628968253968,16.14546130952381
Fast-FoundationStereo,dataset_2_keyframe_3,1102,792,1.1183915447932904,0.38699494264075884,0.047939898989675385,0.11405049875905418,0.008916518580870432,7.943428424873737,12.551964962121213,20.89114780618687
Fast-FoundationStereo,dataset_2_keyframe_4,2114,1588,1.1436337912525578,0.5944076746243478,0.009430197476421511,0.11064821027069158,0.039133999790092355,7.680592726700252,10.7138401290932,22.625221386964736
Fast-FoundationStereo,dataset_3_keyframe_1,329,142,0.5489332052603574,0.019561372545801765,0.0,0.09086907020127269,0.002482720396452791,3.973357724471831,8.158313160211268,24.910211267605632
Fast-FoundationStereo,dataset_3_keyframe_2,1597,1528,0.6923380094087873,0.09568044888004573,0.0009980366492146596,0.11036065110878249,0.008546206410380713,4.6101956192735605,8.84834649051047,20.957440281413614
Fast-FoundationStereo,dataset_3_keyframe_3,448,423,0.4623623550924567,0.05688002465101226,8.390748518616533e-05,0.07741162421547282,0.0061261419023436355,4.640514184397163,10.608506944444445,17.46195330969267
Fast-FoundationStereo,dataset_3_keyframe_4,834,776,1.0733038365994532,0.4958549965360021,0.01733631270493125,0.11637726587425802,0.013038731386025201,6.05200447003866,12.984385067654639,24.339581990979383
Fast-FoundationStereo,dataset_6_keyframe_1,637,24,0.688514918088913,0.08333333333333333,0.0,0.09831699185694258,0.0011381172839506173,5.554524739583333,7.647135416666667,8.615559895833334
Fast-FoundationStereo,dataset_6_keyframe_2,1087,80,0.8485320962965488,0.22764880952380953,0.0,0.09896937613375485,0.00013792438271604938,7.685791015625,9.65078125,13.7337890625
Fast-FoundationStereo,dataset_6_keyframe_3,1573,454,0.7001974716913858,0.12248259962085857,0.0,0.09346018404708067,0.00040033379561646817,5.9853472604625555,7.842665886563877,12.188635737885463
Fast-FoundationStereo,dataset_6_keyframe_4,1360,329,1.1735823028536916,0.4520363518093827,0.03667497011720749,0.1280651123252636,0.004270211827835942,6.886077602583587,8.334025930851064,12.357237841945288
Fast-FoundationStereo,dataset_7_keyframe_1,647,23,1.7193138612353283,0.5217391304347826,0.21739130434782608,0.18984603023399477,8.722490606548576e-05,5.021229619565218,10.89741847826087,24.838315217391305
Fast-FoundationStereo,dataset_7_keyframe_2,628,8,0.5066016502678394,0.0,0.0,0.06927280139643699,0.00027006172839506176,5.4130859375,12.02734375,33.41015625
Fast-FoundationStereo,dataset_7_keyframe_3,584,561,2.65077615071108,0.4915528312444353,0.35398271645880486,0.3176507188784168,0.02685611562245549,6.95105002228164,17.638006907308377,31.54659647950089
Fast-FoundationStereo,dataset_7_keyframe_4,2197,824,1.1277171773745598,0.4364163628707126,0.030350532019221336,0.11725159054305585,0.0010930289614047705,6.812869766383495,12.077304877123787,16.925383040048544
