dataset,frame,valid_px,retained_le_1px,retained_le_1px_ratio,retained_le_2px,retained_le_2px_ratio,retained_le_3px,retained_le_3px_ratio,retained_le_5px,retained_le_5px_ratio,retained_le_10px,retained_le_10px_ratio
dataset_5,keyframe_3/frame_000140,535180,22193,0.04146829104226615,45564,0.08513771067678165,68981,0.12889308270114727,107470,0.20081094211293396,198008,0.36998393064015844
dataset_5,keyframe_2/frame_001020,391025,9920,0.02536922191675724,20340,0.05201713445431878,32088,0.08206124928073652,62945,0.16097436225305287,172361,0.44079278818489864
dataset_4,keyframe_3/frame_000160,422253,28758,0.06810608805621274,57002,0.13499489642465537,83702,0.19822712923294802,135163,0.3200995611635678,231233,0.5476171868524321
dataset_5,keyframe_2/frame_000960,400069,11731,0.02932244187877591,23671,0.05916729364184678,35096,0.08772486746036309,55323,0.13828364607105276,127672,0.3191249509459618
dataset_5,keyframe_2/frame_001100,364467,0,0.0,0,0.0,1,2.7437326287427944e-06,1,2.7437326287427944e-06,1,2.7437326287427944e-06
dataset_4,keyframe_1/frame_000170,670947,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
dataset_6,keyframe_1/frame_000510,599731,154949,0.25836416660135963,268631,0.4479191504191046,369219,0.6156410123872202,509354,0.8493041046735953,595382,0.9927484155396336
dataset_6,keyframe_4/frame_000160,498892,173049,0.346866656510828,323033,0.6475008619099926,407558,0.8169263087000794,455642,0.9133078902848712,464442,0.9309469785043657
dataset_4,keyframe_1/frame_000490,326279,4735,0.014512119995464005,9689,0.02969544469610364,14716,0.04510250429846849,24382,0.07472745717622035,51991,0.159345222953362
dataset_3,keyframe_2/frame_001290,450696,87597,0.19435939080888226,197057,0.4372281981646165,273271,0.6063310967925165,344492,0.7643555744892344,429101,0.9520852193052524
dataset_6,keyframe_4/frame_001210,709099,63020,0.08887334490670555,119487,0.1685053850026583,173964,0.24533104686369606,242759,0.34234852961293133,495949,0.6994072759939021
dataset_5,keyframe_4/frame_000140,523536,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
dataset_5,keyframe_4/frame_000170,639248,1,1.5643380972642855e-06,3,4.693014291792857e-06,5,7.821690486321428e-06,10,1.5643380972642857e-05,17,2.6593747653492855e-05
dataset_6,keyframe_4/frame_000870,456438,56106,0.12292140444047166,101365,0.22207835456294173,149998,0.32862732726021937,242768,0.5318750848965248,405405,0.888192919958461
dataset_4,keyframe_4/frame_000020,666949,661,0.0009910802775024777,1344,0.0020151465854210742,2096,0.0031426690796447702,3716,0.0055716404102862434,7745,0.011612582071492723
dataset_6,keyframe_4/frame_000270,701159,132770,0.18935790598138225,291674,0.4159883849454974,448472,0.6396152655817011,614118,0.8758612525832229,670269,0.9559443721039023
dataset_6,keyframe_4/frame_000830,455580,39342,0.08635585407612274,82840,0.18183414548487642,126972,0.27870406953773214,208173,0.4569406031871461,347710,0.7632249001273103
dataset_6,keyframe_4/frame_001120,699974,215154,0.30737427390160205,368238,0.5260738255992365,512689,0.7324400620594479,630288,0.9004448736667362,668600,0.9551783351953073
dataset_6,keyframe_4/frame_000300,768969,290756,0.3781114713336949,514485,0.6690581804988237,634400,0.8250007477544609,716908,0.9322976608940022,745093,0.9689506339007165
dataset_5,keyframe_2/frame_001010,400038,1517,0.0037921397467240614,3049,0.007621775931286528,4578,0.011443912828281314,7554,0.018883206095420935,21549,0.053867382598653125
dataset_1,keyframe_1/frame_000110,717930,363755,0.5066719596618054,609933,0.8495716852617943,693117,0.9654381346370816,717574,0.9995041299291018,717921,0.9999874639588818
dataset_5,keyframe_2/frame_001280,458213,9831,0.021455087481149597,20407,0.04453605637552841,31751,0.06929310167978647,58843,0.12841844295120391,148612,0.3243295148762693
dataset_6,keyframe_3/frame_000250,520790,153600,0.2949365387200215,255753,0.4910866184066514,323102,0.6204074579004973,397553,0.7633652719906296,482380,0.9262466637224217
dataset_3,keyframe_2/frame_000230,387912,71053,0.18316783187939534,154587,0.3985104869145579,230080,0.5931242137391985,292265,0.7534311905793066,369291,0.9519968446451773
dataset_3,keyframe_2/frame_001200,502710,126587,0.25180919416761155,249124,0.4955620536691134,323761,0.6440313500825525,424209,0.8438443635495614,488538,0.9718087963239244
dataset_5,keyframe_2/frame_001390,412623,225,0.0005452919493096604,454,0.0011002779777181592,710,0.0017206990400438172,1172,0.002840365175959653,2076,0.005031227052297133
dataset_3,keyframe_2/frame_000720,452856,188101,0.41536603246948256,304894,0.673269206988535,390018,0.8612406592824209,434528,0.959527973572173,450100,0.9939141802250605
dataset_1,keyframe_2/frame_000070,762600,488551,0.6406386047731445,668517,0.8766286388670338,729552,0.9566640440597954,755513,0.9907067925517965,760105,0.9967282979281405
dataset_5,keyframe_2/frame_001370,419024,4,9.545992592309748e-06,4,9.545992592309748e-06,6,1.4318988888464622e-05,11,2.625147962885181e-05,19,4.5343464813471305e-05
dataset_6,keyframe_4/frame_000380,547251,34515,0.06306977968062187,105036,0.19193386581294505,195967,0.3580934525473686,360846,0.6593793341629344,519989,0.9501837365304038
dataset_2,keyframe_4/frame_000930,384909,253170,0.6577398813745586,350337,0.9101813675440169,363972,0.9456053248949752,368634,0.9577172786294943,374232,0.9722609759709437
dataset_6,keyframe_2/frame_000290,466335,1062,0.002277332818681849,2721,0.005834861204927788,6036,0.012943484833864068,26003,0.055760343958742103,231584,0.4966043723932366
dataset_2,keyframe_4/frame_000850,340845,196574,0.5767254910589857,259161,0.760348545526559,290842,0.8532969531605276,307110,0.9010253927738415,319238,0.9366075488858572
dataset_1,keyframe_3/frame_000410,472767,116438,0.2462904559751421,218109,0.4613456522980665,293531,0.6208787838406657,401109,0.8484285070658485,470141,0.9944454667944251
dataset_5,keyframe_3/frame_000520,455189,36190,0.0795054362034232,65320,0.14350083152273013,93097,0.2045238351541887,148118,0.3253989002370444,266521,0.585517224713251
dataset_3,keyframe_2/frame_000120,455041,108569,0.23859168734245925,198352,0.43589918271100847,271474,0.5965923949710026,341939,0.7514465729461741,429390,0.9436292553857785
dataset_6,keyframe_1/frame_000260,655243,134746,0.20564279206340244,257184,0.39250171310490917,357702,0.5459073961873686,509027,0.776852251760034,646883,0.987241374574013
dataset_4,keyframe_1/frame_000550,579375,32931,0.05683883495145631,65144,0.11243840345199568,97929,0.1690252427184466,164341,0.2836522114347357,294202,0.5077920172599785
dataset_2,keyframe_4/frame_000700,295771,88401,0.29888325765541585,198774,0.6720537172339411,264811,0.8953244232869348,284478,0.9618184338559224,291834,0.986689026307515
dataset_5,keyframe_3/frame_000230,685553,380,0.0005542970419500754,750,0.0010940073196383066,1126,0.0016424696558836444,1889,0.0027554397690623482,3848,0.005612986887957605
dataset_2,keyframe_2/frame_000650,269177,6184,0.022973731039427587,22124,0.0821912719140194,53071,0.19716023285793363,124235,0.4615364611389532,211167,0.7844912455373231
dataset_4,keyframe_2/frame_000320,886996,74058,0.08349304844666718,145119,0.16360727669572353,212951,0.24008112776156826,345297,0.3892881140388457,497844,0.561269723876996
dataset_5,keyframe_3/frame_000620,555658,17041,0.030668144794099968,34965,0.06292539655687492,51833,0.09328219876254819,80087,0.14413002242386505,149948,0.26985663843587243
dataset_5,keyframe_3/frame_000530,464677,28812,0.06200436001781883,55202,0.11879649735192402,79944,0.1720420851473174,123302,0.26534990972223715,263005,0.5659953042651132
dataset_3,keyframe_2/frame_001110,510631,150490,0.29471379528465763,250508,0.49058517794650147,317284,0.6213567135563646,405325,0.7937728026696381,506093,0.9911129563226675
dataset_3,keyframe_1/frame_000190,722973,48950,0.06770653952498917,104387,0.1443857516117476,164685,0.22778858961537982,273755,0.37865176154572855,485083,0.6709559001511813
dataset_5,keyframe_2/frame_000440,418896,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
dataset_6,keyframe_4/frame_000010,1065033,612107,0.5747305482553122,912362,0.8566513901447185,1002217,0.941019667935172,1041015,0.9774485861001491,1045732,0.9818775568456565
dataset_2,keyframe_4/frame_001390,340262,103279,0.30352786970040735,188294,0.5533794546555302,237525,0.6980650204842151,285156,0.8380483274653061,304327,0.8943902051948205
dataset_5,keyframe_3/frame_000110,561033,1344,0.002395581008603772,2722,0.004851764512960913,4149,0.007395286908256734,6944,0.012377168544452822,14880,0.026522504023827477
dataset_5,keyframe_2/frame_000180,687066,24144,0.03514072883827755,49768,0.07243554476571391,76304,0.11105774408863195,127040,0.1849021782477957,241646,0.35170711401815835
dataset_5,keyframe_3/frame_000380,395831,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
dataset_5,keyframe_3/frame_000850,425166,0,0.0,0,0.0,0,0.0,0,0.0,2,4.70404500830264e-06
dataset_3,keyframe_3/frame_000410,287770,49828,0.1731521701358724,99925,0.3472391145706641,141510,0.4917468811898391,190088,0.6605553045835215,232989,0.8096361677728742
dataset_5,keyframe_2/frame_001180,449961,5098,0.011329870811025844,10721,0.02382650940859319,16896,0.03754992099315274,30483,0.06774587130884677,66974,0.14884401092539132
dataset_6,keyframe_3/frame_001570,641008,312804,0.48798766942066246,516594,0.8059088186106882,598098,0.9330585577715099,632706,0.9870485235753688,640922,0.9998658363078152
dataset_5,keyframe_2/frame_001130,407734,3207,0.007865422064385114,6407,0.015713676073126105,10041,0.024626349531802597,17715,0.04344744367651459,42484,0.1041953822835476
dataset_3,keyframe_2/frame_000650,515944,156122,0.30259485525560914,270487,0.5242565084582823,332147,0.6437656024684849,482056,0.9343184531654598,509940,0.9883630781635216
dataset_3,keyframe_3/frame_000240,280254,81052,0.28920907462516143,116759,0.41661849607855733,140624,0.5017733912807667,177160,0.6321408436632483,222800,0.7949931133899962
dataset_6,keyframe_4/frame_000210,632882,177409,0.2803192380254139,346651,0.5477340167677387,455184,0.7192241207681684,545178,0.86142124440259,584501,0.9235544698695808
dataset_3,keyframe_2/frame_000030,778029,220047,0.2828262185599766,384486,0.49417952287125544,494933,0.6361369563345325,626420,0.8051370835791468,729496,0.9376205771250172
dataset_6,keyframe_4/frame_000490,507686,105087,0.20699211717478913,220833,0.43497949519978885,316591,0.623596081042219,460422,0.9069030857656111,502366,0.9895210819285937
dataset_5,keyframe_2/frame_000300,578624,21125,0.03650902831545183,44063,0.07615135217343215,68738,0.11879562548390665,115987,0.20045314401061828,238997,0.4130437036832209
dataset_6,keyframe_4/frame_000750,390423,18133,0.04644449737848436,42426,0.10866675375170008,77562,0.19866145180995998,179941,0.4608872940374927,357734,0.9162728630229264
dataset_4,keyframe_2/frame_000280,709028,80829,0.113999729206745,159617,0.22512086969767062,237432,0.33486970895366613,344496,0.48587079776821224,485804,0.685168991915693
dataset_6,keyframe_1/frame_000340,672866,139169,0.2068301860994611,314158,0.46689534023119017,444922,0.6612341833292216,597948,0.888658365855906,669608,0.9951580255206832
dataset_6,keyframe_3/frame_000180,570383,67841,0.11893937932932784,136075,0.23856776937601576,210501,0.3690520229389726,352246,0.6175604812906416,509015,0.8924091356158932
dataset_6,keyframe_3/frame_000840,346163,203010,0.5864578247819668,304342,0.8791869726111687,334002,0.9648691512380005,344638,0.9955945609438328,346131,0.9999075580001329
dataset_4,keyframe_1/frame_000440,450839,9568,0.021222653763316838,19130,0.04243199900629715,29553,0.06555111691756925,50169,0.11127919279387985,109400,0.24265868746936267
dataset_6,keyframe_2/frame_000630,373574,474,0.0012688249182223603,1403,0.003755614684105425,3256,0.00871580998677638,9390,0.0251355822407341,57022,0.15263910229298613
dataset_3,keyframe_2/frame_000160,442877,109378,0.246971506761471,188946,0.4266331283855337,256196,0.5784811584254771,334109,0.7544058508344303,416758,0.9410242572994307
dataset_4,keyframe_4/frame_000000,825909,8576,0.010383710554068306,18572,0.02248673885379624,29609,0.035850196571292965,49363,0.05976808583027912,78489,0.09503347221061885
dataset_5,keyframe_2/frame_000290,662276,21529,0.03250759502080704,43251,0.06530660932904106,66310,0.10012441942634188,119296,0.18013033840876008,245934,0.37134668929570147
dataset_3,keyframe_3/frame_000010,796317,334347,0.41986671137248105,526372,0.6610081161145624,625516,0.785511297636494,722516,0.9073220840444195,773706,0.9716055289539216
dataset_5,keyframe_1/frame_000150,755902,3355,0.004438406036761379,10461,0.013839095544131381,23598,0.031218332535169903,64006,0.08467499755259279,169531,0.2242764273675688
dataset_4,keyframe_1/frame_000450,457937,12669,0.027665377551934,25160,0.05494205534822476,38118,0.08323852407645593,63666,0.13902785754372327,120922,0.264058156471305
dataset_5,keyframe_2/frame_001240,456252,10779,0.023625101917361457,21493,0.04710773870580293,32390,0.07099146962643452,54717,0.11992714552484153,109949,0.24098305322497215
dataset_4,keyframe_1/frame_000460,435373,12244,0.028123011762327933,23768,0.054592269157710746,35578,0.0817184345377412,58624,0.13465235556637642,109025,0.2504174581336004
dataset_3,keyframe_2/frame_001020,431196,138435,0.321048896557482,260445,0.6040060668466313,309636,0.7180864386497092,391252,0.9073646323249752,424535,0.98455226857392
dataset_2,keyframe_4/frame_000440,350160,198723,0.5675205620287869,279587,0.7984549920036554,311503,0.8896018962759881,346826,0.9904786383367603,350027,0.9996201736349097
dataset_2,keyframe_4/frame_000710,328662,151368,0.46055826350475565,238360,0.7252435632960306,294527,0.8961394989381188,309042,0.9403034120159921,317180,0.9650644126792876
dataset_5,keyframe_1/frame_000080,850780,19739,0.02320106255436188,41326,0.04857424951221232,70088,0.08238087402148617,135660,0.15945367780154682,305690,0.3593055784103999
dataset_1,keyframe_1/frame_000130,693047,489208,0.7058799763940974,644860,0.9304708050103384,683587,0.9863501320978231,692888,0.9997705783301853,693031,0.9999769135426602
dataset_5,keyframe_3/frame_000050,762716,3091,0.004052622470224828,6474,0.008488087309037702,10235,0.013419149460611814,19086,0.02502373098243645,36911,0.04839415981833343
dataset_6,keyframe_4/frame_000150,504946,207723,0.4113766620589132,352085,0.6972725796421796,429426,0.8504394529316006,473231,0.937191303624546,479540,0.9496857089668994
dataset_2,keyframe_2/frame_000760,291873,58661,0.2009812486937812,113296,0.388168826852775,157841,0.5407865749829549,210470,0.7211013009082717,260109,0.8911718452888756
dataset_6,keyframe_4/frame_000820,454679,69417,0.1526725448063359,138209,0.3039704934690188,200850,0.4417402167243264,278000,0.611420364696852,381565,0.8391964440847279
dataset_3,keyframe_1/frame_000030,800773,200396,0.2502531928524064,348109,0.434716205466468,471976,0.5894004917748226,609060,0.7605900798353591,696057,0.8692313552030351
dataset_2,keyframe_2/frame_000490,511442,60026,0.11736619206087885,120532,0.23567090696501264,184589,0.3609187356533097,279799,0.5470786521247766,432333,0.8453216591519664
dataset_6,keyframe_4/frame_001030,657879,178266,0.2709708016215748,343099,0.5215229548290795,464697,0.7063563360435582,586403,0.8913538811848379,654632,0.9950644419414513
dataset_3,keyframe_3/frame_000160,567472,177611,0.31298636760932697,295518,0.5207622578735163,370391,0.6527035695153242,451003,0.7947581554684636,549732,0.96873854569036
dataset_5,keyframe_2/frame_001540,398572,23,5.770601045733268e-05,41,0.00010286723603263651,80,0.0002007165581124615,111,0.00027849422438104034,233,0.0005845869755025441
dataset_5,keyframe_1/frame_000010,813219,28756,0.035360708493038163,57211,0.07035128298773147,88485,0.10880832838386707,154309,0.1897508543209148,330475,0.40637884751831915
dataset_2,keyframe_4/frame_001200,470730,4080,0.00866738894907909,8039,0.01707773033373696,12173,0.025859834724789157,22205,0.04717141461134833,189898,0.4034117222186816
dataset_2,keyframe_4/frame_001140,363220,134912,0.3714332911183305,205839,0.5667061285171522,236897,0.652213534496999,277777,0.7647624029513793,362474,0.9979461483398492
dataset_3,keyframe_4/frame_000680,376610,207087,0.5498712195640052,332388,0.8825787950399617,357271,0.9486497968720958,368045,0.9772576405299912,376256,0.9990600355805741
dataset_3,keyframe_2/frame_000830,442618,189502,0.42813893696144306,294383,0.6650949577287865,341770,0.7721556737412396,403224,0.9109977452340393,432660,0.9775020446524995
dataset_2,keyframe_4/frame_000350,381800,4904,0.01284442116291252,12466,0.03265060240963855,66947,0.1753457307490833,340590,0.8920639078051336,381647,0.9995992666317444
dataset_6,keyframe_4/frame_001110,681785,145135,0.21287502658462712,313221,0.4594131581070279,475604,0.6975864825421504,610431,0.8953423733288354,653161,0.9580160901163857
dataset_3,keyframe_2/frame_001100,507650,140313,0.2763971240027578,238382,0.4695794346498572,306870,0.6044912833645228,407952,0.8036087855806165,502108,0.9890830296464099
dataset_3,keyframe_1/frame_000240,697603,54161,0.07763871428305211,109698,0.15724989714780468,171356,0.24563541154496182,281196,0.4030888628632618,463478,0.6643864776957668
dataset_6,keyframe_3/frame_000910,309287,104628,0.33828773921955985,165104,0.5338213374632623,223578,0.7228819834005309,296430,0.9584301959021879,309225,0.999799538939561
dataset_3,keyframe_2/frame_001090,503884,147330,0.29238872438894664,238353,0.473031491374999,303496,0.6023132308229672,396112,0.7861174397281914,498725,0.989761532416191
dataset_3,keyframe_2/frame_001160,535702,168431,0.3144117438426588,288591,0.5387155545433842,347704,0.6490623518299353,440299,0.8219103158099093,529218,0.987896255754132
dataset_6,keyframe_4/frame_001090,714882,79735,0.11153588983916227,157040,0.21967261729907872,247320,0.345959193265462,450015,0.6294954971589717,645217,0.9025503509670127
dataset_6,keyframe_2/frame_000610,364157,7101,0.019499831116798524,15449,0.04242400942450646,28812,0.07911972034040263,71375,0.19600062610357621,236118,0.6483961587996386
dataset_3,keyframe_2/frame_000620,515224,141595,0.27482221325093553,243934,0.47345232364951945,307831,0.5974702265422418,417560,0.8104436128751766,506941,0.9839234973526078
dataset_6,keyframe_3/frame_000580,343990,15495,0.04504491409634001,28886,0.08397337131893369,44097,0.12819268001976802,66684,0.19385447251373586,124723,0.36257740050582865
dataset_4,keyframe_2/frame_000030,834615,108654,0.13018457612192447,175233,0.20995668661598463,219312,0.26277025934113335,259117,0.31046290804742305,317822,0.3808007284795984
dataset_5,keyframe_2/frame_000070,459635,5730,0.012466413567287086,10968,0.023862412566492977,15817,0.0344120878523176,25074,0.0545519814635526,65420,0.1423303273249426
dataset_3,keyframe_2/frame_000240,374750,74053,0.197606404269513,153434,0.4094302868579053,222252,0.5930673782521682,287252,0.7665163442294863,357892,0.9550153435623749
dataset_6,keyframe_3/frame_000190,585802,125335,0.21395454436823363,238484,0.40710683814667753,326427,0.5572309415126613,442646,0.755623913882165,522654,0.892202484798618
dataset_5,keyframe_3/frame_000580,499200,20853,0.04177283653846154,43931,0.08800280448717948,71019,0.142265625,117337,0.23505008012820514,219226,0.43915464743589744
dataset_6,keyframe_3/frame_001370,418321,117122,0.2799811627912536,238701,0.5706168229660954,310186,0.7415023391127866,357014,0.8534450816478255,399477,0.954953253601899
dataset_4,keyframe_1/frame_000410,440015,6014,0.0136677158733225,12801,0.029092190038975944,19135,0.04348715384702794,33084,0.07518834585184596,73373,0.16675113348408577
dataset_5,keyframe_4/frame_000070,676009,0,0.0,0,0.0,0,0.0,0,0.0,6,8.87562147841227e-06
dataset_6,keyframe_4/frame_000360,627211,7174,0.011437937153525687,48341,0.07707294674359984,113756,0.1813679925894157,287660,0.4586335379959854,564087,0.8993576324394821
dataset_4,keyframe_2/frame_000440,655792,0,0.0,1,1.5248737404542905e-06,1,1.5248737404542905e-06,2,3.049747480908581e-06,4,6.099494961817162e-06
dataset_3,keyframe_2/frame_000950,424725,162445,0.38247101065395256,247532,0.5828053446347636,300180,0.7067631997174643,368548,0.8677332391547472,408132,0.9609323680028253
dataset_6,keyframe_3/frame_000570,300315,76152,0.2535737475650567,151625,0.5048865358040724,206037,0.6860696268917637,267451,0.8905682366848143,299577,0.9975425802906948
dataset_6,keyframe_3/frame_000290,572279,54191,0.09469332266254746,116543,0.20364717209612793,186551,0.3259791115871804,324992,0.5678908364626345,487924,0.85259812084665
dataset_5,keyframe_2/frame_001430,391352,1888,0.004824301396185531,3899,0.009962897851550523,6312,0.016128702549111796,13986,0.03573764794864981,54266,0.138662891718964
dataset_4,keyframe_4/frame_000200,389673,118,0.00030281800381345384,261,0.0006697923643670462,391,0.0010034054194157666,660,0.001693727817939657,1188,0.0030487100722913826
dataset_5,keyframe_2/frame_001190,444995,8847,0.01988112225980067,17721,0.03982291935864448,26899,0.060447870200788775,44526,0.1000595512309127,90277,0.20287194238137507
dataset_5,keyframe_2/frame_001620,375167,5273,0.01405507414031618,11387,0.03035181665764846,17321,0.04616877283982866,32001,0.08529801395112044,67651,0.1803223631076294
dataset_6,keyframe_1/frame_000150,749526,280995,0.3748969348628333,492244,0.6567403932618748,614556,0.8199261933541998,718676,0.9588406539599693,747475,0.9972636039310178
dataset_5,keyframe_4/frame_000150,536354,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
dataset_6,keyframe_4/frame_000110,462762,176421,0.3812348464221349,270027,0.5835116107199814,318729,0.6887536141688384,385935,0.8339816147393261,448825,0.9698830068155985
dataset_5,keyframe_3/frame_000640,550402,34161,0.06206554481996795,72508,0.1317364399111922,112485,0.2043688067993939,181626,0.32998789975327125,321705,0.5844909720531539
dataset_3,keyframe_2/frame_000790,451769,261668,0.5792075153452317,347442,0.7690700335791079,390998,0.8654821379953029,431917,0.9560571885189112,447474,0.990492928908358
