config,correction_flicker,correction_sign_flip_rate,delta_mae,frames,high_frequency_temporal_error,high_motion_mc_inconsistency,isolated_activation,low_motion_mc_inconsistency,medium_motion_mc_inconsistency,modified_pixel_ratio,motion_compensated_inconsistency,new_bad3,raw_bad3,raw_mae,refined_bad3,refined_mae,sequence_id,temporal_error_jitter,tepe,tgm_error,valid_temporal_pair_count,valid_warp_support_ratio
faithful_prev_current,0.019114197987153775,0.0,0.10329294204711914,128.0,3.508578300476074,4.210286376044506,0.01566374860703945,4.210286376044506,4.210286376044506,0.9968293905258179,4.210286376044506,1.6351169347763062,54.68938446044922,6.912731170654297,53.492767333984375,6.809438228607178,dataset_4_keyframe_1,2.1787292544297348,4.210286376044506,2.380702617600208,127.0,0.7375030850800942
faithful_zero_prev,0.024826253756998092,4.8350303679728495e-06,0.0824427604675293,128.0,3.509532928466797,4.207524688225093,0.018993470817804337,4.207524688225093,4.207524688225093,0.9807160496711731,4.207524688225093,1.2151439189910889,54.68938446044922,6.912731170654297,53.66218185424805,6.830288410186768,dataset_4_keyframe_1,2.180009243995186,4.207524688225093,2.381101512533473,127.0,0.7375030850800942
faithful_all_reliable,0.021671162522214606,0.0,0.10373497009277344,128.0,3.503352165222168,4.207719190852848,0.01552360039204359,4.207719190852848,4.207719190852848,0.9973873496055603,4.207719190852848,1.637709140777588,54.68938446044922,6.912731170654297,53.489662170410156,6.808996200561523,dataset_4_keyframe_1,2.1763227694616543,4.207719190852848,2.3778471547787583,127.0,0.7375030850800942
raw_s2m2,0.0,0.0,0.0,128.0,1.076492190361023,3.2843913046393807,0.0,3.2843913046393807,3.2843913046393807,0.0,3.2843913046393807,0.0,16.60696029663086,1.8263241052627563,16.60696029663086,1.8263241052627563,dataset_7_keyframe_4,0.6700758995033624,3.2843913046393807,0.7551876074216497,127.0,0.5407172847451187
aligned_local_faithful,0.0916917303239736,0.021052186861340926,-0.004636287689208984,128.0,1.0727202892303467,3.199304354472423,0.17786629498004913,3.199304354472423,3.199304354472423,0.4377567768096924,3.199304354472423,1.2221494913101196,16.60696029663086,1.8263241052627563,16.17962646484375,1.8309603929519653,dataset_7_keyframe_4,0.6659922473073945,3.199304354472423,0.7496410221096099,127.0,0.5407172847451187
faithful_full,0.018882140282570847,0.0,-0.03274679183959961,128.0,1.076156735420227,3.275455330300519,0.018278665840625763,3.275455330300519,3.275455330300519,0.9958693981170654,3.275455330300519,2.3725318908691406,16.60696029663086,1.8263241052627563,17.36232566833496,1.859070897102356,dataset_7_keyframe_4,0.6710600838886471,3.275455330300519,0.7545520973017835,127.0,0.5407172847451187
faithful_state_reset,0.01820748481958166,0.0,-0.03462493419647217,128.0,1.0763628482818604,3.275600973076708,0.01816447824239731,3.275600973076708,3.275600973076708,0.9969198703765869,3.275600973076708,2.5003459453582764,16.60696029663086,1.8263241052627563,17.4229679107666,1.8609490394592285,dataset_7_keyframe_4,0.6711528566409284,3.275600973076708,0.754581810217204,127.0,0.5407172847451187
faithful_shuffled_existing,0.031065267503378898,1.6315146161455984e-07,-0.03399074077606201,128.0,1.0771939754486084,3.2772359772929995,0.018799755722284317,3.2772359772929995,3.2772359772929995,0.9945235848426819,3.2772359772929995,2.3506879806518555,16.60696029663086,1.8263241052627563,17.370420455932617,1.8603148460388184,dataset_7_keyframe_4,0.6716093355276453,3.2772359772929995,0.7552199596025813,127.0,0.5407172847451187
safe_causal_bida,3.351266235209813e-11,0.0,0.0,128.0,1.076492190361023,3.2843913046393807,0.0,3.2843913046393807,3.2843913046393807,0.0,3.2843913046393807,0.0,16.60696029663086,1.8263241052627563,16.60696029663086,1.8263241052627563,dataset_7_keyframe_4,0.6700758995033624,3.2843913046393807,0.7551876074216497,127.0,0.5407172847451187
faithful_full,0.018882140282570847,0.0,-0.03274679183959961,128.0,1.076156735420227,3.275455330300519,0.018278665840625763,3.275455330300519,3.275455330300519,0.9958693981170654,3.275455330300519,2.3725318908691406,16.60696029663086,1.8263241052627563,17.36232566833496,1.859070897102356,dataset_7_keyframe_4,0.6710600838886471,3.275455330300519,0.7545520973017835,127.0,0.5407172847451187
faithful_zero_state,0.01820748481958166,0.0,-0.03462493419647217,128.0,1.0763628482818604,3.275600973076708,0.01816447824239731,3.275600973076708,3.275600973076708,0.9969198703765869,3.275600973076708,2.5003459453582764,16.60696029663086,1.8263241052627563,17.4229679107666,1.8609490394592285,dataset_7_keyframe_4,0.6711528566409284,3.275600973076708,0.754581810217204,127.0,0.5407172847451187
faithful_random_state,0.021919947990223648,0.0,-0.0346219539642334,128.0,1.0765503644943237,3.2756106618821152,0.01825464330613613,3.2756106618821152,3.2756106618821152,0.996758759021759,3.2756106618821152,2.4939048290252686,16.60696029663086,1.8263241052627563,17.419588088989258,1.8609460592269897,dataset_7_keyframe_4,0.6712869504305321,3.2756106618821152,0.7547324574369145,127.0,0.5407172847451187
faithful_shuffled_corrected,0.02760075181575976,1.6308725272088978e-07,-0.036597251892089844,128.0,1.0771946907043457,3.276972426204231,0.01857045479118824,3.276972426204231,3.276972426204231,0.9949477314949036,3.276972426204231,2.4807050228118896,16.60696029663086,1.8263241052627563,17.442413330078125,1.8629213571548462,dataset_7_keyframe_4,0.671734280004276,3.276972426204231,0.7552447701533009,127.0,0.5407172847451187
faithful_prev_current,0.01944330204131566,0.0,-0.03250622749328613,128.0,1.0768638849258423,3.2761891235516765,0.018337959423661232,3.2761891235516765,3.2761891235516765,0.9957643151283264,3.2761891235516765,2.3530404567718506,16.60696029663086,1.8263241052627563,17.354726791381836,1.8588303327560425,dataset_7_keyframe_4,0.6713901523530014,3.2761891235516765,0.7550245082284522,127.0,0.5407172847451187
faithful_zero_prev,0.027070677611888864,6.4008606608781055e-06,-0.022719502449035645,128.0,1.0765551328659058,3.2721163700884723,0.021331656724214554,3.2721163700884723,3.2721163700884723,0.9834047555923462,3.2721163700884723,1.7478187084197998,16.60696029663086,1.8263241052627563,17.048118591308594,1.849043607711792,dataset_7_keyframe_4,0.6708130435211452,3.2721163700884723,0.7548285865877556,127.0,0.5407172847451187
faithful_all_reliable,0.018882140282570847,0.0,-0.03274679183959961,128.0,1.076156735420227,3.275455330300519,0.018278665840625763,3.275455330300519,3.275455330300519,0.9958693981170654,3.275455330300519,2.3725318908691406,16.60696029663086,1.8263241052627563,17.36232566833496,1.859070897102356,dataset_7_keyframe_4,0.6710600838886471,3.275455330300519,0.7545520973017835,127.0,0.5407172847451187
raw_s2m2,0.0,0.0,0.0,128.0,0.6440786719322205,2.005063262980754,0.0,2.005063262980754,2.005063262980754,0.0,2.005063262980754,0.0,35.030601501464844,3.329941987991333,35.030601501464844,3.329941987991333,dataset_2_keyframe_4,0.45956977204544336,2.005063262980754,0.48145707620410466,127.0,0.4813163294566898
aligned_local_faithful,0.056922438459133536,0.02034935116855882,0.06790924072265625,128.0,0.6483240127563477,1.9610055248568377,0.19716157019138336,1.9610055248568377,1.9610055248568377,0.2849038541316986,1.9610055248568377,0.19888174533843994,35.030601501464844,3.329941987991333,33.67131423950195,3.2620327472686768,dataset_2_keyframe_4,0.46200182423816893,1.9610055248568377,0.4851399453606193,127.0,0.4813163294566898
faithful_full,0.01232674503405615,0.0,0.15775012969970703,128.0,0.6431960463523865,1.999249874137518,0.0113162687048316,1.999249874137518,1.999249874137518,0.9992130398750305,1.999249874137518,0.1664615273475647,35.030601501464844,3.329941987991333,32.38417434692383,3.172191858291626,dataset_2_keyframe_4,0.45835513768233654,1.999249874137518,0.4812352521213021,127.0,0.4813163294566898
faithful_state_reset,0.011895631425317348,0.0,0.1631920337677002,128.0,0.6431788802146912,1.9992220070887738,0.011297579854726791,1.9992220070887738,1.9992220070887738,0.9993384480476379,1.9992220070887738,0.1801091581583023,35.030601501464844,3.329941987991333,32.31730651855469,3.166749954223633,dataset_2_keyframe_4,0.4583038085792947,1.9992220070887738,0.48116435239634175,127.0,0.4813163294566898
faithful_shuffled_existing,0.032322931572736247,4.2698106487413617e-07,0.15394949913024902,128.0,0.6459742784500122,2.0011985832311976,0.011691785417497158,2.0011985832311976,2.0011985832311976,0.9980632662773132,2.0011985832311976,0.1507752388715744,35.030601501464844,3.329941987991333,32.42118835449219,3.175992488861084,dataset_2_keyframe_4,0.4599819364040855,2.0011985832311976,0.48299557768453766,127.0,0.4813163294566898
safe_causal_bida,1.3759081909684961e-11,0.0,0.0,128.0,0.6440786719322205,2.005063262980754,0.0,2.005063262980754,2.005063262980754,0.0,2.005063262980754,0.0,35.030601501464844,3.329941987991333,35.030601501464844,3.329941987991333,dataset_2_keyframe_4,0.45956977204544336,2.005063262980754,0.48145707620410466,127.0,0.4813163294566898
faithful_full,0.01232674503405615,0.0,0.15775012969970703,128.0,0.6431960463523865,1.999249874137518,0.0113162687048316,1.999249874137518,1.999249874137518,0.9992130398750305,1.999249874137518,0.1664615273475647,35.030601501464844,3.329941987991333,32.38417434692383,3.172191858291626,dataset_2_keyframe_4,0.45835513768233654,1.999249874137518,0.4812352521213021,127.0,0.4813163294566898
faithful_zero_state,0.011895631425317348,0.0,0.1631920337677002,128.0,0.6431788802146912,1.9992220070887738,0.011297579854726791,1.9992220070887738,1.9992220070887738,0.9993384480476379,1.9992220070887738,0.1801091581583023,35.030601501464844,3.329941987991333,32.31730651855469,3.166749954223633,dataset_2_keyframe_4,0.4583038085792947,1.9992220070887738,0.48116435239634175,127.0,0.4813163294566898
faithful_random_state,0.016673451560864767,0.0,0.16307568550109863,128.0,0.6436243653297424,1.9993498285455027,0.01130561251193285,1.9993498285455027,1.9993498285455027,0.9992921352386475,1.9993498285455027,0.17925971746444702,35.030601501464844,3.329941987991333,32.31605529785156,3.1668663024902344,dataset_2_keyframe_4,0.4586193873657016,1.9993498285455027,0.48148180743840735,127.0,0.4813163294566898
faithful_shuffled_corrected,0.025032169779571962,4.2688070535641456e-07,0.15895390510559082,128.0,0.6450775861740112,2.0006056496008173,0.011449584737420082,2.0006056496008173,2.0006056496008173,0.9990149140357971,2.0006056496008173,0.16818872094154358,35.030601501464844,3.329941987991333,32.36228561401367,3.170988082885742,dataset_2_keyframe_4,0.45946754749835006,2.0006056496008173,0.48242346578695644,127.0,0.4813163294566898
faithful_prev_current,0.012584119118515431,2.538139181803751e-07,0.15762805938720703,128.0,0.6434367895126343,1.999471122120309,0.01136409118771553,1.999471122120309,1.999471122120309,0.9990218877792358,1.999471122120309,0.1679621934890747,35.030601501464844,3.329941987991333,32.3946418762207,3.172313928604126,dataset_2_keyframe_4,0.45836972838311685,1.999471122120309,0.481248735208211,127.0,0.4813163294566898
faithful_zero_prev,0.017768110390605888,5.523904657434108e-06,0.12589406967163086,128.0,0.644003689289093,1.9976468198881374,0.013210230506956577,1.9976468198881374,1.9976468198881374,0.9913890957832336,1.9976468198881374,0.12843501567840576,35.030601501464844,3.329941987991333,32.908180236816406,3.204047918319702,dataset_2_keyframe_4,0.4589427703712869,1.9976468198881374,0.48185841258116596,127.0,0.4813163294566898
faithful_all_reliable,0.01232674503405615,0.0,0.15775012969970703,128.0,0.6431960463523865,1.999249874137518,0.0113162687048316,1.999249874137518,1.999249874137518,0.9992130398750305,1.999249874137518,0.1664615273475647,35.030601501464844,3.329941987991333,32.38417434692383,3.172191858291626,dataset_2_keyframe_4,0.45835513768233654,1.999249874137518,0.4812352521213021,127.0,0.4813163294566898
raw_s2m2,0.0,0.0,0.0,128.0,0.7384172081947327,2.3155163517148476,0.0,2.3155163517148476,2.3155163517148476,0.0,2.3155163517148476,0.0,15.796844482421875,1.7707916498184204,15.796844482421875,1.7707916498184204,dataset_3_keyframe_2,0.46333685470378305,2.3155163517148476,0.494025150152642,127.0,0.6026797893009787
aligned_local_faithful,0.0741815017609615,0.024427540196971163,0.03872179985046387,128.0,0.7440758347511292,2.2611213152802834,0.2074231207370758,2.2611213152802834,2.2611213152802834,0.3516903221607208,2.2611213152802834,0.43028736114501953,15.796844482421875,1.7707916498184204,14.427511215209961,1.7320698499679565,dataset_3_keyframe_2,0.466953673935312,2.2611213152802834,0.4990449106599402,127.0,0.6026797893009787
faithful_full,0.015975625972872175,0.0,0.08047068119049072,128.0,0.7354653477668762,2.3099759451047643,0.01142185553908348,2.3099759451047643,2.3099759451047643,0.9816824197769165,2.3099759451047643,0.5871416926383972,15.796844482421875,1.7707916498184204,13.25263500213623,1.6903209686279297,dataset_3_keyframe_2,0.461668944734288,2.3099759451047643,0.4939318550383951,127.0,0.6026797893009787
faithful_state_reset,0.015258907025137285,0.0,0.08334696292877197,128.0,0.7352425456047058,2.310155498230551,0.01031043566763401,2.310155498230551,2.310155498230551,0.9871701598167419,2.310155498230551,0.6199793219566345,15.796844482421875,1.7707916498184204,13.169304847717285,1.6874446868896484,dataset_3_keyframe_2,0.4615047055435932,2.310155498230551,0.4938322960391758,127.0,0.6026797893009787
faithful_shuffled_existing,0.02127486362495995,0.0,0.0790940523147583,128.0,0.7361218929290771,2.311271080820579,0.014744519256055355,2.311271080820579,2.311271080820579,0.9693332314491272,2.311271080820579,0.5689544081687927,15.796844482421875,1.7707916498184204,13.288445472717285,1.691697597503662,dataset_3_keyframe_2,0.4621013740854939,2.311271080820579,0.49435361257688265,127.0,0.6026797893009787
safe_causal_bida,4.260720789744626e-11,0.0,0.0,128.0,0.7384172081947327,2.3155163517148476,0.0,2.3155163517148476,2.3155163517148476,0.0,2.3155163517148476,0.0,15.796844482421875,1.7707916498184204,15.796844482421875,1.7707916498184204,dataset_3_keyframe_2,0.46333685470378305,2.3155163517148476,0.494025150152642,127.0,0.6026797893009787
faithful_full,0.015975625972872175,0.0,0.08047068119049072,128.0,0.7354653477668762,2.3099759451047643,0.01142185553908348,2.3099759451047643,2.3099759451047643,0.9816824197769165,2.3099759451047643,0.5871416926383972,15.796844482421875,1.7707916498184204,13.25263500213623,1.6903209686279297,dataset_3_keyframe_2,0.461668944734288,2.3099759451047643,0.4939318550383951,127.0,0.6026797893009787
faithful_zero_state,0.015258907025137285,0.0,0.08334696292877197,128.0,0.7352425456047058,2.310155498230551,0.01031043566763401,2.310155498230551,2.310155498230551,0.9871701598167419,2.310155498230551,0.6199793219566345,15.796844482421875,1.7707916498184204,13.169304847717285,1.6874446868896484,dataset_3_keyframe_2,0.4615047055435932,2.310155498230551,0.4938322960391758,127.0,0.6026797893009787
faithful_random_state,0.019217961475135773,0.0,0.08334743976593018,128.0,0.7354893088340759,2.3102324717626797,0.011099381372332573,2.3102324717626797,2.3102324717626797,0.9842885136604309,2.3102324717626797,0.6200140118598938,15.796844482421875,1.7707916498184204,13.169610977172852,1.6874442100524902,dataset_3_keyframe_2,0.46167114236223417,2.3102324717626797,0.49401501783235807,127.0,0.6026797893009787
faithful_shuffled_corrected,0.019440165170886384,0.0,0.08184933662414551,128.0,0.735721230506897,2.311283449488362,0.012454340234398842,2.311283449488362,2.311283449488362,0.9772418737411499,2.311283449488362,0.6028496623039246,15.796844482421875,1.7707916498184204,13.217684745788574,1.688942313194275,dataset_3_keyframe_2,0.46182515724437445,2.311283449488362,0.49413637711307196,127.0,0.6026797893009787
faithful_prev_current,0.01631452937383117,0.0,0.07997012138366699,128.0,0.735819399356842,2.310302590760659,0.012031982652842999,2.310302590760659,2.310302590760659,0.9791568517684937,2.310302590760659,0.5820963978767395,15.796844482421875,1.7707916498184204,13.264839172363281,1.6908215284347534,dataset_3_keyframe_2,0.4618196804223098,2.310302590760659,0.49408885742735675,127.0,0.6026797893009787
faithful_zero_prev,0.02361393205117522,2.3592556102612005e-07,0.06355023384094238,128.0,0.7373676896095276,2.307515778410153,0.02546183578670025,2.307515778410153,2.307515778410153,0.8540291786193848,2.307515778410153,0.44379347562789917,15.796844482421875,1.7707916498184204,13.700675964355469,1.707241415977478,dataset_3_keyframe_2,0.4628239090987078,2.307515778410153,0.49476778413367084,127.0,0.6026797893009787
faithful_all_reliable,0.015975625972872175,0.0,0.08047068119049072,128.0,0.7354653477668762,2.3099759451047643,0.01142185553908348,2.3099759451047643,2.3099759451047643,0.9816824197769165,2.3099759451047643,0.5871416926383972,15.796844482421875,1.7707916498184204,13.25263500213623,1.6903209686279297,dataset_3_keyframe_2,0.461668944734288,2.3099759451047643,0.4939318550383951,127.0,0.6026797893009787
