config,frame_index,modified_pixel_ratio,raw_mae,refined_mae,sequence_id
aligned_local_faithful,104,0.44381022453308105,4.749631881713867,4.7090349197387695,dataset_4_keyframe_1
aligned_local_faithful,105,0.4160637855529785,4.24636173248291,4.235288143157959,dataset_4_keyframe_1
aligned_local_faithful,106,0.4200132191181183,3.687105894088745,3.679795503616333,dataset_4_keyframe_1
aligned_local_faithful,107,0.5305952429771423,4.183923244476318,4.11020040512085,dataset_4_keyframe_1
aligned_local_faithful,108,0.408911794424057,4.57879114151001,4.511978626251221,dataset_4_keyframe_1
aligned_local_faithful,109,0.4074426591396332,4.392562389373779,4.360100746154785,dataset_4_keyframe_1
aligned_local_faithful,110,0.4530983567237854,3.8359453678131104,3.8023431301116943,dataset_4_keyframe_1
aligned_local_faithful,111,0.49223148822784424,3.9000651836395264,3.875922203063965,dataset_4_keyframe_1
aligned_local_faithful,112,0.34325504302978516,4.439538955688477,4.425812721252441,dataset_4_keyframe_1
aligned_local_faithful,113,0.373098760843277,4.161973476409912,4.1720476150512695,dataset_4_keyframe_1
aligned_local_faithful,114,0.34803810715675354,4.078733444213867,4.090147495269775,dataset_4_keyframe_1
aligned_local_faithful,115,0.3521283268928528,4.3919830322265625,4.39413595199585,dataset_4_keyframe_1
aligned_local_faithful,116,0.5033642649650574,3.6446287631988525,3.661536455154419,dataset_4_keyframe_1
aligned_local_faithful,117,0.4138123691082001,3.4257051944732666,3.412015438079834,dataset_4_keyframe_1
aligned_local_faithful,118,0.3608853220939636,3.4837772846221924,3.479792356491089,dataset_4_keyframe_1
aligned_local_faithful,119,0.5354679226875305,4.570660591125488,4.504424095153809,dataset_4_keyframe_1
aligned_local_faithful,120,0.5327420830726624,4.0091047286987305,3.9988317489624023,dataset_4_keyframe_1
aligned_local_faithful,121,0.3773488402366638,3.5968024730682373,3.614023208618164,dataset_4_keyframe_1
aligned_local_faithful,122,0.3848266899585724,3.52744197845459,3.530884027481079,dataset_4_keyframe_1
aligned_local_faithful,123,0.4245474338531494,4.350011348724365,4.311058521270752,dataset_4_keyframe_1
aligned_local_faithful,124,0.3808508515357971,3.8300347328186035,3.8076822757720947,dataset_4_keyframe_1
aligned_local_faithful,125,0.4003300666809082,4.145031452178955,4.112730503082275,dataset_4_keyframe_1
aligned_local_faithful,126,0.4359786808490753,4.066136360168457,4.0392165184021,dataset_4_keyframe_1
aligned_local_faithful,127,0.4393969178199768,3.8059380054473877,3.7881150245666504,dataset_4_keyframe_1
faithful_full,0,0.9973340034484863,6.060244083404541,5.922663688659668,dataset_4_keyframe_1
faithful_full,1,0.9979527592658997,9.039661407470703,8.85994815826416,dataset_4_keyframe_1
faithful_full,2,0.9969515800476074,6.012317657470703,5.883452415466309,dataset_4_keyframe_1
faithful_full,3,0.997245192527771,6.124181747436523,5.993805885314941,dataset_4_keyframe_1
faithful_full,4,0.9978049993515015,9.188918113708496,8.974135398864746,dataset_4_keyframe_1
faithful_full,5,0.9975233674049377,8.369651794433594,8.15717887878418,dataset_4_keyframe_1
faithful_full,6,0.9976882934570312,7.902944564819336,7.694860935211182,dataset_4_keyframe_1
faithful_full,7,0.9975683093070984,7.557080268859863,7.359315395355225,dataset_4_keyframe_1
faithful_full,8,0.9973531365394592,6.627152442932129,6.442720413208008,dataset_4_keyframe_1
faithful_full,9,0.9973419308662415,7.395853042602539,7.244248867034912,dataset_4_keyframe_1
faithful_full,10,0.9970681071281433,6.696791172027588,6.559566974639893,dataset_4_keyframe_1
faithful_full,11,0.9978923797607422,7.725963115692139,7.538499355316162,dataset_4_keyframe_1
faithful_full,12,0.9966140985488892,5.421593189239502,5.296433925628662,dataset_4_keyframe_1
faithful_full,13,0.9970751404762268,6.61635160446167,6.459335803985596,dataset_4_keyframe_1
faithful_full,14,0.9978166818618774,8.349656105041504,8.163491249084473,dataset_4_keyframe_1
faithful_full,15,0.9971660375595093,7.497913360595703,7.328435897827148,dataset_4_keyframe_1
faithful_full,16,0.9969151616096497,6.6840667724609375,6.536278247833252,dataset_4_keyframe_1
faithful_full,17,0.9975702166557312,9.574724197387695,9.37659740447998,dataset_4_keyframe_1
faithful_full,18,0.9974148273468018,10.442307472229004,10.246026992797852,dataset_4_keyframe_1
faithful_full,19,0.9979037046432495,8.636974334716797,8.456766128540039,dataset_4_keyframe_1
faithful_full,20,0.9974904656410217,9.90134048461914,9.695147514343262,dataset_4_keyframe_1
faithful_full,21,0.9976096153259277,7.287899494171143,7.1261773109436035,dataset_4_keyframe_1
faithful_full,22,0.9977717995643616,9.060539245605469,8.888679504394531,dataset_4_keyframe_1
faithful_full,23,0.997917652130127,9.984447479248047,9.811274528503418,dataset_4_keyframe_1
faithful_full,24,0.9978553056716919,5.842718124389648,5.719679832458496,dataset_4_keyframe_1
faithful_full,25,0.998508095741272,8.021361351013184,7.862713813781738,dataset_4_keyframe_1
faithful_full,26,0.9987759590148926,8.711276054382324,8.553876876831055,dataset_4_keyframe_1
faithful_full,27,0.9989227652549744,8.443680763244629,8.282048225402832,dataset_4_keyframe_1
faithful_full,28,0.9988182187080383,8.189266204833984,8.035408973693848,dataset_4_keyframe_1
faithful_full,29,0.9983870983123779,7.5717973709106445,7.416188716888428,dataset_4_keyframe_1
faithful_full,30,0.9982085227966309,5.668398380279541,5.575011253356934,dataset_4_keyframe_1
faithful_full,31,0.9981634616851807,5.8285040855407715,5.698031425476074,dataset_4_keyframe_1
