frame_index,hidden_l1,hidden_l2,hidden_near_zero_fraction,hidden_saturated_fraction,local_feature_l2,mode,propagated_feature_l2,reliability_coverage,residual_l1,sequence_id,warped_hidden_l2
24,2.5671887397766113,4.062353610992432,7.324219041038305e-05,0.02887217327952385,23.252954483032227,full,4.062353610992432,0.756787121295929,0.22386693954467773,dataset_4_keyframe_1,4.1638641357421875
25,2.6112353801727295,4.142683982849121,7.197062222985551e-05,0.03418884426355362,22.985435485839844,full,4.142683982849121,0.75225830078125,0.23783552646636963,dataset_4_keyframe_1,3.949857234954834
26,2.59035062789917,4.114808559417725,7.476806786144152e-05,0.032062530517578125,23.15618324279785,full,4.114808559417725,0.748291015625,0.23245029151439667,dataset_4_keyframe_1,4.023719787597656
27,2.5633296966552734,4.095788955688477,7.68025784054771e-05,0.03132782131433487,23.07515525817871,full,4.095788955688477,0.738110363483429,0.22873730957508087,dataset_4_keyframe_1,4.008311748504639
28,2.514843225479126,4.03616189956665,7.553101022494957e-05,0.03060862421989441,22.75133514404297,full,4.03616189956665,0.7337402701377869,0.2249002307653427,dataset_4_keyframe_1,3.978520393371582
29,2.4737966060638428,3.975273847579956,8.239746239269152e-05,0.0301615409553051,22.375303268432617,full,3.975273847579956,0.71832275390625,0.22124002873897552,dataset_4_keyframe_1,3.9103622436523438
30,2.376077651977539,3.834674596786499,8.341472130268812e-05,0.026312511414289474,21.758739471435547,full,3.834674596786499,0.71356201171875,0.2096756547689438,dataset_4_keyframe_1,3.871363639831543
31,2.3675644397735596,3.82973313331604,8.010864985408261e-05,0.02959747426211834,21.39493179321289,full,3.82973313331604,0.7115234732627869,0.21439795196056366,dataset_4_keyframe_1,3.735274314880371
32,2.418360948562622,3.9274191856384277,7.756551349302754e-05,0.030481722205877304,21.849533081054688,full,3.9274191856384277,0.708935558795929,0.21983754634857178,dataset_4_keyframe_1,3.7124953269958496
33,2.331991672515869,3.7958474159240723,8.951823110692203e-05,0.025734202936291695,21.597328186035156,full,3.7958474159240723,0.6987671256065369,0.20411041378974915,dataset_4_keyframe_1,3.8224833011627197
34,2.3319308757781982,3.8201398849487305,9.053549001691863e-05,0.02879028394818306,21.333215713500977,full,3.8201398849487305,0.6888183951377869,0.21015827357769012,dataset_4_keyframe_1,3.6897165775299072
35,2.3298487663269043,3.7859911918640137,7.756551349302754e-05,0.02719981037080288,21.260244369506836,full,3.7859911918640137,0.656726062297821,0.20320717990398407,dataset_4_keyframe_1,3.7126553058624268
36,2.3477978706359863,3.8004181385040283,9.841919381869957e-05,0.02843272127211094,21.33245086669922,full,3.8004181385040283,0.684814453125,0.21023204922676086,dataset_4_keyframe_1,3.6600310802459717
37,2.320464611053467,3.7417049407958984,0.00013910929556004703,0.025363415479660034,21.20803451538086,full,3.7417049407958984,0.694287121295929,0.20412932336330414,dataset_4_keyframe_1,3.7043075561523438
38,2.3210699558258057,3.738862991333008,0.00012054444232489914,0.026215871796011925,21.02272605895996,full,3.738862991333008,0.7087646722793579,0.2074572592973709,dataset_4_keyframe_1,3.6490366458892822
39,2.4078595638275146,3.8541438579559326,9.841919381869957e-05,0.029973603785037994,21.440324783325195,full,3.8541438579559326,0.717846691608429,0.21848750114440918,dataset_4_keyframe_1,3.6441404819488525
40,2.581657648086548,4.108984470367432,7.909139094408602e-05,0.03410441428422928,22.654346466064453,full,4.108984470367432,0.709216296672821,0.2360960990190506,dataset_4_keyframe_1,3.7600231170654297
41,2.5720231533050537,4.080333709716797,8.773804438533261e-05,0.030984753742814064,23.027978897094727,full,4.080333709716797,0.7295776605606079,0.22892282903194427,dataset_4_keyframe_1,3.9869606494903564
42,2.581364154815674,4.087998867034912,8.188883657567203e-05,0.03179982677102089,22.956859588623047,full,4.087998867034912,0.7250610589981079,0.22936783730983734,dataset_4_keyframe_1,3.980889320373535
43,2.623532295227051,4.148312091827393,5.645752389682457e-05,0.03288930281996727,23.16645622253418,full,4.148312091827393,0.734728991985321,0.235787495970726,dataset_4_keyframe_1,3.977548599243164
44,2.607224225997925,4.113497734069824,6.357829261105508e-05,0.03085530735552311,23.221757888793945,full,4.113497734069824,0.7444092035293579,0.23074565827846527,dataset_4_keyframe_1,4.041014671325684
45,2.6000189781188965,4.096987724304199,7.400513277389109e-05,0.032030489295721054,23.058778762817383,full,4.096987724304199,0.75274658203125,0.23196978867053986,dataset_4_keyframe_1,3.9954771995544434
46,2.6824347972869873,4.214149475097656,6.0526534070959315e-05,0.0351664237678051,23.481761932373047,full,4.214149475097656,0.755383312702179,0.2422161102294922,dataset_4_keyframe_1,3.992546796798706
47,2.7095537185668945,4.2525177001953125,6.790161569369957e-05,0.03373820334672928,23.929929733276367,full,4.2525177001953125,0.7609009146690369,0.24111035466194153,dataset_4_keyframe_1,4.11868953704834
48,2.740402936935425,4.299217700958252,5.4931642807787284e-05,0.03497009351849556,24.126604080200195,full,4.299217700958252,0.763427734375,0.24531801044940948,dataset_4_keyframe_1,4.131361961364746
49,2.8121933937072754,4.406402587890625,5.315145244821906e-05,0.036578115075826645,24.684085845947266,full,4.406402587890625,0.756787121295929,0.25198692083358765,dataset_4_keyframe_1,4.204617500305176
50,2.838475227355957,4.459021091461182,4.4759115553461015e-05,0.03784077987074852,25.059368133544922,full,4.459021091461182,0.7711181640625,0.2539657950401306,dataset_4_keyframe_1,4.278626918792725
51,2.7927451133728027,4.373917102813721,5.569458153331652e-05,0.03549906611442566,24.84632682800293,full,4.373917102813721,0.7670532464981079,0.24636374413967133,dataset_4_keyframe_1,4.344248294830322
52,2.7306108474731445,4.268594741821289,6.306966679403558e-05,0.034057874232530594,24.223939895629883,full,4.268594741821289,0.7733398675918579,0.24203768372535706,dataset_4_keyframe_1,4.251223087310791
53,2.7264671325683594,4.264520168304443,7.069906132528558e-05,0.034683991223573685,24.01292610168457,full,4.264520168304443,0.773669421672821,0.24434137344360352,dataset_4_keyframe_1,4.156100273132324
54,2.753713846206665,4.31666374206543,5.747477553086355e-05,0.03625030815601349,24.242971420288086,full,4.31666374206543,0.777209460735321,0.24805139005184174,dataset_4_keyframe_1,4.152353286743164
55,2.6995134353637695,4.232943058013916,8.188883657567203e-05,0.03222707286477089,24.05035400390625,full,4.232943058013916,0.7775635123252869,0.2387472242116928,dataset_4_keyframe_1,4.203216552734375
56,3.0364885330200195,4.756102085113525,3.941854083677754e-05,0.044743094593286514,25.762805938720703,full,4.756102085113525,0.758068859577179,0.2857186496257782,dataset_4_keyframe_1,4.1280317306518555
57,2.9546988010406494,4.6016764640808105,4.781087409355678e-05,0.03578440472483635,26.387157440185547,full,4.6016764640808105,0.7906250357627869,0.25773316621780396,dataset_4_keyframe_1,4.667377948760986
58,2.910133123397827,4.545199394226074,5.849202716490254e-05,0.037880707532167435,25.717092514038086,full,4.545199394226074,0.7923218011856079,0.25900131464004517,dataset_4_keyframe_1,4.505212783813477
59,2.9069697856903076,4.5325822830200195,5.7983401347883046e-05,0.0390472449362278,25.521587371826172,full,4.5325822830200195,0.793652355670929,0.2605656683444977,dataset_4_keyframe_1,4.446389198303223
60,2.900689125061035,4.517877101898193,8.290608820971102e-05,0.0379892997443676,25.55864715576172,full,4.517877101898193,0.7801147699356079,0.2569378912448883,dataset_4_keyframe_1,4.462631702423096
61,2.8686723709106445,4.473215579986572,8.087158494163305e-05,0.037942253053188324,25.27450942993164,full,4.473215579986572,0.782910168170929,0.2558984160423279,dataset_4_keyframe_1,4.394075870513916
62,2.955767869949341,4.632052421569824,6.891886732773855e-05,0.04078623652458191,25.777793884277344,full,4.632052421569824,0.788330078125,0.2681468725204468,dataset_4_keyframe_1,4.363300800323486
63,2.9812493324279785,4.660608768463135,6.179809861350805e-05,0.040089674293994904,26.207157135009766,full,4.660608768463135,0.7902588248252869,0.2685512602329254,dataset_4_keyframe_1,4.5077362060546875
64,3.0523436069488525,4.772160053253174,5.467732989927754e-05,0.042941540479660034,26.61320686340332,full,4.772160053253174,0.787365734577179,0.27717089653015137,dataset_4_keyframe_1,4.533502578735352
65,3.076315402984619,4.8253493309021,5.264282663119957e-05,0.04285329580307007,27.033281326293945,full,4.8253493309021,0.779431164264679,0.276918888092041,dataset_4_keyframe_1,4.631105422973633
66,3.02169132232666,4.73286247253418,6.357829261105508e-05,0.03986664116382599,26.903331756591797,full,4.73286247253418,0.786486804485321,0.26751208305358887,dataset_4_keyframe_1,4.709011077880859
67,2.9809751510620117,4.672512054443359,7.705688767600805e-05,0.03999176248908043,26.434226989746094,full,4.672512054443359,0.7961181998252869,0.2658274173736572,dataset_4_keyframe_1,4.617359638214111
68,2.98443865776062,4.669759750366211,6.612142169615254e-05,0.040146131068468094,26.30807876586914,full,4.669759750366211,0.8007446527481079,0.2680639922618866,dataset_4_keyframe_1,4.57186222076416
69,3.019920587539673,4.728497505187988,5.849202716490254e-05,0.041401419788599014,26.537349700927734,full,4.728497505187988,0.8003296256065369,0.2725636661052704,dataset_4_keyframe_1,4.560022354125977
70,2.954594373703003,4.611827850341797,7.527669367846102e-05,0.038487501442432404,26.240407943725586,full,4.611827850341797,0.799609363079071,0.261456161737442,dataset_4_keyframe_1,4.613494396209717
71,2.9810049533843994,4.682929992675781,6.58671124256216e-05,0.04092102125287056,26.20857810974121,full,4.682929992675781,0.8002685904502869,0.2691633403301239,dataset_4_keyframe_1,4.500950336456299
72,3.0038840770721436,4.700758457183838,6.713867333019152e-05,0.04120229184627533,26.464988708496094,full,4.700758457183838,0.7978149652481079,0.26992708444595337,dataset_4_keyframe_1,4.572640895843506
73,2.9730517864227295,4.645629405975342,7.425944204442203e-05,0.03963826596736908,26.269790649414062,full,4.645629405975342,0.7970337271690369,0.26536354422569275,dataset_4_keyframe_1,4.590230464935303
74,2.8557844161987305,4.4730658531188965,7.451375859091058e-05,0.034888461232185364,25.488773345947266,full,4.4730658531188965,0.79754638671875,0.25061866641044617,dataset_4_keyframe_1,4.537847518920898
75,2.8451595306396484,4.449695110321045,6.0526534070959315e-05,0.03841451182961464,25.010053634643555,full,4.449695110321045,0.79620361328125,0.25603818893432617,dataset_4_keyframe_1,4.364293098449707
76,2.951507806777954,4.731396198272705,7.197062222985551e-05,0.040796153247356415,26.09749984741211,full,4.731396198272705,0.7975830435752869,0.26784926652908325,dataset_4_keyframe_1,4.341361045837402
77,2.9254097938537598,4.6695942878723145,7.29878811398521e-05,0.041043348610401154,26.549962997436523,full,4.6695942878723145,0.79656982421875,0.2601592540740967,dataset_4_keyframe_1,4.609580993652344
78,3.02844500541687,4.850515365600586,5.2388510084711015e-05,0.044516246765851974,27.01141357421875,full,4.850515365600586,0.795947253704071,0.2761593461036682,dataset_4_keyframe_1,4.551663875579834
79,2.9019410610198975,4.653332710266113,7.807413931004703e-05,0.037077080458402634,26.625858306884766,full,4.653332710266113,0.790478527545929,0.253092497587204,dataset_4_keyframe_1,4.733176231384277
80,2.7200546264648438,4.356529712677002,8.672078547533602e-05,0.033774059265851974,25.04469108581543,full,4.356529712677002,0.7959961295127869,0.2364749163389206,dataset_4_keyframe_1,4.536652565002441
81,2.6736879348754883,4.263535022735596,6.891886732773855e-05,0.03546397015452385,24.052595138549805,full,4.263535022735596,0.796582043170929,0.24049334228038788,dataset_4_keyframe_1,4.2539143562316895
82,2.6670548915863037,4.216576099395752,7.578531949548051e-05,0.035493217408657074,23.803773880004883,full,4.216576099395752,0.7943969964981079,0.23973043262958527,dataset_4_keyframe_1,4.163981914520264
83,2.6936047077178955,4.3684000968933105,8.697510202182457e-05,0.03543243557214737,24.33235740661621,full,4.3684000968933105,0.792431652545929,0.24155807495117188,dataset_4_keyframe_1,4.123568058013916
84,2.693652391433716,4.254856109619141,9.435018728254363e-05,0.035746004432439804,24.155508041381836,full,4.254856109619141,0.791674792766571,0.24088099598884583,dataset_4_keyframe_1,4.264124393463135
85,2.6987688541412354,4.304618835449219,7.781983003951609e-05,0.034223176538944244,24.04347038269043,full,4.304618835449219,0.790173351764679,0.24286702275276184,dataset_4_keyframe_1,4.162326335906982
86,2.604689359664917,4.099273681640625,8.850097947288305e-05,0.031777702271938324,23.426233291625977,full,4.099273681640625,0.7890259027481079,0.22912970185279846,dataset_4_keyframe_1,4.213287353515625
87,2.632636070251465,4.147398948669434,9.943644545273855e-05,0.034129079431295395,23.151098251342773,full,4.147398948669434,0.786853015422821,0.23904283344745636,dataset_4_keyframe_1,4.007686614990234
88,2.6801044940948486,4.202842712402344,7.629395258845761e-05,0.03591868281364441,23.532230377197266,full,4.202842712402344,0.785290539264679,0.24303407967090607,dataset_4_keyframe_1,4.054093837738037
89,2.567676067352295,4.044992446899414,9.078979928744957e-05,0.030531058087944984,23.058298110961914,full,4.044992446899414,0.782958984375,0.22499290108680725,dataset_4_keyframe_1,4.0982232093811035
90,2.5554592609405518,4.040535926818848,7.247925532283261e-05,0.03251902386546135,22.6763858795166,full,4.040535926818848,0.7818359732627869,0.23110432922840118,dataset_4_keyframe_1,3.9508588314056396
91,2.555968761444092,4.04069185256958,8.697510202182457e-05,0.03243815153837204,22.695192337036133,full,4.04069185256958,0.7786011099815369,0.23085717856884003,dataset_4_keyframe_1,3.94158673286438
92,2.5080301761627197,3.9647114276885986,8.138021075865254e-05,0.030040234327316284,22.491092681884766,full,3.9647114276885986,0.779345691204071,0.22397108376026154,dataset_4_keyframe_1,3.945472240447998
93,2.507680892944336,3.9694435596466064,0.00010045369708677754,0.031332146376371384,22.26032829284668,full,3.9694435596466064,0.7665649652481079,0.22640953958034515,dataset_4_keyframe_1,3.8698465824127197
94,2.5001795291900635,3.972752332687378,9.63846905506216e-05,0.030844880267977715,22.33164405822754,full,3.972752332687378,0.7745727896690369,0.22550590336322784,dataset_4_keyframe_1,3.8799586296081543
95,2.4867045879364014,3.94822096824646,9.028117347043008e-05,0.03123220056295395,22.241106033325195,full,3.94822096824646,0.772143542766571,0.22423143684864044,dataset_4_keyframe_1,3.8793039321899414
96,2.535005807876587,4.014963626861572,8.799235365586355e-05,0.032894134521484375,22.420391082763672,full,4.014963626861572,0.770739734172821,0.231181338429451,dataset_4_keyframe_1,3.859633684158325
97,2.4555985927581787,3.9061362743377686,9.562174818711355e-05,0.02871755138039589,22.184688568115234,full,3.9061362743377686,0.768298327922821,0.21735124289989471,dataset_4_keyframe_1,3.9298529624938965
98,2.4636659622192383,3.915156126022339,9.435018728254363e-05,0.03053283877670765,21.94495964050293,full,3.915156126022339,0.7645630240440369,0.22318656742572784,dataset_4_keyframe_1,3.829226016998291
99,2.435767650604248,3.862135887145996,9.485881309956312e-05,0.029320526868104935,21.7904109954834,full,3.862135887145996,0.7674804925918579,0.21864008903503418,dataset_4_keyframe_1,3.8333675861358643
100,2.4516348838806152,3.890698194503784,9.384155418956652e-05,0.029977673664689064,21.80632972717285,full,3.890698194503784,0.7640137076377869,0.22226186096668243,dataset_4_keyframe_1,3.7764759063720703
101,2.442770004272461,3.8786749839782715,0.00010172526526730508,0.02947642095386982,21.838836669921875,full,3.8786749839782715,0.7645019888877869,0.22037778794765472,dataset_4_keyframe_1,3.7976584434509277
102,2.462218761444092,3.9092652797698975,9.562174818711355e-05,0.030432384461164474,21.969743728637695,full,3.9092652797698975,0.767346203327179,0.22277724742889404,dataset_4_keyframe_1,3.798879861831665
103,2.474256992340088,3.931874990463257,9.409587073605508e-05,0.03052113950252533,22.09991455078125,full,3.931874990463257,0.761059582233429,0.2237311452627182,dataset_4_keyframe_1,3.824610710144043
104,2.4784157276153564,3.9421119689941406,8.544922457076609e-05,0.030256908386945724,22.18682098388672,full,3.9421119689941406,0.7649170160293579,0.22428683936595917,dataset_4_keyframe_1,3.8410274982452393
105,2.4493277072906494,3.9057326316833496,0.00010503133671591058,0.028856152668595314,22.066701889038086,full,3.9057326316833496,0.7655029296875,0.22018757462501526,dataset_4_keyframe_1,3.8513970375061035
106,2.479572057723999,3.9482028484344482,8.722941856831312e-05,0.03128967434167862,22.13494300842285,full,3.9482028484344482,0.76617431640625,0.2259591668844223,dataset_4_keyframe_1,3.814457893371582
107,2.5551042556762695,4.056717872619629,7.069906132528558e-05,0.03303172066807747,22.59592056274414,full,4.056717872619629,0.758801281452179,0.2339368611574173,dataset_4_keyframe_1,3.8507864475250244
108,2.578967332839966,4.0908522605896,8.850097947288305e-05,0.032133739441633224,22.963443756103516,full,4.0908522605896,0.750195324420929,0.2327222377061844,dataset_4_keyframe_1,3.9736785888671875
109,2.53909969329834,4.03986930847168,8.366903057321906e-05,0.031144462525844574,22.801095962524414,full,4.03986930847168,0.7562622427940369,0.22762909531593323,dataset_4_keyframe_1,4.003415584564209
110,2.5501554012298584,4.050408840179443,8.316040475619957e-05,0.03259481117129326,22.71880340576172,full,4.050408840179443,0.76190185546875,0.23137600719928741,dataset_4_keyframe_1,3.9503135681152344
111,2.4644951820373535,3.923024892807007,7.476806786144152e-05,0.02893676981329918,22.30164909362793,full,3.923024892807007,0.764050304889679,0.21874801814556122,dataset_4_keyframe_1,3.9590747356414795
112,2.455012083053589,3.9123289585113525,8.519490802427754e-05,0.030147045850753784,21.988727569580078,full,3.9123289585113525,0.765454113483429,0.22282595932483673,dataset_4_keyframe_1,3.835574150085449
113,2.4620282649993896,3.91233229637146,8.544922457076609e-05,0.029743196442723274,22.003215789794922,full,3.91233229637146,0.7646728754043579,0.22311542928218842,dataset_4_keyframe_1,3.8258979320526123
114,2.467036247253418,3.921818733215332,8.722941856831312e-05,0.03030649945139885,22.03407859802246,full,3.921818733215332,0.7565063834190369,0.22340349853038788,dataset_4_keyframe_1,3.826617956161499
115,2.468977928161621,3.9226338863372803,0.0001035054592648521,0.03008321300148964,22.05497932434082,full,3.9226338863372803,0.761096179485321,0.22290003299713135,dataset_4_keyframe_1,3.82959246635437
116,2.5136353969573975,3.9845173358917236,7.73112042224966e-05,0.031689200550317764,22.269624710083008,full,3.9845173358917236,0.764599621295929,0.22963228821754456,dataset_4_keyframe_1,3.8220374584198
117,2.541245698928833,4.012606143951416,8.799235365586355e-05,0.031832125037908554,22.528478622436523,full,4.012606143951416,0.7684082388877869,0.23081961274147034,dataset_4_keyframe_1,3.887862205505371
118,2.5408318042755127,4.011360168457031,8.621215965831652e-05,0.031251780688762665,22.597681045532227,full,4.011360168457031,0.780139148235321,0.23006577789783478,dataset_4_keyframe_1,3.912531852722168
119,2.617445468902588,4.120072364807129,7.34965069568716e-05,0.033685050904750824,22.965192794799805,full,4.120072364807129,0.7774414420127869,0.23999737203121185,dataset_4_keyframe_1,3.912874698638916
120,2.5146608352661133,3.9782943725585938,7.73112042224966e-05,0.028917187824845314,22.68802261352539,full,3.9782943725585938,0.777636706829071,0.22119641304016113,dataset_4_keyframe_1,4.015501976013184
121,2.5404393672943115,4.013427734375,8.82466702023521e-05,0.03210551291704178,22.50117301940918,full,4.013427734375,0.777539074420929,0.2315611094236374,dataset_4_keyframe_1,3.8841466903686523
122,2.542004346847534,4.01552152633667,8.722941856831312e-05,0.031708527356386185,22.646663665771484,full,4.01552152633667,0.777417004108429,0.22924800217151642,dataset_4_keyframe_1,3.915189266204834
123,2.542144298553467,4.019260883331299,9.485881309956312e-05,0.030967459082603455,22.6782283782959,full,4.019260883331299,0.774218738079071,0.2287263423204422,dataset_4_keyframe_1,3.916874408721924
124,2.5778074264526367,4.082466125488281,9.511312237009406e-05,0.032560478895902634,22.92288589477539,full,4.082466125488281,0.7698120474815369,0.23222601413726807,dataset_4_keyframe_1,3.928330421447754
125,2.6022844314575195,4.116953372955322,9.155274165095761e-05,0.033109795302152634,23.187841415405273,full,4.116953372955322,0.778564453125,0.23443551361560822,dataset_4_keyframe_1,3.9972925186157227
126,2.6266984939575195,4.158351421356201,9.20613674679771e-05,0.033996839076280594,23.353330612182617,full,4.158351421356201,0.7855224609375,0.2375241070985794,dataset_4_keyframe_1,4.003086566925049
127,2.647080183029175,4.184566974639893,0.00010121663945028558,0.03391062468290329,23.52598762512207,full,4.184566974639893,0.776611328125,0.23794975876808167,dataset_4_keyframe_1,4.054837226867676
0,2.8591370582580566,4.467774391174316,3.611246938817203e-05,0.04066569358110428,25.26714515686035,zero_state,4.467774391174316,0.8287597894668579,0.26156529784202576,dataset_4_keyframe_1,0.0
1,2.9540183544158936,4.6476311683654785,3.356933666509576e-05,0.043555453419685364,25.87206268310547,zero_state,4.6476311683654785,0.785754382610321,0.27469801902770996,dataset_4_keyframe_1,0.0
2,2.8848090171813965,4.4516987800598145,2.975463939947076e-05,0.039902497082948685,25.507959365844727,zero_state,4.4516987800598145,0.78857421875,0.2612343430519104,dataset_4_keyframe_1,0.0
3,2.874920129776001,4.43881893157959,4.0944418287836015e-05,0.040007274597883224,25.046680450439453,zero_state,4.43881893157959,0.797680675983429,0.26459982991218567,dataset_4_keyframe_1,0.0
4,2.9676270484924316,4.626064300537109,4.9082442274084315e-05,0.04247640073299408,25.831157684326172,zero_state,4.626064300537109,0.773730456829071,0.2741255462169647,dataset_4_keyframe_1,0.0
5,2.935250997543335,4.5406107902526855,3.8909915019758046e-05,0.040629833936691284,25.82288360595703,zero_state,4.5406107902526855,0.7783447504043579,0.26823222637176514,dataset_4_keyframe_1,0.0
6,2.9008867740631104,4.48178768157959,3.280639793956652e-05,0.040235139429569244,25.371803283691406,zero_state,4.48178768157959,0.789355456829071,0.26709210872650146,dataset_4_keyframe_1,0.0
7,2.866220235824585,4.448336124420166,3.280639793956652e-05,0.04000473394989967,25.128990173339844,zero_state,4.448336124420166,0.7880615592002869,0.26386556029319763,dataset_4_keyframe_1,0.0
8,2.8145527839660645,4.379031658172607,3.48409048456233e-05,0.03943532332777977,24.812294006347656,zero_state,4.379031658172607,0.789355456829071,0.25878435373306274,dataset_4_keyframe_1,0.0
9,2.7933402061462402,4.38114070892334,4.3487551010912284e-05,0.038897961378097534,24.692779541015625,zero_state,4.38114070892334,0.78717041015625,0.25707802176475525,dataset_4_keyframe_1,0.0
10,2.7413010597229004,4.302393913269043,3.941854083677754e-05,0.037802379578351974,24.368982315063477,zero_state,4.302393913269043,0.7818359732627869,0.2514968812465668,dataset_4_keyframe_1,0.0
11,2.782594919204712,4.359667778015137,4.781087409355678e-05,0.0395304374396801,24.408428192138672,zero_state,4.359667778015137,0.7763671875,0.2589905560016632,dataset_4_keyframe_1,0.0
12,2.651472568511963,4.126877784729004,3.000895412696991e-05,0.03516795113682747,23.716588973999023,zero_state,4.126877784729004,0.772216796875,0.2395581305027008,dataset_4_keyframe_1,0.0
13,2.7015433311462402,4.211312770843506,4.603068373398855e-05,0.038058217614889145,23.564411163330078,zero_state,4.211312770843506,0.766613781452179,0.25112494826316833,dataset_4_keyframe_1,0.0
14,2.765350580215454,4.305459499359131,5.366007826523855e-05,0.03892161324620247,24.03987693786621,zero_state,4.305459499359131,0.772595226764679,0.25797396898269653,dataset_4_keyframe_1,0.0
15,2.7343831062316895,4.250280857086182,3.738403393072076e-05,0.03780365362763405,24.044334411621094,zero_state,4.250280857086182,0.773181140422821,0.2509591579437256,dataset_4_keyframe_1,0.0
