scope,backbone,method,age_frames,epe,gain_vs_raw_epe,frame_win_rate_vs_raw,sequence_win_rate_vs_raw,worst_frame_delta_vs_raw,track_jitter,clean_pixel_degradation,update_magnitude,na_reason,gt_tce,rgt_tce,nr_tce,stereo_photo,temporal_photo
Fast-FoundationStereo,Fast-FoundationStereo,immutable,4,0.3089676855594296,-0.005266467618040838,0.4876325088339223,0.3333333333333333,-0.9067322611808777,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05090929944839481,0.004713000455136017,0.0139289124219624,0.016988847331821624,0.018624536672670413
Fast-FoundationStereo,Fast-FoundationStereo,immutable,8,0.3089676855594296,-0.005266467618040838,0.4876325088339223,0.3333333333333333,-0.9067322611808777,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.06961663923863762,0.006287987931114581,0.02606170927038782,0.016988847331821624,0.027756824031453308
RAFT-Stereo,RAFT-Stereo,raw,0,0.3022126991902959,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
RAFT-Stereo,RAFT-Stereo,raw,1,0.3022126991902959,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03210400746045722,0.00315011566532838,0.004269774606420218,0.016741529252262393,0.012234798299245822
RAFT-Stereo,RAFT-Stereo,raw,2,0.3022126991902959,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03536698181288823,0.003455661001413539,0.007412383156303308,0.016741529252262393,0.014387145006916893
RAFT-Stereo,RAFT-Stereo,raw,4,0.3022126991902959,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03971591074601427,0.003851242141116666,0.013804454865031238,0.016741529252262393,0.018624536672670413
RAFT-Stereo,RAFT-Stereo,raw,8,0.3022126991902959,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.048248009569776984,0.004624132227040121,0.02634664549666666,0.016741529252262393,0.027756824031453308
RAFT-Stereo,RAFT-Stereo,h4,0,0.2913902151733952,0.010822484016900724,0.5676426047450782,1.0,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
RAFT-Stereo,RAFT-Stereo,h4,1,0.2913902151733952,0.010822484016900724,0.5676426047450782,1.0,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03521870219421067,0.0032971033179494806,0.003778546015902561,0.01682733081202367,0.012234798299245822
RAFT-Stereo,RAFT-Stereo,h4,2,0.2913902151733952,0.010822484016900724,0.5676426047450782,1.0,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.0439113515313663,0.00408445853322135,0.0071055083415569814,0.01682733081202367,0.014387145006916893
RAFT-Stereo,RAFT-Stereo,h4,4,0.2913902151733952,0.010822484016900724,0.5676426047450782,1.0,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04366484724107889,0.0041465168246364835,0.01357850825391178,0.01682733081202367,0.018624536672670413
RAFT-Stereo,RAFT-Stereo,h4,8,0.2913902151733952,0.010822484016900724,0.5676426047450782,1.0,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05611457220325673,0.005260871426634724,0.026076626424453346,0.01682733081202367,0.027756824031453308
RAFT-Stereo,RAFT-Stereo,immutable,0,0.308771895832634,-0.006559196642338061,0.46542150429076223,0.3333333333333333,-0.8897115588188171,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
RAFT-Stereo,RAFT-Stereo,immutable,1,0.308771895832634,-0.006559196642338061,0.46542150429076223,0.3333333333333333,-0.8897115588188171,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04095663089700481,0.003936569449907297,0.0045011141724519855,0.01700266954555972,0.012234798299245822
RAFT-Stereo,RAFT-Stereo,immutable,2,0.308771895832634,-0.006559196642338061,0.46542150429076223,0.3333333333333333,-0.8897115588188171,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.046684728504211924,0.0044289741728215344,0.007652961480385873,0.01700266954555972,0.014387145006916893
RAFT-Stereo,RAFT-Stereo,immutable,4,0.308771895832634,-0.006559196642338061,0.46542150429076223,0.3333333333333333,-0.8897115588188171,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05603507086502151,0.00520849166361443,0.013975200273521506,0.01700266954555972,0.018624536672670413
RAFT-Stereo,RAFT-Stereo,immutable,8,0.308771895832634,-0.006559196642338061,0.46542150429076223,0.3333333333333333,-0.8897115588188171,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.07428894799484179,0.0067348299750863575,0.026120738254933305,0.01700266954555972,0.027756824031453308
S2M2-S,S2M2-S,raw,0,0.2948822533796308,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
S2M2-S,S2M2-S,raw,1,0.2948822533796308,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03012297936127406,0.002925617064078961,0.004304545070530576,0.016788551628860778,0.012234798299245822
S2M2-S,S2M2-S,raw,2,0.2948822533796308,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03383946779051184,0.0032778584250745353,0.00746623673274486,0.016788551628860778,0.014387145006916893
S2M2-S,S2M2-S,raw,4,0.2948822533796308,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.038947606748420203,0.003747937825701431,0.013896998082821516,0.016788551628860778,0.018624536672670413
S2M2-S,S2M2-S,raw,8,0.2948822533796308,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04849728045674788,0.004624025617440071,0.02653726549926193,0.016788551628860778,0.027756824031453308
S2M2-S,S2M2-S,h4,0,0.2850214024706666,0.009860850908964214,0.5396264512872286,0.6666666666666666,-0.4217498004436493,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
S2M2-S,S2M2-S,h4,1,0.2850214024706666,0.009860850908964214,0.5396264512872286,0.6666666666666666,-0.4217498004436493,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.0336594536364345,0.003120365884572531,0.0037943348438987806,0.01687830662765663,0.012234798299245822
S2M2-S,S2M2-S,h4,2,0.2850214024706666,0.009860850908964214,0.5396264512872286,0.6666666666666666,-0.4217498004436493,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.042390842463800434,0.003906713554845058,0.007131554040234045,0.01687830662765663,0.014387145006916893
S2M2-S,S2M2-S,h4,4,0.2850214024706666,0.009860850908964214,0.5396264512872286,0.6666666666666666,-0.4217498004436493,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.042041233093773826,0.003966360089091783,0.01365101842671783,0.01687830662765663,0.018624536672670413
S2M2-S,S2M2-S,h4,8,0.2850214024706666,0.009860850908964214,0.5396264512872286,0.6666666666666666,-0.4217498004436493,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05531130873282345,0.005161084428338478,0.026245211834855772,0.01687830662765663,0.027756824031453308
S2M2-S,S2M2-S,immutable,0,0.3002359464882426,-0.005353693108611779,0.4591115598182736,0.3333333333333333,-1.0000861287117004,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
S2M2-S,S2M2-S,immutable,1,0.3002359464882426,-0.005353693108611779,0.4591115598182736,0.3333333333333333,-1.0000861287117004,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03849805811862108,0.0036596398423930465,0.004515936103579043,0.017040324510753588,0.012234798299245822
S2M2-S,S2M2-S,immutable,2,0.3002359464882426,-0.005353693108611779,0.4591115598182736,0.3333333333333333,-1.0000861287117004,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04452650501152879,0.004187060745957092,0.007678348930744653,0.017040324510753588,0.014387145006916893
S2M2-S,S2M2-S,immutable,4,0.3002359464882426,-0.005353693108611779,0.4591115598182736,0.3333333333333333,-1.0000861287117004,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05409192496755953,0.004998508407929861,0.014015848112218792,0.017040324510753588,0.018624536672670413
S2M2-S,S2M2-S,immutable,8,0.3002359464882426,-0.005353693108611779,0.4591115598182736,0.3333333333333333,-1.0000861287117004,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.07211010742947355,0.006520264115536359,0.026230500534288853,0.017040324510753588,0.027756824031453308
StereoAnywhere,StereoAnywhere,raw,0,0.31888929016624323,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
StereoAnywhere,StereoAnywhere,raw,1,0.31888929016624323,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04587163258213467,0.00416160704766986,0.005092889796127961,0.01687244640721931,0.012234798299245822
StereoAnywhere,StereoAnywhere,raw,2,0.31888929016624323,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.050013382101195915,0.004543269667448043,0.008287637236797185,0.01687244640721931,0.014387145006916893
StereoAnywhere,StereoAnywhere,raw,4,0.31888929016624323,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05505949053288753,0.005003617615693767,0.014749069139969736,0.01687244640721931,0.018624536672670413
StereoAnywhere,StereoAnywhere,raw,8,0.31888929016624323,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.06610535058334617,0.006014711380753406,0.0274774248251935,0.01687244640721931,0.027756824031453308
StereoAnywhere,StereoAnywhere,h4,0,0.2963603137113366,0.022528976454906646,0.6125694093891974,1.0,-0.42938604950904846,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
StereoAnywhere,StereoAnywhere,h4,1,0.2963603137113366,0.022528976454906646,0.6125694093891974,1.0,-0.42938604950904846,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03516781949207025,0.003237185071723789,0.0038212894969567304,0.01688856863804409,0.012234798299245822
StereoAnywhere,StereoAnywhere,h4,2,0.2963603137113366,0.022528976454906646,0.6125694093891974,1.0,-0.42938604950904846,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04428360004157569,0.0040562737591435,0.007208793582037356,0.01688856863804409,0.014387145006916893
StereoAnywhere,StereoAnywhere,h4,4,0.2963603137113366,0.022528976454906646,0.6125694093891974,1.0,-0.42938604950904846,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04422762978982403,0.004133548559871087,0.013784089132699528,0.01688856863804409,0.018624536672670413
StereoAnywhere,StereoAnywhere,h4,8,0.2963603137113366,0.022528976454906646,0.6125694093891974,1.0,-0.42938604950904846,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05808410297423767,0.005383540388932035,0.026444549637870164,0.01688856863804409,0.027756824031453308
StereoAnywhere,StereoAnywhere,immutable,0,0.3127356496997672,0.00615364046647604,0.5002523977788995,0.6666666666666666,-2.567084103822708,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
StereoAnywhere,StereoAnywhere,immutable,1,0.3127356496997672,0.00615364046647604,0.5002523977788995,0.6666666666666666,-2.567084103822708,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.043318682737969766,0.004095035927802411,0.0047845304809396106,0.017079226793012037,0.012234798299245822
StereoAnywhere,StereoAnywhere,immutable,2,0.3127356496997672,0.00615364046647604,0.5002523977788995,0.6666666666666666,-2.567084103822708,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.049242299895224766,0.004605537776483871,0.007871739478684203,0.017079226793012037,0.014387145006916893
StereoAnywhere,StereoAnywhere,immutable,4,0.3127356496997672,0.00615364046647604,0.5002523977788995,0.6666666666666666,-2.567084103822708,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05808409802113322,0.00536026734861844,0.014047524544834229,0.017079226793012037,0.018624536672670413
StereoAnywhere,StereoAnywhere,immutable,8,0.3127356496997672,0.00615364046647604,0.5002523977788995,0.6666666666666666,-2.567084103822708,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.07687550089504887,0.006954871550917748,0.026412603726314297,0.017079226793012037,0.027756824031453308
ALL,ALL,raw,0,0.3028052747304458,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
ALL,ALL,raw,1,0.3028052747304458,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03346010434967715,0.0032050792718310113,0.0044324965809961255,0.016769706530222254,0.012234798299245822
ALL,ALL,raw,2,0.3028052747304458,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.036962276736097255,0.003532541534784882,0.0075950450883242515,0.016769706530222254,0.014387145006916895
ALL,ALL,raw,4,0.3028052747304458,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04166293611266936,0.003963021196342624,0.014017127848510318,0.016769706530222254,0.018624536672670413
ALL,ALL,raw,8,0.3028052747304458,0.0,0.0,0.0,0.0,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05108512600984686,0.0048244237263231175,0.02663653636921321,0.016769706530222254,0.027756824031453308
ALL,ALL,h4,0,0.2898055348034003,0.01299973992704545,0.5761736496718829,0.9333333333333333,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
ALL,ALL,h4,1,0.2898055348034003,0.01299973992704545,0.5761736496718829,0.9333333333333333,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.03413288716864576,0.0031697401975864016,0.0037779378921899255,0.016843020901872764,0.012234798299245822
ALL,ALL,h4,2,0.2898055348034003,0.01299973992704545,0.5761736496718829,0.9333333333333333,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04277441561341178,0.003947711163935559,0.007118001463232061,0.016843020901872764,0.014387145006916895
ALL,ALL,h4,4,0.2898055348034003,0.01299973992704545,0.5761736496718829,0.9333333333333333,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.04242674053008082,0.004002210125910615,0.01362657137138419,0.016843020901872764,0.018624536672670413
ALL,ALL,h4,8,0.2898055348034003,0.01299973992704545,0.5761736496718829,0.9333333333333333,-0.45871463418006897,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05555853733246381,0.005182258401105483,0.026185543497256703,0.016843020901872764,0.027756824031453308
ALL,ALL,immutable,0,0.305899070522084,-0.0030937957916382097,0.478899545683998,0.4,-3.7006009817123413,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,,,,,
ALL,ALL,immutable,1,0.305899070522084,-0.0030937957916382097,0.478899545683998,0.4,-3.7006009817123413,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.039577673207039074,0.003775713643279393,0.004539513262608103,0.017011595267343898,0.012234798299245822
ALL,ALL,immutable,2,0.305899070522084,-0.0030937957916382097,0.478899545683998,0.4,-3.7006009817123413,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.045345138519112864,0.004272842201240019,0.007682970938774708,0.017011595267343898,0.014387145006916895
ALL,ALL,immutable,4,0.305899070522084,-0.0030937957916382097,0.478899545683998,0.4,-3.7006009817123413,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.05453830707668472,0.005048762601627646,0.01397424539234734,0.017011595267343898,0.018624536672670413
ALL,ALL,immutable,8,0.305899070522084,-0.0030937957916382097,0.478899545683998,0.4,-3.7006009817123413,N/A,N/A,N/A,prediction tensors/raw-good masks/long-track support are not saved by the compact sidecar,0.07281038895802623,0.00658575757746653,0.026187860127949204,0.017011595267343898,0.027756824031453308
