sequence,dataset,protocol,frames,catastrophic_update_gt3,clean_degradation,epe_gain,false_update_rate,harmful_modified_rate,intervention_coverage_all,intervention_precision,max_update_abs,mean_clean_update,mean_update_abs,new_bad3,raw_bad1,raw_bad3,raw_boundary_epe,raw_epe,refined_bad1,refined_bad3,refined_boundary_epe,refined_epe,support_ratio,transition,evaluated_frames,valid_count,clean_count,modified_count,frames_worsened,worst_frame_degradation,p95_frame_degradation
specimen_1__2025_03_06-17_38_21,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,9,0.0,0.2542709574890743,0.09088218993159954,0.4719904648390942,0.36630587371678014,0.5901629228404539,0.6275667351129364,3.6830008029937744,0.18096225119662465,0.3081183036168416,0.01910970087441857,0.7169644252304808,0.16131048492108965,2.022573471069336,2.2810334334976257,0.7031095369550497,0.1516745663836658,1.9428074359893799,2.1901513178327803,0.9573914303549134,3.0,9,19199,2517,11688,0.0,-0.0263214111328125,-0.0263214111328125
specimen_1__2025_03_06-17_39_51,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,7,0.0,0.2423368193292463,0.014603179732348086,0.4179588892895781,0.3369104633554684,0.6060804326836953,0.6611315383703,3.6259922981262207,0.18991368111616602,0.2770186449800219,0.02565796094945924,0.6434949855749416,0.1800384668223657,2.2198215893336704,2.067155945610584,0.6423959335073499,0.186358016211018,2.1789733341761996,2.052552709246684,0.9474783593212565,3.0,7,14558,2773,8431,0.2857142857142857,0.005901813507080078,0.005901813507080078
specimen_1__2025_03_06-17_43_05,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,1,0.0,0.3697478991596639,-0.04285331070423126,0.6974789915966386,0.4743083003952569,0.43211861379063954,0.5217391304347826,3.5634396076202393,0.20576418936252594,0.19987277686595917,0.005405405405405405,0.5481651376146789,0.15137614678899083,1.2172516584396362,1.6227422952651978,0.5665137614678899,0.1444954128440367,1.23764169216156,1.6655956506729126,0.9827949438202247,3.0,1,436,119,253,1.0,0.042853355407714844,0.042853355407714844
specimen_1__2025_03_06-17_46_07,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,8,0.0,0.3328358208955224,-0.09876792812661016,0.5104477611940299,0.4893729293838285,0.5887451260921197,0.5317705120296113,3.645228862762451,0.1918436196535381,0.2508113384246826,0.042277361419063464,0.6053946053946054,0.1605061605061605,1.564891904592514,1.7762341998713516,0.621045621045621,0.19513819513819514,1.5443170368671417,1.8750021405272432,0.9495636035313002,3.0,8,3003,670,1621,1.0,0.16242647171020508,0.15258779525756835
specimen_1__2025_03_06-17_50_08,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,2,0.0,0.3142857142857143,-0.07822905280197648,0.4857142857142857,0.5355145413870246,0.588344578991767,0.4539249146757679,3.6801600456237793,0.18970318229070732,0.2772379666566849,0.025640776730784815,0.5885286783042394,0.22360764754779716,1.3833784461021423,2.0305096803857006,0.6217788861180382,0.22776392352452202,1.495806097984314,2.108738856224447,0.9803119983948636,3.0,2,1203,280,586,1.0,0.14141058921813965,0.136161470413208
specimen_1__2025_03_06-17_51_03,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,9,0.0,0.27002700270027,0.006363619622700165,0.39603960396039606,0.5054098224639098,0.5148230082836209,0.4990566037735849,3.6576273441314697,0.18370435339282162,0.35869291093614364,0.02063949298664325,0.6417281348788199,0.19863013698630136,1.4436663256751165,2.1589940862987267,0.6519142957499122,0.2068844397611521,1.4521381855010986,2.1526305296984645,0.9802841314428393,3.0,9,5694,1111,2120,0.4444444444444444,0.029009699821472168,0.029009699821472168
specimen_2__2025_04_10-16_07_15,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,2,0.0,0.0,-0.003640051814727485,0.0,0.5,0.25254923963785336,0.0,3.6968061923980713,0.0,0.11775919795036316,0.0003561253561253561,0.7688746438746439,0.002849002849002849,1.414607584476471,1.3231559405554394,0.7692307692307693,0.003205128205128205,1.416900634765625,1.3267959167390129,0.9761486757624398,3.0,2,2808,294,39,0.5,0.005244255065917969,0.0049820423126220705
specimen_2__2025_04_10-16_08_53,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,9,0.0,0.04848754448398576,-0.002161031841099121,0.09964412811387902,0.47536633206415135,0.3636730951661278,0.5752285951787198,3.706310987472534,0.012157309964781642,0.24519073300891453,0.0,0.5408076009501188,0.00332541567695962,0.7971471101045609,1.0508298729151275,0.550688836104513,0.0032304038004750592,0.7901935064130359,1.052990921353501,0.9718571651507043,3.0,9,10525,2248,1203,0.4444444444444444,0.0296553373336792,0.0296553373336792
specimen_2__2025_04_10-16_13_29,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,2,0.0,0.38461538461538464,-0.11935750891764958,0.46153846153846156,0.46875,0.3863076707494775,0.08163265306122448,3.6816842555999756,0.220125213265419,0.18840868771076202,0.0,0.7222222222222222,0.5111111111111111,,3.8774306111865573,0.7666666666666667,0.5111111111111111,,3.99678807788425,0.9808010634028892,3.0,2,90,13,49,0.5,0.12850260734558105,0.12027198076248169
specimen_2__2025_04_10-16_18_24,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,2,0.0,0.0,0.06672183085571635,0.2727272727272727,0.0,0.25994780950450236,1.0,3.6083767414093018,0.04889400438828902,0.16737455129623413,0.0,0.13636363636363635,0.0,,0.6392045508731495,0.13636363636363635,0.0,,0.5724827322092924,0.9772396669341894,3.0,2,22,11,9,0.0,0.0,-0.006116166710853582
specimen_2__2025_04_10-16_19_14,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,10,0.0,0.0,0.01830210571469211,0.0,0.02,0.295534302419788,0.9,3.7109193801879883,0.0052341362140302,0.20240567475557328,0.0,0.1865671641791045,0.0,,0.6729244354055889,0.12686567164179105,0.0,,0.6546223292599863,0.9774403089887642,3.0,10,134,58,20,0.1,0.0048694610595703125,0.002678203582763667
specimen_2__2025_04_10-16_28_15,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,1,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,3.0,0,0,0,0,nan,nan,nan
specimen_2__2025_04_10-16_32_24,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,1,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,3.0,0,0,0,0,nan,nan,nan
specimen_2__2025_04_10-16_33_49,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,6,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,3.0,0,0,0,0,nan,nan,nan
specimen_3__2025_05_08-14_24_24,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,1,0.0,0.0,0.0,0.0,0.0,0.31217537427436604,0.0,3.6693506240844727,0.0,0.3086164891719818,0.0,0.9908759124087592,0.8558394160583942,2.4986412525177,4.3012375831604,0.9908759124087592,0.8558394160583942,2.4986412525177,4.3012375831604,0.9850521669341894,3.0,1,548,2,0,0.0,0.0,0.0
specimen_3__2025_05_08-14_25_47,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,1,0.0,0.0,0.01003232691437006,0.0,0.12,0.24875963666895656,0.88,3.6656973361968994,0.0,0.48177972435951233,0.0,0.9653916211293261,0.8542805100182149,1.9270833730697632,11.166268348693848,0.9653916211293261,0.8542805100182149,1.9270833730697632,11.15623664855957,0.9857293338683788,3.0,1,549,4,25,0.0,-0.010031700134277344,-0.010031700134277344
specimen_3__2025_05_08-14_27_51,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,12,0.0,0.03409090909090909,0.06616960779815935,0.03409090909090909,0.22168118368434245,0.2741451312073741,0.745928338762215,3.68259334564209,0.04324843335515735,0.39152994379401207,0.01031221610106492,0.9654631083202512,0.8569466248037677,2.889110724131266,12.759903570359318,0.966248037676609,0.8585164835164835,2.8884590996636286,12.693733813437039,0.9811480069555913,3.0,12,5096,88,614,0.25,0.01711750030517578,0.015657758712768553
specimen_3__2025_05_08-14_33_16,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,2,0.0,0.0,-0.07258704025298357,0.0,0.8364279398762158,0.27741583420005467,0.11214953271028037,3.623962640762329,0.0,0.32484403997659683,0.03886804252657911,0.991869918699187,0.7459349593495935,5.933677315711975,6.399421869254693,0.9939024390243902,0.7560975609756098,6.076848983764648,6.472008943557739,0.986883025682183,3.0,2,492,0,107,1.0,0.22913217544555664,0.21902453899383545
specimen_3__2025_05_08-14_34_16,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,10,0.0,0.4,-0.3535704551358446,0.4857142857142857,0.8589727406083869,0.3096789450086729,0.11699507389162561,3.613593101501465,0.4612205099846636,0.18385311365127563,0.08498301668262913,0.954136690647482,0.7900179856115108,7.036873435974121,7.256772783591593,0.9649280575539568,0.8035071942446043,7.298138666152954,7.610343288603446,0.9830783507223113,3.0,10,2224,35,812,1.0,1.1405887603759766,0.7402263641357412
specimen_3__2025_05_08-14_36_52,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,1,0.0,0.0,-0.00029757089214399457,0.0,1.0,0.23279589034128478,0.0,3.5439293384552,0.0,0.3663881719112396,0.0,1.0,0.044967880085653104,,2.730527400970459,1.0,0.044967880085653104,,2.7308247089385986,0.9862058587479936,3.0,1,467,0,1,1.0,0.00029730796813964844,0.00029730796813964844
specimen_3__2025_05_08-14_38_08,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,1,0.0,0.0,-0.032543279230594635,1.0,0.8514285714285714,0.23909770598892546,0.14857142857142858,2.8434932231903076,0.2938792109489441,0.11458081752061844,0.0398936170212766,0.9984508133230054,0.7087529047250194,3.43708872795105,5.9628801345825195,0.9984508133230054,0.7203718048024786,3.462599515914917,5.995423316955566,0.9828701845906902,3.0,1,1291,1,175,1.0,0.032543182373046875,0.032543182373046875
specimen_3__2025_05_08-14_39_50,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,10,0.0,0.0,-0.8296222686767578,0.0,1.0,0.4859863004908051,0.0,3.538630962371826,0.0,0.3296269625425339,0.0,1.0,0.25,,3.59765625,1.0,0.25,,4.427278518676758,0.9766252006420545,3.0,3,8,0,5,1.0,2.5516204833984375,2.5516204833984375
specimen_3__2025_05_08-14_49_00,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,2,0.0,1.0,-0.6033675074577332,1.0,1.0,0.6684562372557623,0.0,3.3840906620025635,1.789790391921997,0.27707627415657043,0.16666666666666666,0.6666666666666666,0.0,,1.203125,1.0,0.16666666666666666,,1.8064924478530884,0.9716843900481541,3.0,1,6,2,2,1.0,0.6033674478530884,0.6033674478530884
specimen_3__2025_05_08-14_50_11,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,7,0.0,0.0,-0.13566741794347764,0.0,0.6666666666666666,0.7672595450084314,0.6,3.6453230381011963,0.0,0.23123440146446228,0.0,1.0,1.0,,5.1749999046325685,1.0,1.0,,5.310667514801025,0.9625635366506153,3.0,3,5,0,5,0.6666666666666666,0.4509162902832031,0.4509162902832031
specimen_3__2025_05_08-14_52_45,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,1,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,3.0,0,0,0,0,nan,nan,nan
specimen_3__2025_05_08-14_59_26,D4D anchors native grid,original 178x224 raw plus upscaled cache-grid correction,3,0.0,0.0,0.0,0.0,0.0,0.49396881642236723,0.0,3.6471965312957764,0.0,0.39310113588968915,0.0,0.7419354838709677,0.3548387096774194,,2.394657350355579,0.7419354838709677,0.3548387096774194,,2.394657350355579,0.9869917067950776,3.0,3,62,10,0,0.0,0.0,0.0
